"id","job_id","responsibility"
"17425","7565","??????????? ??? ?????"
"17426","7565","?? ?????"
"17427","7566","Mijozlarga qiziqtirganroq havolalar ko'rsatish"
"17428","7566","Mijozlarga yaxshi xizmat ko'rsatish"
"17429","7566","Ofis xodimlari bilan hamkorlik qilish"
"17430","7567","Savdoga qiziqish"
"17431","7567","Tashqi kurinishga ega"
"17432","7567","Muomala madaniyatiga ega"
"17433","7567","Avto mashina mavjudligi"
"17434","7567","Komputerda bilimiga ega"
"17435","7568","CRM dan foydalanish"
"17436","7568","Call centr sotuvlarida faoliyat"
"17437","7568","Mijozlar bilan ishlash"
"17438","7570","Mijozlarga xizmat ko'rsatish"
"17439","7570","Maxsulotlar sotish"
"17440","7570","Sotuvlarini yagona qilish"
"17441","7571","Mijozlar buyurtmalarini tez yetkazish"
"17442","7571","To'lovni qabul qilish"
"17443","7572","Ishga ma'suliyatlilik"
"17444","7572","Insonlar bilan tez chiqishib ketaolish"
"17445","7572","Ish tajriba"
"17446","7572","Russ tilini bilish"
"17447","7572","O'z ustida doimiy ishlash"
"17448","7573","??????????"
"17449","7573","????? ?????????? ???????????"
"17450","7573","??????? ????????????"
"17451","7573","?????????????? ?????? ?????? 1 ??? ???????? ??????"
"17452","7574","Tajribali patrondan qo'llab quvvat olish"
"17453","7574","Ish tizimini to'liq boshqarish"
"17454","7574","Materiallarni hamuvvatli sifatda yuklash"
"17455","7576","Ish stoliga javobgarlik bilan qurilish ishlari nazoratini o'tkazish."
"17456","7576","Ishdan kelib chiqishlar haqida hisobotlar tuzish."
"17457","7576","Ish tartibi va nazorati bo'yicha xulosalarni tayyorlash."
"17458","7576","Boshqalar bilan ishbilarining to'g'risida nazoratni amalga oshirish."
"17459","7577","Boshqa vazifalarni bajarish"
"17460","7577","Ish joyini toza va rivojlanayotgan shaklda saqlash"
"17461","7578","?????? ?????????"
"17462","7579","Zaxira shakllantirish maqsadida ish bajarish"
"17463","7580","Seroy va non bilan ishlash"
"17464","7580","Etikxonalar bilan munosabatlar"
"17465","7580","Ovqat tayyorlash"
"17466","7580","Hammom va boshqa narsalar"
"17467","7581","Sotuv va konsultatsiyalar berish"
"17468","7582","Mijozlarni qiziqlash"
"17469","7582","Telefon qoællash"
"17470","7582","Boshqa vazifalar"
"17471","7582","Kompaniya voqesiga kirim qilish"
"17472","7583","Tikuv tsexiga tajribali qiz bola hodim bo'lish"
"17473","7583","Ish tajribasi minimal 2 yil"
"17474","7583","Bichuv va tikuvni yaxshi bilish"
"17475","7583","Chaqqon va epchil bo'lish"
"17476","7583","Kroy qilishi bilish"
"17477","7583","Ma'suliyatliylik"
"17478","7583","Dangasa bo'lmaslik"
"17479","7583","Yosh chegarasi 20 dan 40 gacha"
"17480","7584","Maxsulotlarni sotib olish"
"17481","7584","Hisobotlar tuzish"
"17482","7584","Mijozlarga xizmat ko'rsatish"
"17483","7587","Mijozlarga xizmat ko'rsatish"
"17484","7587","Kosmetika mahsulotlarini sotish"
"17485","7587","Chegara bo'yicha ko'p ishlash"
"17486","7588","Harakatli va energik bo'lish"
"17487","7588","Kosmetika sotish"
"17488","7591","?? ???????"
"17489","7591","????? ????? ????? ???? ??? ????? ?????????"
"17490","7592","3 ????? ????? ????? ???? ??? ????? ??????????"
"17491","7593","Ijtimoiy tarmoqlar yordamida daromad olish."
"17492","7593","Yosh chegralanmagan ishchi bo'lish."
"17493","7594","????? ???? ?????"
"17494","7594","????? 1500$ ??? ????????? ???? ???????? ???????? 280? ??.?."
"17495","7594","????????? ?????, ????? ??"
"17496","7594","??????????? ?????? (??????????)??"
"17497","7594","?????????? ????????? ???????? ?? ??????????"
"17498","7594","???????? ?????????"
"17499","7595","1 kunda 4 5 soat hohlagan vaqti"
"17500","7596","Friendly communication with people"
"17501","7596","Placing ads on Avtoelon.uz program"
"17502","7597","?? ???????"
"17503","7598","Audio kurslarini sotish"
"17504","7598","Operatorlik vazifalari"
"17505","7599","????? ?????? ?????"
"17506","7599","???? ?????"
"17507","7600","Mahsulotlarni taqdim etish"
"17508","7600","Mijozlar bilan muloqot"
"17509","7600","Sotuv jarayonini boshqarish"
"17510","7601","Telefon qo'ng'iroqlari orqali sotuvni amalga oshirish"
"17511","7601","Mahsulot haqida mijozlarga ma'lumot berish"
"17512","7602","????? ??????? ?????????"
"17513","7602","?????? ??????? ?????????"
"17514","7603","Yotib ishlash"
"17515","7603","8:00 dan 19:00 gacha ish"
"17516","7604","Ensuring the technical feasibility of UI/UX designs"
"17517","7604","Optimizing application for maximum speed and scalability"
"17518","7604","Building reusable code and libraries for future use"
"17519","7604","Developing user-facing features"
"17520","7605","Ensuring high performance on mobile and desktop"
"17521","7605","Developing user-facing features using front-end technologies"
"17522","7605","Collaborating with back-end developers and web designers"
"17523","7606","?????? ??????????? ????? ?????"
"17524","7606","???????? ?????"
"17525","7606","??????????? ???????"
"17526","7607","?????????? ??????????"
"17527","7607","???????? ??????????"
"17528","7607","????????????? ??????????"
"17529","7608","?? ?????: 8:00 ??? 18:00 ???? (??????? ???)"
"17530","7609","Ijtimoiy tarmoqlarni yuritish"
"17531","7609","Yangi mijozlarni topish"
"17532","7611","???????????? ????????"
"17533","7611","???????"
"17534","7611","????????????????"
"17535","7612","Belgilangan joylardagi qurilish xomashyo doækonlari va sotuv boælimlariga kunlik tashriflarni amalga oshirish"
"17536","7612","Savdo nuqtalarini rivojlantirish uchun mahsulotlarimizni toæliq taqdimot qilish va sotish"
"17537","7612","Haftalik savdo nuqtalarini belgilangan tartibda tekshirish"
"17538","7612","MaÆlum holatlarda sotuvning merchandayzing qismini bajarish"
"17539","7612","Qarz miqdorlarini tekshirib borish va xaridorlarni bundan xabardor qilish"
"17540","7612","Belgilangan kunlarda jamoa bilan majlislarda qatnashish"
"17541","7613","????? ????? ?????? ????????? ???????? ????????"
"17542","7613","???????? ????? ?????? e'tibor bering"
"17543","7614","Pvx kromkada ishlash"
"17544","7614","Roverda ishlash"
"17545","7614","Arrada ishlash"
"17546","7614","Zborkada ishlash"
"17547","7614","Vakum Pvx plenka stanokda ishlash"
"17548","7615","Pishiriq tayyorlash"
"17549","7615","Mas'uliyatni bajarish"
"17550","7615","Xizmat ko'rsatish"
"17551","7616","?????????? ?????"
"17552","7616","???????? ????? ????????? ????????????? ?????? ??????"
"17553","7616","?????? ????????? ???? ????????"
"17554","7617","Mahsulot assortimentlarini taqdim etish"
"17555","7617","Bozordagi hamkorlarimizga toÆgÆridan toÆgÆri sotuvlar"
"17556","7617","Mijozlar bilan uzoq muddatli munosabatlarni qoÆllab-quvvatlash"
"17557","7619","Tajribaga ega boÆlishi"
"17558","7619","Videolarda gapira olishi"
"17559","7619","Istoriya yurgiza olishi"
"17560","7619","Xushmuomilalik"
"17561","7619","Halollik"
"17562","7619","Jamoa bilan ishlay olishi"
"17563","7619","Ijtimoiy tarmoqlar orqali reklamalarni bera olishi"
"17564","7620","Qo'llab-quvvat xizmatini ko'rsatish"
"17565","7620","Mijozlar bilan muloqotda bo'lish"
"17566","7620","Ma'lumotlarni amaliyotga o'tkazish"
"17567","7621","?? ????? ?? ??????? ????? ???????"
"17568","7621","?????????? ???? ???? ?? ??????????? ????????"
"17569","7622","Sotuv jarayonlarini boshqarish"
"17570","7622","Mijozlar bilan ishlash"
"17571","7622","Moliyaviy hisobotlar tayyorlash"
"17572","7623","?????????? ?? ???"
"17573","7623","??????? ????"
"17574","7623","????? ???????? ?????"
"17575","7624","Like posts"
"17576","7624","Join as a member"
"17577","7624","Write comments"
"17578","7624","Watch promotional videos"
"17579","7624","Download applications and earn money"
"17580","7625","Mijozlar va marketing faoliyatlarini doimiy yangilab turish va ijtimoiy media boshqaruvi"
"17581","7625","Marketing faoliyatlari natijalari bo'yicha hisobotlar tayyorlash va tahlil qilishda yordam berish"
"17582","7625","Yangi g'oyalar ishlab chiqish va ijodiy yechimlar taklif qilish"
"17583","7626","Daromadingiz harakatingizga yarasha kunlik boÆladi"
"17584","7626","Erkin ish grafigi asosida ishlash"
"17585","7626","Uyda oÆtirgan holda ortiqcha sarf-harajatlarsiz ishlash"
"17586","7627","Avtomobillarga bosish"
"17587","7628","Parmik ish"
"17588","7628","Qurilish"
"17589","7628","B,C,katigoriyadagi prava"
"17590","7629","Xush muomila, muloqotga tez kirishuvchan bo'lish"
"17591","7629","Mexnatkash,jamoa bilan ishlash"
"17592","7629","Reklama ishlarini tushunish"
"17593","7630","B2B ??????? ????????????"
"17594","7630","?????????????"
"17595","7630","???????? ??????"
"17596","7630","?????? ???????????? ????????????"
"17597","7631","Mijozlar bilan muloqot qilish"
"17598","7631","Savollar berish va javob berish"
"17599","7631","Maxsulotlar haqida ma'lumot bering"
"17600","7632","??????????? ? ???????????? ????????"
"17601","7632","?????? ? ?????? ??????"
"17602","7632","??????????? ??????? ? ??????? ? ???? ??????"
"17603","7632","?????? ? ?????????? ???????"
"17604","7632","?????? ??????? ??????"
"17605","7632","?????? ? ??"
"17606","7633","Xodimlar bilan ishlash"
"17607","7633","Ish o'rinlarida To'lovni qabul qilish"
"17608","7634","Mijozlar bilan ishlash"
"17609","7634","Yuk masuliyati"
"17610","7635","Prava sifati"
"17611","7635","Qadoqlash"
"17612","7635","Parnik ishi"
"17613","7635","Qurilish"
"17614","7635","Usta, Molyar"
"17615","7635","Non sekkili"
"17616","7635","Haydovchilik"
"17617","7635","FURA Haydovchi"
"17618","7635","Mashinasozlik"
"17619","7635","Zavod ishlari"
"17620","7635","Bog'bonchilik"
"17621","7636","Ish jadvali: 6/1"
"17622","7636","Ish vaqti: 10:00-19:00"
"17623","7636","Ofisda bir oylik ishdan keyin masofadan turib ishlash"
"17624","7636","Ish tajribasi shart emas, hamma narsa orgatiladi"
"17625","7637","???? ????? ??????"
"17626","7637","???????? ?????"
"17627","7637","?????? ????????"
"17628","7638","Tozalik bekasi (Farrosh)"
"17629","7638","Kimyo fanidan yordamchi ustoz"
"17630","7638","Kassir"
"17631","7638","Adminstrator (Qabul bo'limi)"
"17632","7639","Oilalilarni ishga ruxsat etish"
"17633","7639","Ish qilish"
"17634","7639","Xona berish"
"17635","7640","Yotib ishlash"
"17636","7640","3 mahal issiq ovqat berish"
"17637","7641","Call centerda ishlash"
"17638","7641","Sotuvdan 10-12% da olish"
"17639","7642","Xushmuomala"
"17640","7642","Muloqotga tez kirishuvchan"
"17641","7643","Xunarga o'rganish"
"17642","7643","Avtomobil remonti"
"17643","7644","Do'konga kelgan mijozlar bilan ishlash va mahsulotlar bilan tanishtirish"
"17644","7644","Do'konga kelgan mijozlar ehtiyojini o'rgangan holda ularga mos mahsulotlarimizni taklif qilish va sotish"
"17645","7644","Mijozlar bazasini shakllantirish va ularni kengaytirish"
"17646","7645","Sotuv menejer qizlar va bollar qidirish"
"17647","7645","Sotuvchi operatorlarni tanlov asosida ishga qabul qilish"
"17648","7646","?????? ????????? ??????"
"17649","7646","?? ??????? ???????? ?????"
"17650","7647","?????? ??????????? ????"
"17651","7647","?? ????? ?????? ????????????? ????? ?????"
"17652","7647","?????? ??????????? ??????? ???????"
"17653","7648","???????? ????? ?????"
"17654","7648","???????? ?????? ????????"
"17655","7649","Mulkni upakovka qilish va saqlash"
"17656","7649","Ofisni tozalash va hujjatlarni joylash"
"17657","7649","Kafel nomi chistkachi va dazmolchi xizmatlarini ko'rsatish"
"17658","7650","Xavfsizlikni saqlash"
"17659","7650","Mijozlarga to'lov yetkazish"
"17660","7650","E'tiborli va tezlik bilan yetkazish"
"17661","7651","??????????????? ??????? ????"
"17662","7651","?????? ????????? ?????? ?????"
"17663","7652","Reklama loyihalarini rivojlantirish"
"17664","7652","Reklama tadbirlarini tashkil etish"
"17665","7652","Mijozlarga reklama xizmatlarini taklif qilish"
"17666","7653","?????? ???? ??????????? ?????? ???? ?????"
"17667","7653","??????????? ????????? ????? ?? ???????, ???????? ???????????"
"17668","7654","Himchistka qlishi"
"17669","7654","Tozalikka qaridgan moshinani yaxshi yuvishi"
"17670","7655","Ish vaqti: 8:00 dan 19:30 gacha"
"17671","7656","Reels va videolar uchun ssenariylar yozish"
"17672","7656","Matnlar k≤rinishiga keltirish"
"17673","7657","Mijozlarga yordam bermoq"
"17674","7657","Sotuvchilik faoliyatlarini amalga oshirish"
"17675","7657","Sotib olgan mahsulotlarni sotish"
"17676","7658","Mijozlarga xizmat ko'rsatish"
"17677","7658","Mahsulotlarni sotish"
"17678","7658","Tovarlar haqida ma'lumot bering"
"17679","7659","Ishchilarni tanlash"
"17680","7659","Bilan muzokara olib borish"
"17681","7659","Ish haqida ma'lumot berish"
"17682","7662","????? ????? ??? ?????"
"17683","7662","????? ?? ?????"
"17684","7663","Kunlik va oynlik baho natijalarini hisobga olish"
"17685","7663","Mijozlar bilan muloqotlar olib borish"
"17686","7663","Savollar va buyurtmalar uchun mas'uliyat yuklab olish"
"17687","7664","?????agi ???????????? ???????????? ??????????? ?????? ????????"
"17688","7665","???? ???????? ???????? ???????? ???????"
"17689","7665","??????? ????????? ???????"
"17690","7666","Muhasebe hisob-kitobini olib borish"
"17691","7666","Kadrlar bo'limining faoliyatini tashkil etish"
"17692","7666","Kompyuter dasturlaridan foydalanish"
"17693","7667","??????????? ??????????? ??????? ??????? ??????"
"17694","7667","???????? ????? ???????? ???????? ??????"
"17695","7668","?? ????????? ??? ?????"
"17696","7668","????????, ????????????? ?????????"
"17697","7668","???????? ??????????? ?? ??????? ???????"
"17698","7669","Tovarlar yetkazish"
"17699","7669","Xaridorlar bilan yaqin aloqada bo'lish"
"17700","7669","Ma'lumotlarni operatorga o'tkazish"
"17701","7670","????????????? ????? ???????"
"17702","7670","?? ?? ?? ?????????? ???????"
"17703","7671","???? ??????? ???????"
"17704","7672","??????? ?????? ??? ?????"
"17705","7672","????? ?????? ????? ????????"
"17706","7672","?????????? ?? ?????????"
"17707","7673","Develop user-facing features"
"17708","7673","Ensure the technical feasibility of UI/UX designs"
"17709","7673","Optimize application for maximum speed and scalability"
"17710","7674","Tajribali"
"17711","7675","Conduct market research and analysis"
"17712","7675","Develop and implement marketing strategies"
"17713","7675","Manage social media platforms"
"17714","7675","Collaborate with the sales team"
"17715","7676","????????? ?????? ????? ???????"
"17716","7676","???????? ??????? ???? ???????? ????? ?????? ??????"
"17717","7677","?????????? ?? ????????? ?????"
"17718","7677","??????? ??????? ?? ?????? ??? ?????"
"17719","7677","????? ?????? ????? ?? ??????? ??????? ????"
"17720","7677","????? ??????? ???? ???????"
"17721","7679","???????? ????? ????? ???????????"
"17722","7679","????? ????????? ???? ?????"
"17723","7679","????? ???????????? ???????"
"17724","7680","Shoshilin'g joylar soni cheklangan"
"17725","7680","Oylik kelishuv asosida ish"
"17726","7680","Issiq ovqat va yotoq joy bilan ta'minlanish"
"17727","7681","Kompaniyadagi o'z vazifalarni bajarish"
"17728","7682","Xaridorlar bilan ishlash"
"17729","7682","To'lovlar bilan shug'ullanish"
"17730","7682","Sotuv faoliyatini rahbarlik qilish"
"17731","7683","?????"
"17732","7683","????????????? ?????? ?????"
"17733","7683","????? ????? ???????"
"17734","7684","????????? ???? ???????? ????? ??? ?????? ???? ?????? ??????"
"17735","7685","??????????? ??????????"
"17736","7685","???? ????"
"17737","7685","???? ??????????"
"17738","7686","?? ??????? ????? ???? ???? ?????? ?????? ?????"
"17739","7686","???????? ????????"
"17740","7687","Xushmuomala"
"17741","7687","Ishiga mas'uliyatli bo'lishi"
"17742","7688","Ovqat korxona hisobidan."
"17743","7688","Ahil jamoa"
"17744","7689","O?zbek tilini 100% bilish"
"17745","7689","Hushmuomala va masÆulyatli ish"
"17746","7689","Call centerda ishlash"
"17747","7690","???????????? ????????"
"17748","7690","???????"
"17749","7690","?????? ? ???????????"
"17750","7691","Ishga masuliyatli bolishi"
"17751","7691","Hushmuomala bolishi"
"17752","7691","Ichmasligi"
"17753","7692","Ish vaqti 8:00 dan 18:00 gacha"
"17754","7692","Tushlik ishxona hisobidan"
"17755","7692","To'y liboslari ishlab chiqarish"
"17756","7692","Salohiyat va harakatingizga qarab maosh belgilanadi"
"17757","7693","Mijozlar bilan do'stona xizmat ko'rsatish"
"17758","7693","Hisob-kitob va dokumentatsiya yuritish"
"17759","7693","Mahsulotlar yoki tovarlar etkazib berishni tashkil qilish"
"17760","7694","Mebelda oz moz tushuncha b÷lish"
"17761","7695","Obed ishxona hisobidan maslahat bermoq"
"17762","7695","Yangi xodimlarga ish oærgatish"
"17763","7695","Karera oæsish imkoniyati taqdim etish"
"17764","7696","Mijozlar bilan yaxshi ovozda muloqot qilish"
"17765","7696","O'z vaqtida ishlash"
"17766","7697","3 mahal issiq taom"
"17767","7697","Har oy oziq-ovqatlar majmuasi beriladi (????)"
"17768","7697","Ish vaqti: (3/1 smena)"
"17769","7698","?????? ? ?????????? ???????"
"17770","7698","??????????? ??????? ? ??????? ? ???? ??????"
"17771","7698","??????????? ? ???????????? ????????"
"17772","7698","???????? ??????? ?? ????? ? ???????? ?? ?????????"
"17773","7698","?????? ? ?????? ??????"
"17774","7699","Muammolarni hal qilish"
"17775","7699","Reklama konstruksiyalarini o'rnatish"
"17776","7699","Elektr simlarni to'g'ri ulash"
"17777","7699","Reklama konstruksiyalarini to'g'ri o'rnatish"
"17778","7700","O?zbek tilini 100% bilish"
"17779","7700","Ishga kechikmaslik"
"17780","7700","Hushmuomala"
"17781","7700","MasÆulyatli"
"17782","7701","Harakati bor karyera qilaman diganlarni qidiryapmiz"
"17783","7701","Tajribasi yoqlarga 0 dan o'rgatiladi"
"17784","7701","Yosh chegarasi 20 dan 35 yoshgacha"
"17785","7701","Qulay lokatsiya metroga yaqin"
"17786","7701","Yosh kirishimli jamoa"
"17787","7701","Grafik 6/1"
"17788","7701","Xodimlar uchun marafonlar"
"17789","7702","??????? ?????????????? ??????? ??????????? ????? ?????????? ?????? ??????"
"17790","7702","?????? ??????????? ????? ???????"
"17791","7703","????????????? ???????"
"17792","7703","??????????? ?????"
"17793","7704","sovollani bermela"
"17794","7704","25 ?? ?????? ??? ? ?????"
"17795","7704","Bekorchila tel qb aqllili qmela"
"17796","7705","Mijozlar bilan ishlash"
"17797","7705","Yo'l ko'rsa yo'l to?lay oladigan yo'lkini olish"
"17798","7706","???? ???????????? ?????? ??????"
"17799","7706","?????? ?????"
"17800","7706","????????? ???????? ?????"
"17801","7707","??????? ?????"
"17802","7707","???? ?????"
"17803","7708","Ish faoliyatini nazorat qilish"
"17804","7708","Ishchilarni ko'rsatilgan vaqtda ishga chaqirish"
"17805","7708","Mahsulotlarni yopishtirish"
"17806","7709","Buyurtmalarni amalga oshirish"
"17807","7709","Naklenka yopishtirish"
"17808","7710","Praktikasiz srazu pullik ish berish"
"17809","7710","Yeni organadigan yoki yordamchilarga alohida pullik hizmatlarni joyida kelish"
"17810","7711","Kadoklov va kadoklangan mahsulotlarni ortib berish"
"17811","7712","?????????? ?????"
"17812","7712","??????????? ????? ?? ?????? ??????????"
"17813","7712","???????? ?????????? ??? ??????? ????????"
"17814","7713","3 mahal ovqat bor"
"17815","7713","Ish vaqti: 2 ta smenada"
"17816","7713","Yotoqhona"
"17817","7714","????? ?????? ????? ????????"
"17818","7714","??????? ?????? ??? ?????"
"17819","7714","?????????? ?? ?????????"
"17820","7715","????? ????????? ????? ????? ????"
"17821","7715","?????? ????????? ????? ????? ????"
"17822","7715","????? ????? ?????????"
"17823","7715","?????????? ???????? ?? ?????? ???????? ??????"
"17824","7715","??????????? ?? ?????"
"17825","7716","Stanokda ish (????????)"
"17826","7716","Yig'ish (??????)"
"17827","7716","Skladda ish (???????)"
"17828","7716","Qadoqlash (????????)"
"17829","7716","Yig'ish (??????)"
"17830","7717","Ish vaqtida kuyovni kuchaytirish"
"17831","7718","?? ????? 12 ????"
"17832","7718","??????? ?????? ????? ????? ?????"
"17833","7718","??????? ??????? ???? 3 ??? ?????"
"17834","7719","????? ?? ????????? ?????, ??????? ?? ?????? ??????? ??????"
"17835","7719","?? ????????? ????? ??????????? ?????"
"17836","7720","Ish joyini tozalash"
"17837","7720","Mebel to'gdirlash"
"17838","7720","Texnik vositalarni tayyorlash"
"17839","7721","Qadoqlash"
"17840","7721","Farroshlik"
"17841","7721","Stanokda ish"
"17842","7721","Skladda ish"
"17843","7721","Yig'ish"
"17844","7722","Ofsat kraskalar bilan ishlay olishturish"
"17845","7722","Mas'uliyatli va ishchan bo'lish"
"17846","7722","Panton kraskalar bilan ishlay olishturish"
"17847","7722","Jamoa bilan kirishimli"
"17848","7722","Mashinaning tuzilishi va kanday ishlashini bilishi"
"17849","7724","Hisob Kitobni bilish, yoki o'zimiz orgatamiz"
"17850","7724","Dokonni soat 7da yopish"
"17851","7724","╓z ishiga mas'uliyatli bo'lish"
"17852","7724","Kiyim razmerlani ajratishni bilish, yoki o'zimiz orgatamiz"
"17853","7724","Kirishuvchan hushmuomalali bo'lish"
"17854","7724","Kiyim sotish uchun xaridorlarga xizmat korsatish"
"17855","7725","?????? ????????"
"17856","7725","?????????? ?? ????????? ?????"
"17857","7725","????? ?????? ????? ????????"
"17858","7726","Recruitment and selection process"
"17859","7726","Employee training and development"
"17860","7727","???? ????? ????? ?????"
"17861","7727","?????? ??????????? ???? ?????"
"17862","7728","6/1 dam kunlari"
"17863","7728","Mexnat daftarchasini o'rganish"
"17864","7728","Yaxshi jamoa bilan ishlash"
"17865","7728","Issiq ovqat tayinlash"
"17866","7729","Yoshi 18-25"
"17867","7729","Ishga mas'uliyat bilan yondashish"
"17868","7729","Ish vaqti: - 6/1 kunlik ish 9:00-18:00gacha"
"17869","7729","Ichki tartib va qoidalarga rioya qilish"
"17870","7729","O'zbek tilida ravon so'zlashish"
"17871","7729","Kunduzgi ta'lim talabalari bezovta qilmang"
"17872","7730","Sotuvlar amalga oshirilishi"
"17873","7730","Iwga masuliyat bilan yondawish"
"17874","7731","Sotuvlarni amalga oshirish"
"17875","7731","Iwga mas'uliyat bilan yondawiw"
"17876","7731","Call-markazda sotuvlar amalga oshirish"
"17877","7732","Kassirlik bilan bog'liq vazifalar"
"17878","7733","Ishga sevgi va iste'dod bilan tayyorgarlik ko'rsatish"
"17879","7733","Kadrlarimizga yordam bermoq"
"17880","7733","Qabul qiluvchi texnikasi kullanish"
"17881","7734","Reklama konstruksiyalarini to'g'ri o'rnatish va ulash"
"17882","7734","Reklama konstruksiyalarini to'g'ri yig'ish"
"17883","7734","Bannerlarni osish, orakalni yopishtirish"
"17884","7735","??????? ???? ????????????? ????? ?????"
"17885","7735","???????? ????? ???????? ?????"
"17886","7736","????? ??????????? ??????? ?????? ?????? ?????"
"17887","7736","??????? ????? ???? ?????????? ????? ?????"
"17888","7736","???????? ?????? ????????"
"17889","7738","Shaxsiy malumotlarni muvofiqlashtirish"
"17890","7738","Qizlarni ishga olash"
"17891","7738","Mijozlarga xizmat ko'rsatish"
"17892","7739","????? ????????????? ??????"
"17893","7739","???????? ?????????? ???????"
"17894","7739","????????? ?????? ????? ?????"
"17895","7740","???? ?? ?? ????????????? ???????"
"17896","7740","??????? ??????????? ???? ?????"
"17897","7740","?????????? ???????? ????? ??????? ???????? ????????"
"17898","7741","?????? ?? ??????? ????????? ????????????? ?????? ??????"
"17899","7741","?????????? ???? ????? ?????"
"17900","7742","????? ?????? ?????"
"17901","7742","???????? ????? ????? ?????, ????????? ????? ??????"
"17902","7742","??????? ?????? ??????"
"17903","7742","???? ????? ????????? ???"
"17904","7743","???????? ?????"
"17905","7743","???????? ????? ????? ????"
"17906","7743","???? ?????????? ???????? ?????"
"17907","7744","Ish vaqti 7:30:00-19:00"
"17908","7744","Ishda tartib qoidalarga rioya qilish"
"17909","7744","O'zbek tilida ravon gaplashish"
"17910","7745","Ovqatlanish shirinlar"
"17911","7745","Oshpazlar bilan ishi"
"17912","7745","Grafiik 6/1"
"17913","7745","Issiq yotoqxonada ovqatlanish"
"17914","7745","Oshpazlar bilan mazali ovqatlanishlar"
"17915","7746","Kompyuterni bilish"
"17916","7746","Internetni faol bilish"
"17917","7746","Ish yuritish"
"17918","7747","Hisob-kitobni yaxshi tushunish"
"17919","7747","Microsoft Office(Excel, Word) dasturlarini yaxshi ishlatish"
"17920","7747","MasÆuliyatli va ishda tartib qoidalarga rioya qilish"
"17921","7748","Ishga tayyormilik muvoffaqiyatli amalga oshirish"
"17922","7748","Mijozlarga yordam berish"
"17923","7748","Buyurtmalar qabul qilish va ushlab turish"
"17924","7749","Uskunalarni yaxshi tushunib, ularni vaqtida sozlab turish."
"17925","7749","Reklama chop etish uskunalarini ishlata olish"
"17926","7749","MainTop va Corel Draw programmalari bilan ishlash"
"17927","7750","Mijozlarga xizmat ko'rsatish"
"17928","7750","Sotuv jarayonlarini amalga oshirish"
"17929","7750","Hisob-kitoblarni tekshirish"
"17930","7751","?? ??????? ?? ?????? ?????"
"17931","7751","??????? ??????????? ???? ?????"
"17932","7751","???? ?? ?? ????????????? ???????"
"17933","7751","????? ??????? ????? ????????"
"17934","7752","Aloqa operatorlariga maÆmuriyat yuklari"
"17935","7752","Dizaynerlar uchun vazifalar"
"17936","7752","Sotuv boÆlimi menejerlarining vazifalari"
"17937","7752","Merketing boÆlimi agentlar?ga oÆrinlar"
"17938","7753","Qo'llab-quvvatlash xizmati telefon qilish"
"17939","7753","Sotib olish jarayonlarini amalga oshirish"
"17940","7753","Xaridorlarga yordam berish va savollarini javoblash"
"17941","7754","Mijozlarga xizmat ko'rsatish"
"17942","7754","Pullarini qabul qilish"
"17943","7755","Kassirlik yoki universal xizmatda ishlash"
"17944","7755","Kassir xizmatlarini bajarish"
"17945","7755","Mijozlar bilan xizmat ko'rsatish"
"17946","7756","?????????? ??????????"
"17947","7756","???????? ?????? ?????????"
"17948","7756","????????????? ?????????? ?????"
"17949","7757","Stay updated with job postings on the channel."
"17950","7758","?????????? ?????? ??????"
"17951","7758","???? ?????"
"17952","7759","?????? ? ?????? ?????-????????"
"17953","7759","???????? ???????????????? ????????"
"17954","7759","????????? ????? ??? ??????????"
"17955","7760","Yig'ishatirish"
"17956","7760","Kassaga xizmat ko'rsatish"
"17957","7761","Answer incoming calls and respond to customer queries"
"17958","7761","Maintain a high level of customer satisfaction"
"17959","7761","Handle customer complaints and resolve issues"
"17960","7762","???????? ?? ???????????? ?????? ?? ???????? ?????? ?????"
"17961","7762","????????????? ?? ??????? ??????? ?????"
"17962","7762","????? ???????? ???????? ??????????"
"17963","7762","????? ????????? ????? ???????? ????? ??????????? ????? ????? ?? ???????????? ?????"
"17964","7764","3 maxal ovqat"
"17965","7764","Viloyatdan kelganlar uchun yotoqxona bor"
"17966","7764","Zararli hidlar yo'q"
"17967","7765","???????? ????????????? ????? ???????"
"17968","7765","????? ??????? ????????????? ???????"
"17969","7765","????????????? ??????? ?????????"
"17970","7766","Ish vaqti: 08:00 - 19:00 va 19:00 - 08:00"
"17971","7766","Tozalikka e'tiborli bo'lishi"
"17972","7766","Qizlar talablari"
"17973","7766","Mas'uliyatli va chaqqon bo'lishi"
"17974","7767","?? ??????? ????"
"17975","7767","???? ????? ??? ????? ??????"
"17976","7768","Mahsulotlarni sotish"
"17977","7768","Tizimlashtirish (markirovka)"
"17978","7769","?????? ?????? ???? ??? ????????? ??????"
"17979","7769","?????? ??????????? ???? ???? ????????? ??????"
"17980","7770","????? 1500$ ??? ????????? ???? ???????? ???????? 280? ??.?."
"17981","7770","????? ???? ?????"
"17982","7771","??????? ?????? ???? ?????"
"17983","7771","?????? ??????? ?????? ??????"
"17984","7771","???????? ????? ??????? ??????"
"17985","7772","Suyagini o'rganish"
"17986","7772","Har xil engil so'zlar bilan ishlash"
"17987","7772","Dostavkani bajarish"
"17988","7773","?? ?????? ?? ???????????? ????? ???? ???????? ??????"
"17989","7773","????? ???? ????? ?????????? ??????"
