"id","job_id","skill"
"6623","3624","Tarmoqlarimizda alkogol va tamaki mahsulotlar borligi sababli"
"6624","3625","????? ????? ?????????? ?????? ?????????? ???????"
"6625","3625","????????? ??????????????? ???????"
"6626","3625","20-35 ????"
"6627","3627","Fluent in Uzbek language"
"6628","3627","Knowledge of CRM systems"
"6629","3627","Proficiency in Russian language"
"6630","3627","1+ year experience in sales"
"6631","3628","Yosh"
"6632","3628","Qo'lidan ish"
"6633","3629","Kirishimlik"
"6634","3629","Mas'uliyat bilan ishlash"
"6635","3629","Hushmuomila"
"6636","3631","Mas'uliyatli bo'lish"
"6637","3631","Tozalikga rioya qilish"
"6638","3631","30-40 yoshlar"
"6639","3632","??????? ???????? ??????"
"6640","3632","????? ???????? ???????"
"6641","3632","?????, ?????????? ?????"
"6642","3633","??????? ????? ???????"
"6643","3633","????????????"
"6644","3633","????????, ???????? ?? ???? ?????"
"6645","3635","Chaqqon va mas'ulyatli bo'lish"
"6646","3635","Ishga kirishuvchanlik"
"6647","3635","Imkon qadar yosh qizlar"
"6648","3637","Stanok ishlarini o'rganishga tayyor bo'lish"
"6649","3637","Ozoda yuvinish xonasi va tahorat uchun sharoitlar"
"6650","3637","3 mahal issiq va mazali ovqat"
"6651","3637","Yotoq bor"
"6652","3639","Kampyuter bilishi"
"6653","3639","Savdoga qiziqish"
"6654","3639","18-30 yosh"
"6655","3640","Tartib qoidalarga rioya qilish"
"6656","3640","O'zbek tilida ravon gaplashish"
"6657","3640","Kompyuterni bilish"
"6658","3642","Tajriba 1-3 yil"
"6659","3643","Ish haqida ma'lumotga ega bo'lish"
"6660","3643","Ish tartibi va intizomga ega bo'lish"
"6661","3645","??????? 1 ??? ????? ??????"
"6662","3645","?????? ??????????? ?? ?????????, ??????? ? ?????????? ??????"
"6663","3646","Xushmuomalalik"
"6664","3646","22 yoshdan 32 yoshgacha"
"6665","3646","Ozodalik"
"6666","3646","To'g'risozlik"
"6667","3646","Tajribaga ega bo'lishi"
"6668","3648","O'zbek va rus tillarini bilishi"
"6669","3648","Tibbiy ma'lumotlar bilishi"
"6670","3648","Mas'uliyatli"
"6671","3648","Latofatli va xushmolila"
"6672","3648","Yosh: 20-32"
"6673","3650","Yosh: 19-45"
"6674","3650","Tajriba yoki ma'lumot shart emas"
"6675","3651","Passport"
"6676","3652","yosh chegaralanmagan"
"6677","3652","OÆgÆil bolalar"
"6678","3655","???? ? ????? ????????"
"6679","3655","??????????????????"
"6680","3655","????????? ????"
"6681","3655","????????? ??????????? ?????????"
"6682","3655","???????? ? ??????? ?????????"
"6683","3656","Ehtiyotkorlik+eb ichish"
"6684","3656","Ehtiyotkorlik"
"6685","3658","??????? ??????? ???????"
"6686","3659","Xushmuomalalik"
"6687","3659","Halollik"
"6688","3659","Ishga ma'suliyat"
"6689","3659","Tartib va intizomga amal qilish"
"6690","3662","Malaka"
"6691","3662","Oziq-ovqat jamlanmalarini taqdim etish"
"6692","3662","Transport qatnovi bilan ishlash"
"6693","3663","Good knowledge of labor legislation"
"6694","3663","Bachelor's degree in HR or related field"
"6695","3663","Proven work experience as an HR Specialist"
"6696","3664","Troubleshooting skills"
"6697","3664","IT certifications"
"6698","3664","Experience with network systems"
"6699","3665","????? ?????? ????? ?? ??????? ??????? ????"
"6700","3665","?????? ??? ?????"
"6701","3665","??????????"
"6702","3665","????? ??????? ???? ???????"
"6703","3665","??????? ???????"
"6704","3667","Savdo yo'nalishida ko'nikmaga ega"
"6705","3667","Rus tili bilishi shart"
"6706","3668","Sfatli ishlash"
"6707","3668","Vaqtida kelishi"
"6708","3668","Ho'jayinga quloq solishi"
"6709","3669","???? ?? ???????????? ????? ?????????"
"6710","3669","???????????? ?????? ????? ?? ???????"
"6711","3669","??? ?????? ???????? ??????"
"6712","3670","Reklama bilimi"
"6713","3670","Kompyuter dasturlariga ega bo'lish"
"6714","3670","Sotuvchi bo'yicha tajovuz"
"6715","3673","Til bilishi"
"6716","3673","Tajriba"
"6717","3674","Yoshi 20 dan 38 gacha"
"6718","3676","Hushmuomalalik"
"6719","3676","Intiluvchanlik"
"6720","3676","Intizomlilik"
"6721","3677","?????? ???????? ?????"
"6722","3677","?????????? ? ??????????? ?????"
"6723","3679","Mebel ishlarida tajriba"
"6724","3679","Press rover kraska soxasi bilan ishlash malakasi"
"6725","3680","???????? ??????? ??????"
"6726","3681","Ish bilimi"
"6727","3681","18-25 yosh"
"6728","3681","Metall ishlarida malaka"
"6729","3682","???? ???????????? ????? ???????????"
"6730","3682","??????? ???????? ??????? ????????"
"6731","3682","???????? ????? ???????"
"6732","3683","Yosh: 18-25"
"6733","3683","Ishga mas'uliyatli yondashish"
"6734","3683","Ish grafigi: 6/1 kunlik"
"6735","3683","Ish vaqti: 08:00-18:00"
"6736","3684","Mas'uliyatlilik va chaqqonlilik"
"6737","3684","Telefondan yaxshi foydalana olish"
"6738","3684","Jismoniy baquvvat"
"6739","3684","Hush muomilalik"
"6740","3685","Kompyuter savodxonligi (Word Excel)"
"6741","3685","O'zbek tilida erkin so'zlasha olish"
"6742","3685","CRM ishlashni bilish"
"6743","3686","???????? ????????? ?????? ????????"
"6744","3686","??? 18 ????? ?????"
"6745","3686","?????? ???????????"
"6746","3687","?????????? ?? ????????? ?????"
"6747","3687","????? ??????? ???? ???????"
"6748","3687","????? ?????? ????? ?? ??????? ??????? ????"
"6749","3687","??????? ??????? ?? ?????? ??? ?????"
"6750","3688","??? ?? ????? ????????? ??????? ?????? ????"
"6751","3688","25-35 ??"
"6752","3688","????? ????? ???????"
"6753","3689","??????? ??????? ?????? ????"
"6754","3689","???????? ???????? ?????????"
"6755","3689","?? ????????? (????? ????)"
"6756","3689","???????? ????? ?????? ???????? ??????"
"6757","3689","????? ?????? ????????? ????? ???????????? ?????"
"6758","3689","??????????, ????? ??? ???????? ??????????"
"6759","3690","18-30 yoshgacha"
"6760","3690","Ishga ma'suliyat bilan yondashish"
"6761","3690","Tashki koærinishiga e'tiborli boælishi"
"6762","3690","Oæzbek tilida ravon soæzlasha olish"
"6763","3691","Xizmat sifatini qadrlash"
"6764","3691","Komunikatsiya qobiliyatlari"
"6765","3691","Ishga tortishga tayyormi"
"6766","3693","Yuridik ma'lumotlar"
"6767","3693","Ijtimoiy qatnashish"
"6768","3692","18-30 yosh"
"6769","3692","Yashayotgan manzil Toshkent shahrida"
"6770","3694","Povarlikka oid bilimlar va ko'nikmalar"
"6771","3694","Fastfood tayyorlash sohasida tajribalar"
"6772","3696","????????? ??? ?????"
"6773","3697","Stressga chidamlilik"
"6774","3697","O'zbek tili"
"6775","3697","To'liq ish vaqti (09:00-17:00)"
"6776","3698","Sales Doctor dasturi bilishi"
"6777","3698","18-35 yosh"
"6778","3698","Uz vaqtida beringan oylik maosh"
"6779","3698","Ish tajribasi"
"6780","3698","Achil va professional jamoa"
"6781","3699","?????? ?????????arga rioya etish."
"6782","3699","18-40 ???? ?????."
"6783","3699","????????? ?? ?????a boshlamiliar"
"6784","3700","18-30 yosh"
"6785","3700","Toshkent shahrida yashash"
"6786","3701","Android yoki iOS smartfon"
"6787","3701","Avto kuryerlar uchun mashina(tiko,damas,jiguli,chevrolet)"
"6788","3702","?????? ?????? ?????? ????????"
"6789","3702","??????? ??????? ???? ???????????"
"6790","3703","Kompyuterda amalga oshirish bilan tanish bo`lish"
"6791","3703","Chet tili bilish"
"6792","3703","Talabalarni o`zlashtirishda tajriba"
"6793","3704","Tartib intizom"
"6794","3704","Mehnatsevarlik"
"6795","3704","Jamoaviylik"
"6796","3704","O'z ishini sidqi dildan qiluchi"
"6797","3704","Mas'uliyatlilik"
"6798","3706","??? 18-25 ?????????? ??????"
"6799","3706","???? ?????????"
"6800","3707","?????????"
"6801","3707","???? ????? ????????? ?????"
"6802","3707","?? ???? ????????? ??????"
"6803","3708","Ish bilan tanishganligi zarur"
"6804","3709","Yaxshi ishjoylashish ko'nikmalariga ega bo'lish"
"6805","3711","Ish tajribasi (bo'lsa yaxshi)"
"6806","3711","Stress bilan chidamlilik"
"6807","3711","O'zbek tilida ravon gaplashish"
"6808","3711","Mahsulot sotish"
"6809","3711","Intiluvchanlik"
"6810","3711","Kuzlari yonib turgan yosh kadrni kutib qolish"
"6811","3711","Ishni a'lo darajada bajarish"
"6812","3712","21 yoshdan yuqori (Erkaklar)"
"6813","3712","Angkorlik va tamaki mahsulotlari borligi sababli 18 yoshdan yuqori (Erkaklar)"
"6814","3712","21 yoshdan yuqori (Ayol-Qizlar)"
"6815","3713","Yosh chegarasi: 20-28yosh"
"6816","3713","Kompyuter k≥nikmalari"
"6817","3713","Xush muomilalik"
"6818","3714","???????? ???????? ????? ?????"
"6819","3714","?????? ????????????? ????? ???????"
"6820","3715","?????? ???????? ????? ?? ?????? 100%"
"6821","3716","???? ???????? ??????? ??????"
"6822","3717","Masta"
"6823","3717","Manikyur mutaxassisi sertifikati"
"6824","3718","Yotib qoliah uchun sharoit yaxwi"
"6825","3718","2 3 maxal ovqati bor"
"6826","3719","Yotog' joy va ovqat bor"
"6827","3719","18-35 ???"
"6828","3720","20-35 ???? ??? ?????? ????????"
"6829","3720","????? ????? ??????? ?????"
"6830","3721","????????????"
"6831","3721","?????????? ????? ????? ????? ???????"
"6832","3721","?????? ?????? ????????"
"6833","3722","Telegram va Instagramni samarali boshqarish koænikmasi."
"6834","3722","Onlayn sotuv boæyicha tajriba."
"6835","3723","Kirishimlik ko'nikmalariga ega bo'lish"
"6836","3723","18 yoshdan 45 yoshgacha bo'lish"
"6837","3723","Mas'uliyat bilan jamoda ishlash"
"6838","3723","Hushmuomila yaratish"
"6839","3724","18-40 ?????? (??????? ?????????)"
"6840","3724","18-35 ?????? (???????? ???????)"
"6841","3725","Yaxshi bilimlar"
"6842","3725","Ish qilish arzusi"
"6843","3728","Xalol o?z ishini ustasi"
"6844","3728","Xisob ketobga yaxshi"
"6845","3728","Bilib-bilib ishini qilishi"
"6846","3729","?????????????"
"6847","3729","?? ????????? ?????? 6 ??"
"6848","3729","?????????? ?? ???????"
"6849","3730","Muloqot qobiliyati"
"6850","3730","Smartap bilimi"
"6851","3730","Stressga chidamlilik"
"6852","3730","Mas'uliyat va tashkilotchilik"
"6853","3730","Supervayzer tajribasiga ega shart"
"6854","3730","Ishontirish qobiliyati"
"6855","3732","20-35 yosh"
"6856","3732","Ish vaqtiga rioya"
"6857","3732","Baland bo'ylig 1.70m"
"6858","3732","Mehnatka shartlariga rioya"
"6859","3732","Ishda kuchli mehnat"
"6860","3732","Savdo bo'limi bilan hamkorlik qilish"
"6861","3734","Mas'ulyatli va intiluvchan"
"6862","3734","Rus tili bilishi muloqat darajasida"
"6863","3734","Ingliz tili - IELTS -5,5 ; 6"
"6864","3734","18-27 yoshgacha"
"6865","3734","Excel, word, ishlash bilishi"
"6866","3735","?????????? ?????"
"6867","3735","?????? ?? ????? ?????"
"6868","3735","????????"
"6869","3736","Ozodalik"
"6870","3736","Tajribaga ega bo'lish"
"6871","3736","Xushmuomalalik"
"6872","3736","To'g'risozlik"
"6873","3737","Korxona bilan ijobiy muloqot qurish"
"6874","3737","Ishga ajratiladiganlik"
"6875","3737","Xushmuomalalik"
"6876","3738","Ogil bollar va  Mebel sehda bo'yicha tajriba"
"6877","3738","Shukurkachilik"
"6878","3739","???????"
"6879","3740","??? 18 ????? 40 ??????"
"6880","3741","Ketma-ket ishga tayyorlik"
"6881","3741","Oyna kesish bilimlari"
"6882","3742","Mas'ulyatli bo?lish"
"6883","3742","Ishga vaqtida kelish"
"6884","3742","Hushmuomala"
"6885","3742","Ishga mas?uliyatli bo?lish"
"6886","3743","Savdoda ish bilishi"
"6887","3743","Tavar ochish qobiliyati"
"6888","3743","Akurat bilishi"
"6889","3745","Xushmuomila bulish"
"6890","3745","Sotuvga qiziqish"
"6891","3745","Sotuv operatorlikda ishlash"
"6892","3745","Kirishimli bulish"
"6893","3746","??? 27 ???? ???????"
"6894","3746","????? ???????? ?????? ?????"
"6895","3747","?????? ??? ????? ????????"
"6896","3748","Taom pishirish bilishi"
"6897","3748","Kimyoviy moddalar va materiallar bilan ishlash qobiliyati"
"6898","3748","Mas'uliyatli"
"6899","3749","o'zbek tili"
"6900","3749","portfoliya"
"6901","3749","rus tili"
"6902","3749","ish tajribasi"
"6903","3749","Kirishimlik"
"6904","3749","Qo'qon hududi bilishi"
"6905","3750","??: 18-35"
"6906","3750","???? ?? ??? ???????? ???? ?????? ?????"
"6907","3751","MasÆuliyatli va kirishimli"
"6908","3751","Mebel ishlarida tajriba"
"6909","3751","Tartib bilan ishlash"
"6910","3752","Ho'jaylik"
"6911","3753","????? ?????? ???? ?????????"
"6912","3754","18 ????? 30 ??????"
"6913","3754","?????? ???????? ??? ????? ??????? ?????? ??????????"
"6914","3754","??????? ????? ????????? ?????"
"6915","3755","???????? ?????????"
"6916","3755","?????????? ?????????? ??????????? ???????????"
"6917","3755","?????????? ?????? ????????"
"6918","3756","Fast fod bilishi"
"6919","3757","Ishchi bilan mas'uliyatni o'zlashtirish"
"6920","3757","Tajriba"
"6921","3757","Korpus mebel ustalari bilimi"
"6922","3759","???????? ?????? ???ishi"
"6923","3759","?????"
"6924","3760","Tashqi kurinishga ega"
"6925","3760","Muomala madaniyatiga ega"
"6926","3760","Avto mashina mavjudligi"
"6927","3760","Komputerda bilimiga ega"
"6928","3760","Savdoga qiziqish"
"6929","3761","???????????"
"6930","3761","??????????"
"6931","3762","Rus tilini bilish"
"6932","3762","O'z ishini ustasi bo'lish"
"6933","3764","??????? ?????"
"6934","3764","??????????"
"6935","3764","???????????"
"6936","3765","Avtomobil, velosiped yoki poyda bo'lish"
"6937","3765","Tanlaysizga qulay rayonni tanlash"
"6938","3766","18-35 yoshgacha"
"6939","3766","Kerakli shartlar"
"6940","3767","???? ?????????????? ?? ????????"
"6941","3767","????? ?????? ???? ?????????"
"6942","3770","Sotuvchi konsultant"
"6943","3772","18-25 yosh"
"6944","3772","Tilda gaplashishi"
"6945","3774","Qolgan malumotlar telefon orqali"
"6946","3774","Yosh: 19dan"
"6947","3774","Erkaklar"
"6948","3775","Not specified"
"6949","3776","CorelDRAW"
"6950","3776","adobe photoshop"
"6951","3777","Chekmaydigan"
"6952","3777","ToÆgÆri soÆz"
"6953","3778","18dan yosh"
"6954","3779","18-26 yoshdagi erkaklar"
"6955","3779","Texnika va ustanhoklarga qiziqish"
"6956","3779","Ish vaqti 8:00-19:00"
"6957","3780","Chaqmoq chiqarish"
"6958","3780","Ish bilimlari"
"6959","3781","Intiluvchan va muomala madaniyati"
"6960","3781","╒zbek tilidagi ravon nutq"
"6961","3781","Halollik va ma'suliyat"
"6962","3783","Minimum 3-4 yil ish tajriba"
"6963","3783","Kompyuter savodxonligidan xabari bor va Corel draw dasturini tushinishi"
"6964","3783","Muomilali va ahloqli bo'lishi"
"6965","3785","Sales skills"
"6966","3785","Organizational skills"
"6967","3785","Communication skills"
"6968","3785","Cleaning experience"
"6969","3785","Driving skills"
"6970","3785","Customer service skills"
"6971","3785","HR knowledge"
"6972","3785","Logistics knowledge"
"6973","3785","Stock management"
"6974","3786","18-30 yoshgacha bo'lgan ayol/qizlar"
"6975","3787","20-40 yosh"
"6976","3787","Mehnatkash"
"6977","3787","Jismonan baquvvat"
"6978","3787","Masuliyatli"
"6979","3788","Halollik"
"6980","3788","Hushmuomalalik"
"6981","3789","Stank ustasi bilishi shart"
"6982","3789","18-30 yoshdagi"
"6983","3791","2 ????? ???? ???????"
"6984","3791","????? ???????? ?????? ???"
"6985","3791","??????????? ????? ?????????? ?????"
"6986","3792","O'zbek tilida ravon gaplashishi"
"6987","3793","Oæzbek tilini mukammal bilish"
"6988","3793","CRM tizimlarini bilish"
"6989","3793","Rus tilini bilish ustunlik beradi"
"6990","3794","Intiluvchan, ishini alo darajada bajaruvchan"
"6991","3794","Ish tajribasi (boælsa yaxshi)"
"6992","3795","Velosipetda bermay qolmaslik"
"6993","3795","Piyoda kuryerlik qila olishlik"
"6994","3795","Avtomobilda bermay qolmaslik"
"6995","3796","Good communication skills"
"6996","3796","Experience in the respective position"
"6997","3800","?? ???????? 20-45 ??????"
"6998","3800","????????????, ????? ??????"
"6999","3803","Experience with software development lifecycle"
"7000","3803","Proficiency in programming languages like Java, Python"
"7001","3806","Tikish sohasida 1-3 yilgacha tajribasi boÆlishi"
"7002","3806","Faqat parda tikiladi"
"7003","3806","Yoshi 18-30 gacha"
"7004","3806","ishga masÆuliyat bilan yondashishi"
"7005","3807","20 ?????? 35 ??????? ???? ?? ??????"
"7006","3807","?????????????"
"7007","3807","??????? ?????????????"
"7008","3807","??????????"
"7009","3808","YouTube"
"7010","3808","Telegram"
"7011","3808","Instagram"
"7012","3808","Tiktok"
"7013","3808","Vkontak"
"7014","3809","??????? ????? ????????"
"7015","3809","?????????????"
"7016","3809","??????????"
"7017","3810","19 yoshdan yuqori"
"7018","3810","Ishni samarador olib borishga tayyor bo'lish"
"7019","3810","Ishda samaradorligini ko'rsatganlik"
"7020","3810","Oliy ma'lumot darajasiga ega"
"7021","3811","Eshik ishlarida malaka"
"7022","3812","Halol ishlash"
"7023","3812","Ichki tartib qoidalarga rioya qilish"
"7024","3812","Tezlik va ehtirom"
"7025","3812","Mas'uliyat bilan ishlash"
"7026","3813","Savdoga qiziqish"
"7027","3813","Kompyuterni bilishi"
"7028","3813","Tashqi kurinishga ega"
"7029","3813","Muomala madaniyatiga ega"
"7030","3814","Ishga masuliyat bilan qarash bilishi"
"7031","3815","Komunikatsiya qobiliyati"
"7032","3815","Ishga muhokama qilish"
"7033","3815","Juda taqdirlangan"
"7034","3815","Ishga qaramasdan bo'lish umini"
"7035","3816","Halol, Pokiza, Epchil Chaqqon"
"7036","3816","Mobil telefon bilan ishlash"
"7037","3816","Kompyuterdan xabardorlik"
"7038","3817","O'zbek va rus tillarini bilish"
"7039","3817","20 yoshdan 32 yoshgacha"
"7040","3817","mas'uliyatli bo'lish"
"7041","3818","18-30 yosh"
"7042","3818","Ishga tayyorlik"
"7043","3819","YouTube"
"7044","3819","Instagram"
"7045","3819","Tiktok"
"7046","3819","Telegram"
"7047","3819","Vkontak"
"7048","3820","O'zbek tilini 100% bilish"
"7049","3821","Xush muomila"
"7050","3821","Undiruv sohasida yoki iqtisodiy sohada ish tajaribasi"
"7051","3822","Yosh: 18-30"
"7052","3822","MS Office va CRM bilishi"
"7053","3825","Ish bilan tortishgancha ish tajribasi."
"7054","3825","Ish tartibi va bilim bering."
"7055","3825","Ishga qiziqish va ishonch."
"7056","3825","Jismoniy kuchga ega bo'lish."
"7057","3825","Komanda bilan ishlashga tayyorlik."
"7058","3826","????????? ??? ?????"
"7059","3826","?????????????? ?? ???????????"
"7060","3826","??????? ????????? ?? ???? ???????? ???????"
"7061","3826","????? ?? ??? ????????? ????? ????????"
"7062","3826","??? 18 - 35 ????"
"7063","3826","?? ????????? ?? ????????"
"7064","3827","Avtomashina egasi"
"7065","3827","Android yoki iOS tizimiga ega smartfon"
"7066","3828","?????? ?? ??????? ?"
"7067","3828","???? ???????? ???????? ???????? ?????????"
"7068","3828","???? ???? ??????"
"7069","3828","???? ?????"
"7070","3828","??????????? ???????? ?"
"7071","3828","???? ????"
"7072","3829","Rus tili bilishi boshlang'ich darajada"
"7073","3829","Qobilyatlik"
"7074","3829","Tirishqoq bo'lish"
"7075","3831","Photoshop"
"7076","3831","After effects"
"7077","3831","Illustrator"
"7078","3831","Lightroom"
"7079","3831","Dimension"
"7080","3831","Blender"
"7081","3831","Fl studio"
"7082","3831","Word&PowerPoint"
"7083","3832","Proficiency in HTML, CSS, JavaScript"
"7084","3832","Knowledge of responsive design"
"7085","3832","Experience with React or Angular"
"7086","3832","Strong problem-solving skills"
"7087","3833","Proficiency in Java, C++, or similar programming languages"
"7088","3833","Proven work experience as a Software Engineer"
"7089","3833","Excellent communication skills"
"7090","3834","Halol iwdan qochmaydigan"
"7091","3834","Odobli axloqli"
"7092","3835","Proficiency in at least one programming language such as Java, C++, Python"
"7093","3835","Strong problem-solving skills"
"7094","3835","Experience with software design and architecture"
"7095","3838","Strong analytical skills"
"7096","3838","Excellent communication skills"
"7097","3838","Experience in digital marketing"
"7098","3839","Experience with software design and development in a test-driven environment"
"7099","3839","Proficiency in Java, C++, or Python"
"7100","3840","Good knowledge of internet security and data privacy principles"
"7101","3840","Degree in Computer Science, engineering or relevant field"
"7102","3840","Proven experience as IT Specialist or similar role"
"7103","3840","Excellent diagnostic and problem-solving skills"
"7104","3841","Proficient in Flutter and Dart programming language"
"7105","3841","Understanding of mobile app design guidelines on each platform"
"7106","3841","Experience with RESTful APIs"
"7107","3842","???????????? ???????? ??????"
"7108","3842","?????? ???????? ????? ????????? ???????????"
"7109","3846","???????????????"
"7110","3846","??????????"
"7111","3846","?????????"
"7112","3846","???????????"
"7113","3847","Ish bilimlari"
"7114","3848","Ish bo'yicha ta'lim"
"7115","3848","Kompyuter bilimlari"
"7116","3849","Qo'shimcha ish ishlash istaganlar"
"7117","3849","Talabalik"
"7118","3849","Qizlar"
"7119","3849","Uy bekalari"
"7120","3849","Yigitlar"
"7121","3850","Mexnati o'rta og'ir"
"7122","3851","Ishga vaqtida kelish va ichki tartib qoidalarga rioya qilish"
"7123","3853","Sifatli va to'liq hajimda ish bajargan xodimalar"
"7124","3853","18 yoshdan 25 yoshgacha bo'lgan ayol-qizlar"
"7125","3854","Malakali tikuvchilik"
"7126","3855","?????? ??????? ???????? ?? ????????? ????? ???????"
"7127","3855","????????????? ????????? ??? ??????? ????????? ??? ?????"
"7128","3856","????????"
"7129","3857","????? ???????? ???????"
"7130","3857","????? ??chi ?????"
"7131","3858","Stomatolog diplomasi"
"7132","3859","Ishga mas'uliyatlilik va ishda chaqqonlik"
"7133","3859","O'rgatib olamiz"
"7134","3859","Jamoa bilan ishlay olish"
"7135","3861","18 yoshdan 45 yoshgacha"
"7136","3861","Erkak va ayollar"
"7137","3862","??? 18 ????? ?????"
"7138","3863","Sotuvga qiziqish"
"7139","3863","Kirishimli bulish"
"7140","3863","Xushmuomila bulish"
"7141","3863","Sotuv operatorlikda ishlagan bo'lish"
"7142","3864","?????????? ????????? ??????? ??????????? ?????? ?????"
"7143","3864","????????????"
"7144","3865","??????????"
"7145","3865","????????? ?? ?????????????"
"7146","3865","????? ?? ????? ???"
"7147","3865","?????? ????????"
"7148","3865","?????????"
"7149","3868","???????? ???????? ???????"
"7150","3869","??????????? ??????"
"7151","3869","??? ?????? ??????? ?????????? ?????"
"7152","3869","???????? ?? ????? ??????"
"7153","3869","?????? ???????? ??????? ???????? ?????????? ???????????? ???? ?????? ???????!"
"7154","3870","???? ?? ??????? ??????"
"7155","3870","??????? ?????? ?????????? ???? ?????"
"7156","3871","????? ?? ??? ????????? ????????? ?????? ????????"
"7157","3871","???????? ?? ??????? ???????"
"7158","3871","?????-??????? ???? ?????"
"7159","3872","Sifatli ishlash"
"7160","3872","Ho'jayga quloq solish"
"7161","3873","Tekshirish uchun muhitga ehtiyojlar"
"7162","3873","Ish bilimlari"
"7163","3875","Yotoq bor"
"7164","3875","3 mahal issiq va mazali ovqat"
"7165","3876","Xizmat sifati"
"7166","3876","Mas'uliyatli yondashuv"
"7167","3876","Ish bilimi"
"7168","3877","??????? ????? ?????? ? ?????"
"7169","3878","Granula qilish bilimi"
"7170","3879","20 ?????? 35 ??????? ???? ?? ??????"
"7171","3879","??????????"
"7172","3879","?????????????"
"7173","3879","??????? ?????????????"
"7174","3880","Xodimlik bilan ishlash"
"7175","3880","Mas'uliyatli bo'lish"
"7176","3880","Ish bilish"
"7177","3881","???????? ????? ?? ?????? ??????? ?????????? ??????? ?? ??????????? ????? ??????? ?????? ????"
"7178","3882","Ayol va qizlar"
"7179","3883","45 yoshdan kichik mutaxasisligi"
"7180","3884","18 yoshdan yuqori"
"7181","3884","Restoran ishlarida tajribali"
"7182","3885","Yoshi 18-25"
"7183","3885","Ishga mas'uliyat bilan yondashish"
"7184","3885","O'zbek tilida ravon so'zlashish"
"7185","3885","Ichki tartib va qoidalarga rioya qilish"
"7186","3886","O'zbek tilini bilmek"
"7187","3887","Ahil jamoa"
"7188","3887","Ovqat korxona hisobidan"
"7189","3888","????????? ?????????? ????????? ????? ????? ?????"
"7190","3888","??????? ????? ?????????"
"7191","3888","???????? ?????????? ?? ?????????"
"7192","3889","??????? ???????"
"7193","3889","????? ?????? ????????"
"7194","3889","????? ????? ????? ?????? ?????"
"7195","3891","Kompyuter savodxonligiga ega bo'lish"
"7196","3891","Rus va tojik tillarini bilish"
"7197","3891","Muomila layoqatiga ega bo'lish"
"7198","3891","Kommunikativlik"
"7199","3891","Ishga ma'sulyat bilan yondashishi"
"7200","3891","Kirishimlilik"
"7201","3891","Sohada tajriba (Hamshira uchun)"
"7202","3893","Bumaga sexga stanok soxasida tajriba"
"7203","3894","PASPORT KERAK BO'LADI"
"7204","3895","?????????"
"7205","3895","????? ??????????"
"7206","3895","??? ???????? 45 ???????"
"7207","3895","????? ?? ?????? ?????"
"7208","3898","?? ?????????? ???????? ????? ????????????? ?????"
"7209","3898","?????? ???????????"
"7210","3898","??? ???? ????? ?? ??????????? ?????"
"7211","3899","Mutahssislik"
"7212","3899","Sotuv tajriba"
"7213","3899","Reklama bilimi"
"7214","3900","Punktuallik"
"7215","3900","O'rganish va kasbiy rivojlanish istagi"
"7216","3900","Tartib va ozodalik"
"7217","3901","??????? ????????? ?? ???? ???????? ???????"
"7218","3901","????? ?????? ?? ?????????? ?????"
"7219","3901","?????????????? ?? ???????????"
"7220","3901","?? ?????????"
"7221","3901","????? ?? ??? ????????? ????? ????????"
"7222","3903","???? ???? ??????"
"7223","3903","20 - 35 ?????? ????????"
"7224","3903","????? ????? ???????? ????? ???????"
"7225","3904","?????????? ?????????? ? ?????????????????"
"7226","3904","???????????? ? ?????????????? ? ??????"
"7227","3904","???? ???????????? ???????? ????? ?? ????? 3 ???"
"7228","3904","???????????? ?????? ???????? ?????"
"7229","3905","Imkon qadar yosh qizlar"
"7230","3905","Yotib ishlay olish"
"7231","3905","Chaqqon va masÆulyatli"
"7232","3905","Ishga kirishuvchanlik"
"7233","3906","?? ???? ???????? ?? ????????????"
"7234","3906","????? ??????? ????? ??????? ?????"
"7235","3907","????? ?? ??????? ?????"
"7236","3907","?? ????? ?????? ?????"
"7237","3909","Avtomobil, velosiped yoki piyoda bilan ishlash imkoniyati"
"7238","3909","18-45 yosh"
"7239","3910","Mas'uliyatli"
"7240","3910","Intizomli"
"7241","3910","18-22 yosh oralig'ida bo'lishi"
"7242","3911","???????????????"
"7243","3911","???????? ????? ?????"
"7244","3911","?? ??????? ????? ?????? ?????"
"7245","3911","?? ????? (??????) ??????????? ??? (?????)"
"7246","3911","??????? ????? ?????????"
"7247","3912","Ishda mahorat"
"7248","3912","Tez ishlash"
"7249","3912","Jiddiy va ishonchli"
"7250","3912","18dan yosh"
"7251","3913","O'zbek tilida ravon gaplashish"
"7252","3913","Ish tajribasi shartmas 0 dan orgatiladi"
"7253","3913","20-40 yoshgacha bo'lganlar"
"7254","3913","Hozirgi paytda yashash joyi Toshkent shahar"
"7255","3914","???????"
"7256","3915","Kizlar va bolalar bilan ishlash"
"7257","3915","Barcha kullayliklari bor"
"7258","3915","18-35 yoshdagi erkaklar va ayollar"
"7259","3916","????? ???????????"
"7260","3916","????????? / ????????? ???????? ?????????"
"7261","3916","???????? ?????????????? ?????? ???????? ??????"
"7262","3917","Mas'ulyatli va intiluvchan"
"7263","3917","Ingliz tili - IELTS -5,5 ; 6"
"7264","3917","Rus tili bilishi muloqat darajasida"
"7265","3917","18-27 yoshgacha"
"7266","3917","Excel, word, ishlash bilishi"
"7267","3918","???????? ?????? ?????????? ? ???????? ?????"
"7268","3918","??????? ??????? ???????"
