"id","job_id","keyword"
"21749","6129","Toshkent"
"21750","6130","?????"
"21751","6130","????????"
"21752","6130","KAI ZEN"
"21753","6131","ROP"
"21754","6131","lavozim"
"21755","6131","ish"
"21756","6131","Toshkent"
"21757","6132","raznirabochi"
"21758","6132","Rossiya"
"21759","6132","Alkafon Zavod"
"21760","6132","85000? - 100000?"
"21761","6132","ish olish"
"21762","6133","???????"
"21763","6133","??????"
"21764","6133","????????"
"21765","6134","Afitsant"
"21766","6134","Ish"
"21767","6134","Afitsanka"
"21768","6134","Buxoro"
"21769","6134","GALA OSIYO"
"21770","6135","??????????"
"21771","6135","??"
"21772","6135","???????"
"21773","6136","Toshkent"
"21774","6136","Yosh 20-30"
"21775","6136","O'zbek tilida"
"21776","6136","Sotuv menejer"
"21777","6137","Konditer ishi"
"21778","6137","Shirinlik va tortlar ishlab chiqaruchi"
"21779","6137","Qandolat fabrikasi"
"21780","6137","Yashnobod tuman"
"21781","6137","Toshkent viloyati"
"21782","6138","ish"
"21783","6138","vacancy"
"21784","6138","Qandolad Sehiga"
"21785","6138","Toshkent"
"21786","6139","Ish joyi"
"21787","6139","Sotuv Bo'limi Operatori"
"21788","6139","Toshkent"
"21789","6139","Ish"
"21790","6140","???????"
"21791","6140","??????????"
"21792","6140","???????????"
"21793","6140","????????"
"21794","6140","?????????"
"21795","6140","???????"
"21796","6141","Xaydovchi"
"21797","6141","Samarqand"
"21798","6141","Sklad"
"21799","6141","do'kon"
"21800","6141","ish"
"21801","6143","pishiriq"
"21802","6143","xona"
"21803","6143","ish"
"21804","6144","Farg'ona"
"21805","6144","Buxgalter yordamchisi"
"21806","6144","Mindonobod"
"21807","6144","Ish"
"21808","6144","Kadrlar bo'limi inspektori"
"21809","6145","???????"
"21810","6145","?????"
"21811","6145","??? ??"
"21812","6145","??"
"21813","6146","Zargar"
"21814","6146","Toshkent"
"21815","6146","Ish"
"21816","6146","Oylik"
"21817","6147","??"
"21818","6147","???????"
"21819","6147","????????"
"21820","6148","tekstil"
"21821","6148","korxon"
"21822","6148","Dowool"
"21823","6148","Farg'ona"
"21824","6149","Sotuv Menejeri"
"21825","6149","Tashkent Motors"
"21826","6149","Ish"
"21827","6149","Buxoro"
"21828","6149","Maosh"
"21829","6150","???????? ?? ????????"
"21830","6150","????? ?????????"
"21831","6150","Altay BiO"
"21832","6150","???????"
"21833","6151","ishchi"
"21834","6151","ish"
"21835","6151","EVRO PLAST"
"21836","6151","Toshkent"
"21837","6152","?????? ????? ???????"
"21838","6152","??"
"21839","6152","???????"
"21840","6152","????????"
"21841","6153","ish"
"21842","6153","vakansiya"
"21843","6153","korxona"
"21844","6153","yoshlar uchun"
"21845","6154","???? ???????"
"21846","6154","???????"
"21847","6154","???????"
"21848","6154","?????????"
"21849","6155","????????? ??"
"21850","6155","???????"
"21851","6155","??"
"21852","6155","???????? ????"
"21853","6156","Tizim muhandisi"
"21854","6156","Engineer"
"21855","6156","Security group"
"21856","6157","Logistika"
"21857","6157","Daromad"
"21858","6157","Kurs"
"21859","6158","Ish"
"21860","6158","Vakansiya"
"21861","6159","Agent"
"21862","6159","Namangan"
"21863","6159","Ish"
"21864","6160","Hijoma"
"21865","6160","Mutaxassis"
"21866","6161","erkak"
"21867","6161","ish"
"21868","6161","yoshi"
"21869","6161","oylik"
"21870","6161","marg'ilon"
"21871","6162","Ofitsantka"
"21872","6162","Salatchi"
"21873","6162","Samarqand"
"21874","6163","Krasnoyarsk"
"21875","6163","??"
"21876","6163","?????"
"21877","6163","??????"
"21878","6163","????? ???"
"21879","6164","ShANAZ firmasi"
"21880","6164","aloqa operatori"
"21881","6164","dizayner"
"21882","6164","sotuv menejeri"
"21883","6164","merketing agenti"
"21884","6164","Toshkent"
"21885","6164","Zangiota"
"21886","6165","Ustanovkachi"
"21887","6165","O'z o'rningizni toping"
"21888","6165","Yosh"
"21889","6165","Evrozabor setka"
"21890","6165","Toshkent"
"21891","6167","IT"
"21892","6167","Specialist"
"21893","6167","Toshkent"
"21894","6167","Tech"
"21895","6168","????????"
"21896","6168","????? ?????????"
"21897","6168","???????"
"21898","6168","?????????"
"21899","6169","Tikuvchi"
"21900","6169","Qizlar"
"21901","6169","Ish"
"21902","6169","Ayol"
"21903","6170","ish"
"21904","6170","Gamma DÆORO PARFUM Kompaniyasi"
"21905","6170","taklif"
"21906","6170","talaba"
"21907","6170","qizlar"
"21908","6171","??????? ??"
"21909","6171","??????? ??"
"21910","6171","????? ?????????? ?????"
"21911","6172","?????"
"21912","6172","?????? ?????????"
"21913","6172","???????"
"21914","6172","??????"
"21915","6173","UPAKOVKA"
"21916","6173","TIKUVCHI"
"21917","6173","DAZMOL"
"21918","6173","BICHUVCHI"
"21919","6173","OYLIK"
"21920","6173","YOTOQ"
"21921","6173","OVQAT"
"21922","6174","zakroyshik"
"21923","6174","tikuvchilik"
"21924","6174","konstruktor"
"21925","6174","modeler"
"21926","6174","tikuvchi"
"21927","6175","texnichka"
"21928","6175","pitsa"
"21929","6175","ofitsiant"
"21930","6175","Farg'ona"
"21931","6176","??????"
"21932","6176","????????"
"21933","6176","???????"
"21934","6176","???????????"
"21935","6177","Savdo"
"21936","6177","Men?jer"
"21937","6177","Rivojlanuvchi"
"21938","6177","Qarshi"
"21939","6178","Sotuv menejeri"
"21940","6178","Maosh"
"21941","6178","Toshkent"
"21942","6178","Vakansiya"
"21943","6178","Call Center"
"21944","6179","Stomatolog"
"21945","6179","Toshkent"
"21946","6179","ish"
"21947","6179","3.500.000dan 4.000.000gacha"
"21948","6180","Sotuvchilik"
"21949","6180","Oziq ovqat"
"21950","6180","Magazin"
"21951","6181","Ish"
"21952","6181","Sotuv menejeri"
"21953","6181","Sotuv"
"21954","6182","???"
"21955","6182","??"
"21956","6182","??????"
"21957","6182","????????"
"21958","6182","??????????"
"21959","6183","sotuvchi-kassir"
"21960","6183","universal xodim"
"21961","6183","olma do'konlari"
"21962","6183","Soyliq"
"21963","6183","Gazalkent"
"21964","6183","Angren"
"21965","6184","ustanofka"
"21966","6184","domofon"
"21967","6184","Kamera"
"21968","6184","masteri"
"21969","6184","montaj"
"21970","6184","security camera"
"21971","6184","Toshkent"
"21972","6185","?????????"
"21973","6185","?????? ?????"
"21974","6185","???????"
"21975","6185","??"
"21976","6186","SMM yo?nalishi"
"21977","6186","Daromad"
"21978","6186","Ijtimoiy tarmoqlar"
"21979","6186","Online ish"
"21980","6187","beton ish"
"21981","6187","urna mramir"
"21982","6187","guldon"
"21983","6187","skameka"
"21984","6187","Toshkent"
"21985","6188","Filial"
"21986","6188","Qurilish materiallari savdosi"
"21987","6188","Gruzchik"
"21988","6188","Sotuvchi"
"21989","6188","HR mutaxassisi"
"21990","6189","To'y liboslari ishlab chiqarish Fabrikasining ishi"
"21991","6189","Kelin yopishtiruvchi ishi"
"21992","6189","Toshkent ish imkoniyatlari"
"21993","6190","???????? ?????????"
"21994","6190","???????"
"21995","6190","????? ???????"
"21996","6190","??"
"21997","6191","ish"
"21998","6191","korxonada ish"
"21999","6191","yaxshi to'lovlash"
"22000","6192","sotuv menejer"
"22001","6192","ish"
"22002","6192","Toshkent"
"22003","6192","kompaniya"
"22004","6193","Yevro zabor"
"22005","6193","yigitlar"
"22006","6193","ishlab chiqarish"
"22007","6194","ish"
"22008","6194","sotuv"
"22009","6194","COLL SENTR"
"22010","6194","menejer"
"22011","6195","??????? ???????"
"22012","6195","?????????????"
"22013","6195","?????"
"22014","6195","???????"
"22015","6196","Toshkent"
"22016","6196","yosh"
"22017","6196","ish"
"22018","6196","maosh"
"22019","6196","erka"
"22020","6197","Navoiy"
"22021","6197","Ish"
"22022","6197","Despicherlik"
"22023","6198","???????"
"22024","6198","MARINBURGER"
"22025","6198","????-???"
"22026","6198","???????"
"22027","6198","?????"
"22028","6198","????????"
"22029","6199","ish"
"22030","6199","KASSIR"
"22031","6199","OLOV osh-somsa markazi"
"22032","6200","ish"
"22033","6200","BUTTON do'koni"
"22034","6200","hr"
"22035","6201","??????????"
"22036","6201","????????????"
"22037","6201","???????"
"22038","6202","Sotuvchi"
"22039","6202","KASSIR"
"22040","6202","Vakansiya"
"22041","6202","Ish"
"22042","6202","Marvarid"
"22043","6203","??"
"22044","6203","?????"
"22045","6203","Star Burger"
"22046","6203","???????"
"22047","6204","ish"
"22048","6204","online"
"22049","6204","MENEJERLIK???"
"22050","6205","Monolit"
"22051","6205","Almati"
"22052","6205","Kozokiston"
"22053","6205","Sazlovchi"
"22054","6206","Aboy firmasi"
"22055","6206","sotuvchi"
"22056","6206","Toshkent"
"22057","6206","yahshi oylik"
"22058","6207","tekhnopark"
"22059","6207","korobka"
"22060","6207","ish"
"22061","6208","ish"
"22062","6208","mabel fabrikasi"
"22063","6208","ishchilar"
"22064","6208","Uzbekistan"
"22065","6208","Toshkent"
"22066","6209","Sotuvchi"
"22067","6209","Toshkent"
"22068","6209","Oziq ovqat dokoni"
"22069","6210","Sotuv operatori"
"22070","6210","Toshkent"
"22071","6210","2.500.000 fiksa"
"22072","6211","Ish o'zbek tilida"
"22073","6211","Menejer po prodazham"
"22074","6211","Prodajlar"
"22075","6212","ish"
"22076","6212","gofra qutilari"
"22077","6212","korxona"
"22078","6213","??????"
"22079","6213","???????"
"22080","6213","???????????"
"22081","6213","???????"
"22082","6213","CAKE LAB"
"22083","6214","bolalar"
"22084","6214","ish"
"22085","6214","yigit"
"22086","6214","Andijon"
"22087","6215","Bolgariya"
"22088","6215","Ish"
"22089","6215","Quruvchi"
"22090","6216","Dostavchi"
"22091","6216","Andijon"
"22092","6216","Ish"
"22093","6217","Avtosalon"
"22094","6217","Operator"
"22095","6217","Toshkent"
"22096","6217","Xushmomila"
"22097","6217","Chiroyli"
"22098","6218","Toshkent"
"22099","6218","Erkaklar"
"22100","6218","Ish"
"22101","6218","Korxona"
"22102","6219","ish"
"22103","6219","sport zal"
"22104","6219","barman"
"22105","6219","taklif"
"22106","6220","mutaxassis"
"22107","6220","call center"
"22108","6220","ish"
"22109","6221","ish"
"22110","6221","zarqand shirinlik"
"22111","6221","toshkent"
"22112","6221","fabrika"
"22113","6222","???? ????????"
"22114","6222","?????????-??????"
"22115","6222","???????"
"22116","6223","sotuv"
"22117","6223","internet dokon"
"22118","6223","hodim"
"22119","6224","#Sirdaryo"
"22120","6224","Ayollar"
"22121","6224","Magazinga sotuvchi qiz"
"22122","6224","tel"
"22123","6225","korpus mebel ustasi"
"22124","6225","shukurkachi"
"22125","6225","Toshkent"
"22126","6225","ish joyi"
"22127","6226","Toshkent"
"22128","6226","Oylik"
"22129","6226","Ish"
"22130","6226","Erkaklar"
"22131","6226","Qabul"
"22132","6227","Poligrafiya"
"22133","6227","Reschik"
"22134","6227","Toshkent"
"22135","6227","Pechatnik"
"22136","6228","Tikuvchi"
"22137","6228","ish"
"22138","6228","MChJ MADENA COLLECTION"
"22139","6228","Chinobod"
"22140","6228","Toshkent"
"22141","6229","Menejer"
"22142","6229","Talablar"
"22143","6229","Xizmat"
"22144","6229","Ish"
"22145","6229","Sotuv"
"22146","6230","ish"
"22147","6230","lavozim"
"22148","6230","Zarqand shirinliklari"
"22149","6230","ayol"
"22150","6231","Mebel ustaxona"
"22151","6231","duradgor"
"22152","6231","tajribali"
"22153","6232","ish"
"22154","6232","ish tartiboti"
"22155","6232","ish o'rinbosi"
"22156","6232","ish qiboli"
"22157","6233","????????"
"22158","6233","????????"
"22159","6233","???????"
"22160","6233","???????"
"22161","6234","Telefon zapchalari"
"22162","6234","Aksesuarlar"
"22163","6234","Ish"
"22164","6234","Toshkent"
"22165","6234","Maosh"
"22166","6235","Medpredstavitel"
"22167","6235","Registratura xodimi"
"22168","6235","Hamshira"
"22169","6235","Aneztezistka"
"22170","6235","Registraturaga tungi navbatchilikka"
"22171","6235","Operatsionniy sanitarka"
"22172","6235","Operatsionniy meddestra"
"22173","6236","Tikuvchi"
"22174","6236","QoÆl ishchisi"
"22175","6236","Korxona"
"22176","6236","Upakovkachi"
"22177","6236","Ish"
"22178","6237","Uy sotish"
"22179","6237","menejer"
"22180","6237","Andijon"
"22181","6238","Dazmolchi"
"22182","6238","Ish o'rinlari"
"22183","6238","Parda saloni"
"22184","6239","????????"
"22185","6239","??????"
"22186","6239","???????"
"22187","6239","???????????"
"22188","6239","??????? ??????"
"22189","6239","???????"
"22190","6240","operatyor"
"22191","6240","raqamli operatyor"
"22192","6240","ish"
"22193","6240","Toshkent"
"22194","6241","Toshkent"
"22195","6241","staj"
"22196","6241","ish"
"22197","6241","MAXS HAYOT"
"22198","6241","operatir"
"22199","6242","???????"
"22200","6242","??"
"22201","6242","??????"
"22202","6242","???????"
"22203","6243","?????????? ?????????"
"22204","6243","?? ?????"
"22205","6243","???????"
"22206","6244","????_????????"
"22207","6244","?? ??? ?????????"
"22208","6244","???????"
"22209","6245","???????"
"22210","6245","??"
"22211","6246","Operator"
"22212","6246","Ish"
"22213","6246","Toshkent"
"22214","6246","Chilonzor"
"22215","6246","Adobe Premiere"
"22216","6247","Akfa"
"22217","6247","shogirt ustalari"
"22218","6247","3.000.000"
"22219","6247","Toshkent"
"22220","6248","Operativ ish"
"22221","6248","MAXS HAYOT"
"22222","6248","Toshkent"
"22223","6248","Ish joyi"
"22224","6249","staj bola puli"
"22225","6249","Ish marhamat"
"22226","6249","oylik sovgalari"
"22227","6250","?????"
"22228","6250","???????"
"22229","6250","??????"
"22230","6250","????????"
"22231","6250","??"
"22232","6251","Sotuv menejer"
"22233","6251","Internet magazin"
"22234","6251","Toshkent"
"22235","6252","??????"
"22236","6252","?????????"
"22237","6252","?????????"
"22238","6253","????????"
"22239","6253","MAXS-HAYOT"
"22240","6253","???????"
"22241","6254","??"
"22242","6254","????????"
"22243","6254","??????? ?????????"
"22244","6254","???????"
"22245","6255","Online"
"22246","6255","Daromad"
"22247","6255","Taklif"
"22248","6255","Maosh"
"22249","6256","??????????"
"22250","6256","?????"
"22251","6256","??????"
"22252","6256","??"
"22253","6257","Tarjimon"
"22254","6257","The Stone Hub"
"22255","6257","Navoiy"
"22256","6258","tarbiyachi"
"22257","6258","SMM menejer"
"22258","6258","Gavhar Bolajon"
"22259","6258","Urganch"
"22260","6259","??????"
"22261","6259","?????"
"22262","6259","??"
"22263","6260","operator"
"22264","6260","vacancy"
"22265","6260","Toshkent"
"22266","6260","logistics"
"22267","6260","Delta Union"
"22268","6261","Sotuv menejeri"
"22269","6261","operator"
"22270","6261","Toshkent"
"22271","6261","ish"
"22272","6262","Tech Solutions"
"22273","6262","Software Developer"
"22274","6262","Toshkent"
"22275","6263","Dazmolchi"
"22276","6263","ish"
"22277","6263","vakansiya"
"22278","6263","Toshkent"
"22279","6263","Tikuvchi"
"22280","6263","CLASSIC MODA LUX"
"22281","6264","???????"
"22282","6264","??????? ???"
"22283","6264","????????"
"22284","6264","?????????"
"22285","6265","????????"
"22286","6265","??"
"22287","6265","???????"
"22288","6265","???????"
"22289","6266","???????"
"22290","6266","????????"
"22291","6266","?????????????? ???????"
"22292","6266","??? ?????????? ???????"
"22293","6267","Toshkent"
"22294","6267","Axborot xavfsizligi muhandisi"
"22295","6267","Arkstone security group"
"22296","6268","OÆGIL"
"22297","6268","Suxarik ish"
"22298","6268","Toshkent"
"22299","6268","Yosh 20-30"
"22300","6269","BELLISSIMO PIZZA"
"22301","6269","Kuryer"
"22302","6269","Pitserist"
"22303","6269","Kassir"
"22304","6269","Toshkent"
"22305","6269","Ish"
"22306","6270","Sotuv operatori"
"22307","6270","Lavozim"
"22308","6270","Toshkent"
"22309","6270","Yuqori chirchiq"
"22310","6271","montajchi"
"22311","6271","dizayner"
"22312","6271","Andijon"
"22313","6271","ish"
"22314","6272","Slesar"
"22315","6272","Andijon"
"22316","6272","AutoRubber"
"22317","6273","Elektrik"
"22318","6273","tanlov"
"22319","6273","lavozim"
"22320","6273","Andijon"
"22321","6273","AutoRubber"
"22322","6274","ayol"
"22323","6274","ish"
"22324","6274","ma'lumotnoma"
"22325","6274","lavozim"
"22326","6275","Ozon Skladga Ish"
"22327","6275","Podolsk"
"22328","6275","Ozbek milliy taomlar"
"22329","6276","Optika"
"22330","6276","Magazin"
"22331","6276","Sotuvchi"
"22332","6276","Konsultant"
"22333","6276","Toshkent"
"22334","6277","Savdo Xodimi"
"22335","6277","Agentlik"
"22336","6277","Toshkent"
"22337","6278","Ish"
"22338","6278","Erkaklar"
"22339","6278","Ayollar"
"22340","6278","Toshkent"
"22341","6278","Kompaniya"
"22342","6279","Tuxum sklad"
"22343","6279","Toshkent"
"22344","6279","Ish"
"22345","6280","Sotuv menedjeri"
"22346","6280","Toshkent"
"22347","6280","Real Biznes Akademiya"
"22348","6280","Tashkent City"
"22349","6281","taklif"
"22350","6281","ish"
"22351","6281","yigit"
"22352","6281","qiz"
"22353","6282","????? ??????"
"22354","6282","?????"
"22355","6282","???????"
"22356","6283","Sotuv Menejeri"
"22357","6283","Shifo Organik"
"22358","6283","Sotuv"
"22359","6283","Menejer"
"22360","6284","Asaka yo'li"
"22361","6284","Shashlikpaz"
"22362","6284","Andijon"
"22363","6284","Gulshan Baliqxonasi"
"22364","6285","Menejer"
"22365","6285","Ayol"
"22366","6285","Call-markaz"
"22367","6285","Toshkent"
"22368","6285","Qizlar"
"22369","6286","??"
"22370","6286","????? ??????"
"22371","6286","Andijon"
"22372","6286","3.500.000"
"22373","6286","7.000.000"
"22374","6287","??????? ??"
"22375","6287","???? ?????"
"22376","6288","ish"
"22377","6288","mebel"
"22378","6288","Toshkent"
"22379","6288","ishchi"
"22380","6289","ish"
"22381","6289","hudud"
"22382","6289","maosh"
"22383","6289","Toshkent"
"22384","6290","Elektr mahsulotlari"
"22385","6290","Savdo agenti"
"22386","6290","Toshkent viloyati"
"22387","6291","Uxodiviy"
"22388","6291","Kosmetika"
"22389","6291","Ish"
"22390","6291","Magazin"
"22391","6291","Ayollar"
"22392","6291","Toshkent"
"22393","6292","???????"
"22394","6292","???????"
"22395","6292","??????"
"22396","6292","???????"
"22397","6293","TEMIR YO'LCHILAR"
"22398","6293","WORKMALL XBA"
"22399","6293","ish"
"22400","6293","yo'l"
"22401","6293","temir"
"22402","6293","Bolgariya"
"22403","6294","IT Developer"
"22404","6294","Software Developer"
"22405","6294","Programming"
"22406","6295","frontend developer"
"22407","6295","veb dasturchi"
"22408","6295","Toshkent ish"
"22409","6296","???????????"
"22410","6296","???????"
"22411","6296","????? ???????????"
"22412","6296","?????????"
"22413","6297","??"
"22414","6297","???????"
"22415","6298","ish"
"22416","6298","ijtimoiy tarmoqlar"
"22417","6298","xalol"
"22418","6299","???????-???????"
"22419","6299","????????????"
"22420","6299","???????????????? ?????"
"22421","6300","ish"
"22422","6300","vakansiya"
"22423","6300","temirchi"
"22424","6300","korxona"
"22425","6301","ish"
"22426","6301","erkaklar"
"22427","6301","komir"
"22428","6302","Toshkent"
"22429","6302","Margaritto"
"22430","6302","sotuv agentlari"
"22431","6302","Bulut"
"22432","6303","??????"
"22433","6303","???????"
"22434","6303","???"
"22435","6303","????????"
"22436","6304","3.000.000"
"22437","6304","Erkaklar"
"22438","6304","Toshkent"
"22439","6304","Yosh"
"22440","6304","Lazer Aparat"
"22441","6305","Operator"
"22442","6305","Ish"
"22443","6305","Radiatori ishlab chiqarish"
"22444","6305","Toshkent"
"22445","6306","Operator"
"22446","6306","Sotuv menejeri"
"22447","6306","Ish vaqti"
"22448","6307","SMM"
"22449","6307","Instagram"
"22450","6307","Canva"
"22451","6307","Telegram"
"22452","6307","Copywriting"
"22453","6307","SMM darslari"
"22454","6308","????? ?????????"
"22455","6308","SEOUL MUN"
"22456","6308","???????"
"22457","6308","?????????"
"22458","6309","ish"
"22459","6309","ishchi"
"22460","6309","qandolat fabrikasi"
"22461","6309","Toshkent"
"22462","6310","Sotuv menejer"
"22463","6310","Khadija"
"22464","6310","Toshkent"
"22465","6310","Ish haqqi"
"22466","6311","??????? ????"
"22467","6311","??"
"22468","6311","????????"
"22469","6312","ish"
"22470","6312","Andijon"
"22471","6312","bo'sh o'rinlar"
"22472","6312","Ishbor"
"22473","6313","Daromad"
"22474","6313","Freelance"
"22475","6313","Telegram"
"22476","6314","Fargona"
"22477","6314","Oilaviy ish"
"22478","6314","Qo'qon"
"22479","6314","Chorvachilik"
"22480","6315","Konsultant"
"22481","6315","Toshkent"
"22482","6315","Ayollar"
"22483","6315","Yosh"
"22484","6315","Menejer"
"22485","6316","Toshkent"
"22486","6316","Maosh"
"22487","6316","Ayollar"
"22488","6316","Ish"
"22489","6317","ASLZAR"
"22490","6317","Reklama bo'limi mutaxxasisi"
"22491","6318","IT"
"22492","6318","Specialist"
"22493","6318","bilimlar"
"22494","6318","onlayn"
"22495","6319","mijozlar"
"22496","6319","online"
"22497","6319","ish"
"22498","6320","ish"
"22499","6320","obuna"
"22500","6320","Andijon"
"22501","6320","Ashwood"
"22502","6321","avtoservis"
"22503","6321","avtomobil"
"22504","6321","karobka remonti"
"22505","6321","Kazan"
"22506","6321","Rossiya"
"22507","6322","ASLZAR"
"22508","6322","bo'sh ish o'rinlari"
"22509","6322","Shaxrisabz"
"22510","6322","kompaniya"
"22511","6323","ish"
"22512","6323","ishchilar"
"22513","6323","vakansiya"
"22514","6323","sotuv menejeri"
"22515","6324","???? ????????"
"22516","6324","????"
"22517","6324","???????"
"22518","6324","???????"
"22519","6325","???????? ????????"
"22520","6325","?? ????????"
"22521","6325","???????"
"22522","6326","??"
"22523","6326","????? ???"
"22524","6326","??????"
"22525","6326","Krasnoyarsk"
"22526","6327","kuryer"
"22527","6327","Yandex.Eda"
"22528","6327","ish"
"22529","6328","??"
"22530","6328","???? ?????????"
"22531","6328","?????????"
"22532","6328","???????"
"22533","6328","???????"
"22534","6329","????????"
"22535","6329","??????????"
"22536","6329","???????"
"22537","6329","??"
"22538","6330","??????? ???????????"
"22539","6330","???????"
"22540","6330","??"
"22541","6331","KOROLEVA BOUTIQUE"
"22542","6331","sotuvchi qizlar"
"22543","6331","Toshkent"
"22544","6331","magazin ish"
"22545","6332","massajist"
"22546","6332","Toshkent"
"22547","6332","Chilonzor"
"22548","6332","17-24 yosh"
"22549","6333","chayxona"
"22550","6333","ish"
"22551","6333","Farg'ona"
"22552","6334","ish"
"22553","6334","qidirish"
"22554","6334","ishchi"
"22555","6335","qidirish"
"22556","6335","ishchi"
"22557","6335","Online ish"
"22558","6336","Ingliz tili o'qituvchisi"
"22559","6336","IELTSga tayyorlash"
"22560","6336","online dars"
"22561","6336","o'g'il bola"
"22562","6337","Vakansiya"
"22563","6337","Ish"
"22564","6337","Kanal"
"22565","6338","vakansiya"
"22566","6338","ish"
"22567","6339","Ish"
"22568","6339","Maosh"
"22569","6339","Toshkent"
"22570","6339","Sotuv menejeri"
"22571","6340","???????"
"22572","6340","??"
"22573","6340","?????"
"22574","6340","?????"
"22575","6341","???? ???????"
"22576","6341","????? ??????"
"22577","6341","??????"
"22578","6342","ish"
"22579","6342","Grand Excellent"
"22580","6342","poyafzal"
"22581","6342","ko'rxona"
"22582","6342","Namangan"
"22583","6343","???????? ?? ????????"
"22584","6343","Altay BiO"
"22585","6343","????? ?????????"
"22586","6344","???????"
"22587","6344","???????"
"22588","6344","????????"
"22589","6344","??"
"22590","6345","??"
"22591","6345","??????"
"22592","6345","???????????"
"22593","6345","????? ????? ?????????"
"22594","6346","Vakansiya"
"22595","6346","Ish"
"22596","6347","G'ijduvon"
"22597","6347","ish"
"22598","6347","povir"
"22599","6348","ish"
"22600","6348","vakansiya"
"22601","6348","Yangi Kanal"
"22602","6349","????????"
"22603","6349","????????????"
"22604","6349","????????"
"22605","6349","?????????"
"22606","6349","Novokuznetskiy"
"22607","6349","??????"
"22608","6349","???? ?????"
"22609","6350","???????"
"22610","6350","??"
"22611","6350","????"
"22612","6350","?????????"
"22613","6350","???????"
"22614","6351","Yandex eats"
"22615","6351","Toshkent"
"22616","6351","Kuryer"
"22617","6351","Kunlik to'lovlar"
"22618","6351","Bonuslar"
"22619","6352","??"
"22620","6352","?????"
"22621","6352","???????"
"22622","6353","savdo"
"22623","6353","ish"
"22624","6353","kompaniya"
"22625","6353","Toshkent"
"22626","6354","Bosh Oshpaz"
"22627","6354","Leader Avto City"
"22628","6354","Ish"
"22629","6354","Toshkent"
"22630","6355","?????"
"22631","6355","?????"
"22632","6355","???????"
"22633","6355","?????"
"22634","6355","???????"
"22635","6355","??"
"22636","6355","?????????"
"22637","6356","ish"
"22638","6356","vakansiya"
"22639","6357","???????"
"22640","6357","???????"
"22641","6357","???????"
"22642","6358","???????????"
"22643","6358","??????????"
"22644","6358","???????"
"22645","6359","ish"
"22646","6359","elektr suv isitgich"
"22647","6359","mexanika"
"22648","6360","ish imkoniyati"
"22649","6360","viza"
"22650","6360","xalqaro viza"
"22651","6360","Platinum Visa"
"22652","6361","????? ??????"
"22653","6361","??????????"
"22654","6361","??"
"22655","6361","??????"
"22656","6362","mini fermaga ish"
"22657","6362","Chirchiq"
"22658","6362","oilaviy"
"22659","6363","ish"
"22660","6363","Buxoro"
"22661","6363","t⌡quvchi-operator"
"22662","6364","Ish"
"22663","6364","Xorazm"
"22664","6364","Urganch"
"22665","6364","Salatchi"
"22666","6364","Affitsiant"
"22667","6364","Ovqatchi"
"22668","6365","???? ????????"
"22669","6365","???? ?????"
"22670","6365","???????"
"22671","6366","ish o'rinlari"
"22672","6366","BEZAK yoÆnalishi(?????????)"
"22673","6366","fabrika"
"22674","6366","Toshkent"
"22675","6366","islab chiqarish"
"22676","6367","sotuv bulimi"
"22677","6367","xodim qidirish"
"22678","6367","distribyutorlik kompaniya"
"22679","6368","Kompaniya"
"22680","6368","Jizzax"
"22681","6368","Sotuvchi"
"22682","6369","Operator"
"22683","6369","Ish"
"22684","6369","Toshkent"
"22685","6369","Shinam Office"
"22686","6370","markaz sotuv operatori"
"22687","6370","Bozorimuz"
"22688","6370","Toshkent"
"22689","6371","Call Centrga"
"22690","6371","Sotuv Operatorlik"
"22691","6371","Toshkent"
"22692","6371","O'zbek"
"22693","6371","ish"
"22694","6372","Textile"
"22695","6372","Factory"
"22696","6372","Worker"
"22697","6372","Andijon"
"22698","6373","Farg'ona"
"22699","6373","Inspektor"
"22700","6373","Ish"
"22701","6373","Buxgalter"
"22702","6374","vakansiya"
"22703","6374","ish"
"22704","6374","kanal"
"22705","6375","??? ??????"
"22706","6375","????????"
"22707","6376","????????? ??????"
"22708","6376","???????"
"22709","6376","??"
"22710","6376","??????"
"22711","6376","????????"
"22712","6377","??????"
"22713","6377","???????"
"22714","6377","????????"
"22715","6378","???????"
"22716","6378","??????"
"22717","6378","??????"
"22718","6379","????????? ??????"
"22719","6379","??"
"22720","6379","???????"
"22721","6380","sotuv operatori"
"22722","6380","Call Center"
"22723","6380","ish"
"22724","6380","Bozorim"
"22725","6381","telefon operatori"
"22726","6381","mijozlar bilan muloqot"
"22727","6381","Call Center"
"22728","6381","sotuv operatori"
"22729","6382","Afitsant"
"22730","6382","restoran"
"22731","6383","RULON SALAFAN"
"22732","6383","ish"
"22733","6383","malakali"
"22734","6383","Toshkent"
"22735","6384","Sotuv Agenti"
"22736","6384","O'zbekiston"
"22737","6384","Sunext"
"22738","6384","Tashkent"
"22739","6385","Vakansiya"
"22740","6385","Ish"
"22741","6386","????? ????????????"
"22742","6386","???? ?????????"
"22743","6386","????? ?????"
"22744","6387","Online Baholash Xizmati"
"22745","6387","daromadli ish"
"22746","6387","onlayn xizmatlar"
"22747","6387","O'zbekiston"
"22748","6388","raznirabochi"
"22749","6388","ustanofka"
"22750","6388","master"
"22751","6388","Alkafon zavod"
"22752","6388","Rossiya"
"22753","6389","???????"
"22754","6389","????????"
"22755","6389","????"
"22756","6390","Shogird"
"22757","6390","Toshkent"
