"id","job_id","comment"
"11577","7933","?? ?????: 10:00 ??? 23:00 ????"
"11578","7936","Issiq ovqat va yotoq joy taqdim etiladi"
"11579","7936","Zavuchniylarni ishga olamiz"
"11580","7938","Bilmaganlarini o'zimiz o'rgatamiz"
"11581","7941","Qulayliklar: ofis, sayohat imkoniyatlari, kofe, choy, banan, shokolad, pecheniylar"
"11582","7941","Ish kunlari: dushanba-juma, soat 18:00-02:00"
"11583","7941","Bosh menejer lavozimiga o?sish imkoniyati mavjud"
"11584","7945","Avval moykaga ishlamaganlar bezota qilmasin."
"11585","7946","Yotoq joyi yo'q"
"11586","7946","Abet va yolg'iz kirish taqiqlanadi"
"11587","7948","Ish vaqti 08:00 19:00 gacha"
"11588","7948","Uch mahal nonusht bor"
"11589","7948","Yotoq joy bor"
"11590","7949","?????? ??? ??????? ?????? ?????????"
"11591","7951","Experience in a similar role is preferred"
"11592","7953","Kompaniya tomonidan: Kunlik to'lovlar va bonuslar."
"11593","7953","Ish vaqti: erkin ish grafigi,o'zingizga moslab olasiz."
"11594","7953","Ish kuni: Sizga qulay bo'lgan kunlari va lokatsiyada."
"11595","7954","O'ziga qaragan"
"11596","7956","Kunduzgi bo'limda o'qiydigan talabalar nomzodi ko'rib chiqilmaydi."
"11597","7957","Oylik qoshimcha bonuslar mavjud"
"11598","7957","Umra safariga sertifikatlar oynaladi"
"11599","7958","Ish vaqti: 10:00 - 21:00"
"11600","7958","Talablar: Ozodaliyga etbor bersh"
"11601","7958","Oylik daromadi 2.000.000 so'm"
"11602","7959","Tushlik va bonuslar mavjud"
"11603","7959","Ish o'rgatish va tajriba olish imkoniyati"
"11604","7961","Ahil va oæsib boruvchi jamoa"
"11605","7961","Soha bo'yicha o'sish imkoniyati"
"11606","7962","Ish vaqtini kunduzgi va kechgi joylashtirish"
"11607","7963","Maosh kunlik daromadlar oylik kutib o'tiriladi."
"11608","7964","Ish haqida qo'shimcha malumot bor"
"11609","7965","????+????? ???? ????????????"
"11610","7965","????????? ???? ?????? ???? ????????? ????????"
"11611","7965","???????? ??????? ???? ???'??????????? ?????????"
"11612","7966","?????????, ????????, ?????, ??????????? ???????"
"11613","7967","Tushlik"
"11614","7967","Yo'l xarajatlari"
"11615","7967","Team Building"
"11616","7968","????????? (??????? ????? ????????) ?? ????????? ????? ??????????"
"11617","7971","Yotib ishlashga sharoit qiberamiz"
"11618","7972","Ishida muvaffaqiyatli bo'lishingiz uchun qulay qo'llab-quvvatlash"
"11619","7972","Ishning joriy holatini ma'lumotlarni olamiz"
"11620","7973","Toshkent shaharda istiqomat qilishi shart"
"11621","7973","Ish vaqti: 9:00 dan 18:00 gacha"
"11622","7974","?? ????? ????? ??????"
"11623","7975","Sergelida turishi shart!!!"
"11624","7975","Oylik maosh o'sishi"
"11625","7975","Bepul tushlik"
"11626","7976","Tajribasizlar uchun 2 hafta sinov muddati"
"11627","7976","Sinov muddatida yo'l kira xarajatlari va tushlik qoplab beriladi"
"11628","7977","????? ???????? ???? ???? ??????? ?????"
"11629","7977","???????? ????? ?????"
"11630","7978","Tashkentda yashovchilar telefonly murojaat qilsin"
"11631","7978","Kompaniyamizda turar joy yo'q"
"11632","7979","Ish vaqti: 8:00 - 22:00"
"11633","7979","Haftada uch kun"
"11634","7980","???? ???? ??????????? : ?????? ?? ???????, ???? ???? ??????, ???? ?????, ???? ????, ??????????? ????????"
"11635","7980","???? ???????? ???????? ???????? ?????????"
"11636","7981","Patent olish xarajatlari 3 oy shogirtlik muddatida"
"11637","7981","Birga bo'lib ishlash imkoniyati"
"11638","7981","Oylik maosh 50.000"
"11639","7982","Ish faqat Toshkent shahrida"
"11640","7982","Yotoq joy yo'q"
"11641","7984","Ishchiga 2 yil tajribaga ega bo'lish zarur"
"11642","7986","Abed ozizlmizdan ibodatlar uchun sharoyit bor"
"11643","7986","Instagram profil yuritshni bitirish oylik qoshb beriladi"
"11644","7987","Sharoyit bor"
"11645","7987","Instagram profilni yuritib oylik qoshb beriladi"
"11646","7988","Uyda ish imkoniyati"
"11647","7988","Pulli daromad"
"11648","7990","Qulay sharoit va jamoa (Sotuvchi opertor)"
"11649","7990","Mashinasga gaz quyb berladi obet bor (Shofyor)"
"11650","7990","3 mahal ovqat joyi bor (sehga yordamchi)"
"11651","7991","Sotuvchi operator uchun qulay sharoit va jamoa"
"11652","7991","Shofyor uchun mashinasga gaz quyb berladi obet bor"
"11653","7992","3 mahal ovqat yotoq joy bor"
"11654","7993","Oddiy marketing usullarini o'z ichiga olgan bo'lish maqbul"
"11655","7995","Ish bor Andijonda kanalga obuna bulin va uzingizga mos ish toping"
"11656","7996","Kompaniya tomonidan kunlik to'lovlar va bonuslar"
"11657","7997","Toshkent shaxarda istiqomat qilishi shart"
"11658","7998","O'rinlar soni cheklangan û bugunoq murojaat qiling!"
"11659","8000","Talabalar kerak emas"
"11660","8000","3 mahal issiq ovqat"
"11661","8000","Yotoq joyi bor"
"11662","8000","Ishga Masuliyatli ichmaydiga bollarni ishga olamiz"
"11663","8001","Ustalar kerak"
"11664","8001","Namangan yoki Ulugnorliklan bolsa yaxshi"
"11665","8002","Oylik oz vaqtida beriladi 100%. Viloyatdan kelganlarga yoto? bn taminlanadi."
"11666","8005","Ish og'ir emas"
"11667","8005","O'zimiz o'rgatamiz"
"11668","8006","Universitetda '?????' o'qiydiganlar va yarim stavkaga ish qidirayotganlar uchun maslahat berilmaydi."
"11669","8007","Qulay va shinam ofisda ish joyi"
"11670","8007","Rasmiy ishga joylashish va rivojlanish imkoniyati"
"11671","8007","Ahil jamoa"
"11672","8007","Resyume yuborish faqat telefon raqami orqali"
"11673","8008","????? ???? ???? ??????? ???"
"11674","8008","??? ???? ???? ??????????"
"11675","8011","????? ???????? ????? ?????? ????? ????????"
"11676","8011","????? ? (??????????)??"
"11677","8011","???????? ???????? ?"
"11678","8011","3 ?? ???????? ????? ????? ???????????"
"11679","8012","???????? ????????? ??????"
"11680","8012","Rasmiy ishga joylashish"
"11681","8012","???? ??????? ?? ??????????"
"11682","8015","??????????? ?????????"
"11683","8015","?? ?????, ??????? 10 ????."
"11684","8016","??? ?????? ?????????????"
"11685","8017","??????? 5 000 000 ??? ????? ????"
"11686","8017","?? ?????: 09:00 - 18:00, 6 ???"
"11687","8018","????????-?? ??????? ?????????"
"11688","8018","???? ??????????? ?????????-???? ?????"
"11689","8018","??????????? ???????????????? ????? ???????(??????????? ?? ??????)"
"11690","8018","?? ????????? ????? ?????????"
"11691","8018","????? ???????"
"11692","8019","???????? ??????? ???????!!!"
"11693","8021","Tajribasizlar va yanada o'qish istaganlar bekor qilinadi"
"11694","8022","Diplom talab qilinmaydi"
"11695","8023","????? ??????????, ?????????? ???????????? ?? ?????????????!"
"11696","8023","18:00 dan keyin bo?lanish faqat telegram orqali javob qaytariladi"
"11697","8026","Ish vaqti: 08.00-20.00"
"11698","8026","Oylik hech qanday muammo bulmaydi"
"11699","8026","1 oy sinov muddati bo'ladi sinov muddatida pul tulanadi"
"11700","8026","Career kilaman deganlarga doimiy kelajagi bor ish 18-30 yoshgacha"
"11701","8025","Praktikasiz srazu pullik ish beriladi"
"11702","8025","Yangi organadigan yoki yordamchilarga alohida pullik hizmatlarni joyida kelishib olamiz"
"11703","8025","Yottoq mavjud"
"11704","8025","Pitaniya mavjud 3 mahal"
"11705","8027","?????? ??????? ?????????? ?????? ???????? ??? ?? 18-30 ??????"
"11706","8027","1 ?? ????? ??????? ?????? ????? ????????? ??? ????????"
"11707","8027","??? ??? ?????? ?????? ?? ?????????? ?????? ????? ???????"
"11708","8027","????? ??? ?????? ?????? ????????"
"11709","8028","Oylik 2.000.000 so'm maosh"
"11710","8028","9:30 dan 19:00 gacha ish vaqti"
"11711","8029","Yangi organadigan yoki yordamchilarga alohida pullik hizmatlarni joyida kelishib olamiz"
"11712","8029","Pitaniya mavjud 3 mahal"
"11713","8029","Yottoq mavjud"
"11714","8034","Xamma sharoitlar bor joy kotta"
"11715","8034","Har doim ish bilan tamilanadi narxlaryam yaxshi pul oz vahtida beriladi 3 maxal ovaqat beriladi"
"11716","8034","Yotib ishliydigan joylar bor kotta"
"11717","8035","Ayol-Qizlar 21 yoshdan, Erkaklar 18 yoshdan ishga qabul qilinadi"
"11718","8036","Ayol-Qizlar 21 yoshdan"
"11719","8036","Erkaklar 18 yoshdan ishga qabul qilinadi (tarmoqlarimizda alkogol va tamaki mahsulotlar borligi sababli)"
"11720","8037","??????? ?? ??????????? ????? ???? ????"
"11721","8039","Ayollar va erkaklar uchun"
"11722","8039","Sotuv sohasida ishlagan tajribasi borlar murojat qilsin"
"11723","8040","Ishchilarga obied korxonadan oylik maosh ta'kidlanadi."
"11724","8041","Uyda ish"
"11725","8041","Qo'lingizda telefon bo'lishi shart"
"11726","8042","Ibodatlar uchun sharoyit bor"
"11727","8042","Instagram profil yuritshni belgash oylik qoshb beriladi"
"11728","8043","??????? ??????????? ???? ??? ????? ????????????"
"11729","8044","Ibodatlar uchun sharoyit bor"
"11730","8044","Instagram profil yuritshni blsa oylik qoshb beriladi"
"11731","8045","Yosh va kirishimli jamoa"
"11732","8045","Karyera oÆsishi, premiya, sayohatlar va boshqalar"
"11733","8045","Bepul oÆquv kurslari"
"11734","8045","Haftalik oylik maosh"
"11735","8045","Mehnat shartnomasi asosida ish"
"11736","8045","Zamonaviy va shinam, qulay joylashuvli ofis"
"11737","8046","????????? ??????-?????? ??????? ??????? ????????? ????????"
"11738","8046","??????? ????? ??????? ????? ??????????"
"11739","8048","Yosh va kirishimli jamoa"
"11740","8048","Yangi xodimlar uchun bepul oÆquv kurslari"
"11741","8048","Karyera oÆsishi, premiya, sayohatlar va boshqalar"
"11742","8048","Haftalik oylik maosh"
"11743","8048","Zamonaviy va shinam, qulay joylashuvli ofis"
"11744","8048","Mehnat shartnomasi asosida ish"
"11745","8049","?? ?????: 8:00 ??? 18:00 ????"
"11746","8050","Ish uch kunlik"
"11747","8050","Ish vaqti 8:00-22:00"
"11748","8051","Oylik maosh haqiqiy qafolatlanadi"
"11749","8051","Oylik avans va boshqa mukofotlar mavjud"
"11750","8052","3 maxal ovqat yotishga joy"
"11751","8052","Dush"
"11752","8053","Talabalar nomzodi ko'rib chiqilmaydi."
"11753","8055","Yotoq joy va issiq ovqat ishxona hisobidan bepul"
"11754","8056","Bekorchilar bezovta qilmang"
"11755","8056","Ish tartibi o'rganish uchun murojat qiling"
"11756","8057","?? ?????: 6/1, 08:00-19:00"
"11757","8057","??? ?? ?????? ????"
"11758","8059","????? ??? ?? ?????? ????"
"11759","8064","Ish tajribasi shartmas 0 dan orgatiladi"
"11760","8064","MasÆuliyatli va ishda tartib qoidalarga rioya qilishi"
"11761","8065","?? ???? ??????"
"11762","8065","?? ????? ???????? ????????"
"11763","8066","Professional va samimiy jamoa"
"11764","8066","Qulay sharoitdagi ofisda ishlash"
"11765","8066","Tushlik va kechki ovqat korxonadan"
"11766","8066","Intiluvchan xodimlar uchun l?vozimlar"
"11767","8067","?????? ??????? ????????? ?????? ?????????"
"11768","8067","?????? ????? ?? ????????? ????????????"
"11769","8068","Mahsulot va telegram kanallar bilan kelishiladi"
"11770","8069","Yotoq joyi mavjud"
"11771","8069","3 mahal ovqat ishxona xisobidan"
"11772","8070","???????? ?? ??????????? ????? ???? ????"
"11773","8073","Uzoqdan kelganlar uchun yotoqxona mavjud"
"11774","8073","Issiq ovqat va choy ta'minlanadi"
"11775","8074","2 ?????? ????? ??????? ???"
"11776","8074","???? ????? ????????"
"11777","8075","Tekinga dunyo bo'ylab sayohat imkoniyati"
"11778","8075","Ofisda ish"
"11779","8075","Daromad imkoniyatlari"
"11780","8076","??????????? ?????? ????"
"11781","8077","???????? ???? ???????? ?? 1-2 ?? ???????? ????? ????????"
"11782","8077","??? 6 ???? ?????? ????????"
"11783","8079","Ishga suhbat asosida qabul qilinadi"
"11784","8081","Jowi Pragrama orkali ishlanadi."
"11785","8082","Yangi ishchilar uchun 10 kunlik traning"
"11786","8082","Professional va samimiy jamoa"
"11787","8082","Xodimlar uchun lavozimlar mavjud"
"11788","8083","Bizda faqat yotib ishlash zarur, qatnab ishlab bolmaydi."
"11789","8083","Yotoqxona va ovqatlanish bepul."
"11790","8084","?????? ?????"
"11791","8084","??????????? 2.000.000 ???"
"11792","8084","?? ????? 9:00 ??? 18:00 ????  ??????? ??? ???? ????"
"11793","8085","Ayollar uchun aloiqit oshxona mavjud."
"11794","8086","Tushlik va kechki ovqatlar kompaniya tomonidan taÆminlanadi"
"11795","8086","Bonuslar mavjud"
"11796","8086","Ish jarayonida zaruriy ko'nikmalarni o'rgatilinadi"
"11797","8086","Tunashga yotoq joy bor"
"11798","8087","Toshkent shaharda istiqomad qilishi shart"
"11799","8087","3 Kun davomida masterlarimiz tomonidan bepul o'rgatiladi"
"11800","8089","Experience with responsive design is a plus"
"11801","8090","Flexible working hours"
"11802","8090","Health insurance provided"
"11803","8091","Ish grafigi: 10:00-18:00/14:00-21:00"
"11804","8092","Previous work experience in similar role preferred"
"11805","8093","Candidates with a background in statistics will be preferred."
"11806","8094","18-25 yoshgacha"
"11807","8094","Ish vaqti: 09:00-19:00"
"11808","8094","Haftada 1 kun dam"
"11809","8094","Zaocnii qabul kiliinadi"
"11810","8094","Oilalilar kabul kilimaydi"
"11811","8095","????????? ????????? ??? ???"
"11812","8096","??????????? ????? ?? ????? ?????"
"11813","8097","?? ?????: 09:00 - 19:00 ????"
"11814","8097","???? ???? ???"
"11815","8097","??????? ????? ??????? ????"
"11816","8101","Ayollar va qizlar uchun"
"11817","8102","??????? ?? ??"
"11818","8103","Tashkentda yashovchilar tel kilmasin"
"11819","8103","Kompaniyamizda turar joy yo'q"
"11820","8104","Join our channel to find suitable job opportunities."
"11821","8105","Ish Baklashkani Sarirtka qilib maydalash sehi"
"11822","8106","Ish voxti: 10:00 dan 18:00"
"11823","8106","21:00 dan keyin bezota qilinmasin"
"11824","8107","Ish joyi Toshkent shahri boælib"
"11825","8107","Ishga joylashuvda mas'uliyatli yondashish talab qilinadi"
"11826","8108","Ish jarayonida zaruriy ko'nikmalarni o'rgatilinadi"
"11827","8108","Tushlik va kechki ovqatlar kompaniya tomonidan ta'minlanadi"
"11828","8108","Bonuslar mavjud"
"11829","8108","Tunashga joy ham bor"
"11830","8109","Uzoq vaqt ishlaydiganlar kerak"
"11831","8113","Yotoq joyi mavjud"
"11832","8113","Bepul 4 mahal ovqat"
"11833","8113","Dush"
"11834","8113","Wi-Fi"
"11835","8113","Hamma Sharoiti mavjud"
"11836","8114","O'zbek tilida ravon muloqot qilishi zarur"
"11837","8114","Maosh bonuslar bilan oshirib boriladi"
"11838","8115","Ish vaqti - 8.00 dan 17.00 gacha"
"11839","8115","Obed korxona tomonidan beriladi"
"11840","8115","Dam olish kunlari - Yakshanba"
"11841","8116","Yaqqanroq joyda ishlash kerak"
"11842","8116","Telefon orqali ma'lumot so'raladi"
"11843","8116","Faqat 25-35 yoshdagi ayollar o'rtasida"
"11844","8117","Bonuslar eng faol hodimlar uchun"
"11845","8117","Sinov muddati uchun 3 mln, keyin ko'tariladi (o'rtacha 3-7 mln)"
"11846","8118","Texnik shartlar: Kun/tun grafik, oshpazimizdan ovqatlanish, issiq yotoq xona va ovqatlanish joylanmalar"
"11847","8118","Yotqizilgan xonalar uchun alohida xizmatlar"
"11848","8119","Shinam office"
"11849","8119","OÆsib boruvchi maosh"
"11850","8119","Bonus motivatsiyalar"
"11851","8119","Sayohatlar jamoaviy"
"11852","8119","Kompaniya tomonidan oÆqitish imkoniyati"
"11853","8119","OÆsish imkoniyati (karyera qilish)"
"11854","8120","KPI va vazifalarni vaqtida bajarishingiz evaziga qo'shimcha bonuslar korporativ sovg'alar olasiz"
"11855","8121","????????? ???? ???????? ??? ????????????? ?????? 3 ??? ??????? ?????? ?????"
"11856","8121","?? ???????? 25-40"
"11857","8121","??????? ??? ???? ????"
"11858","8121","?? ????? 09:00 ??? 17:00 ????"
"11859","8122","Bonuslar mavjud"
"11860","8122","Ish jarayonida zaruriy koÆnikmalarni oÆrgatilinadi"
"11861","8122","Tunashga joy bor"
"11862","8122","Tushlik va kechki ovqatlar kompaniya tomonidan taÆminlanadi"
"11863","8123","???? ???."
"11864","8124","Iltimos kunduzgi, kechki o'qidigan talabalar bezovta qilmasin"
"11865","8126","??????? ??????????? ???? ????? ??????? ???"
"11866","8127","Turk tili sertifikatiga tayyorlash uchun"
"11867","8128","????????? ???????? ?? ?????????à?"
"11868","8129","?? ??? ?????????"
"11869","8130","Yangiyul .muljal. gor bolnitsa"
"11870","8131","ASOSIY KANAL 1MLN"
"11871","8132","Osh-ovkat ishona hisobidan beriladi"
"11872","8132","Rasmii holatda ishga qabul kilamiz"
"11873","8133","Ish soati 12soat 8dan8gacha"
"11874","8133","Kunduzgi va tungi smenalik"
"11875","8134","????? ??????? ???? ????? ????????"
"11876","8134","??????? ??????? ????????? ?????? ?????"
"11877","8134","???????? ??????????"
"11878","8135","Kompaniya yangi ishchilar uchun bepul o'quv kurslari taqdim etadi"
"11879","8135","Ibadat uchun sharoitlar mavjud"
"11880","8136","BEKORCHILA BEZOVTA QILMASIN"
"11881","8138","?????????? ??????? ???????? ?????? ??????"
"11882","8139","Ish vaqti: 08:30-18:00"
"11883","8139","Hamma sharoit bor"
"11884","8140","Ish shartlari orqali o'qitiladi"
"11885","8141","Bilet har kuni 10 kishiga ?lib b?riladi"
"11886","8141","Ilitimos fakat t?legramdan j?zing z?gran pasportni r?smi va telefon n?merni tashlang"
"11887","8141","Turdavoy dagavor kilib ishlaydigonlarga bilet tekin (samalyotga) eng kam 6 oy turdavoy dagavor uchun"
"11888","8141","Yahshi ishlagan odamga biletini pulini 30%-70% gacha kopl?b b?ramiz"
"11889","8141","Fakat z?gran p?sporti b??l?r ?lokaga chikin? o'nam s?r?chni k?r?k 80 ta"
"11890","8143","Yoqorilganlar 20-28 yosh oraliqda"
"11891","8144","Talablar oilaviy sharoiti ishga tasir qilmasligi kerak"
"11892","8144","Faqat ishga Ayol va qizlarni qabul qilamiz"
"11893","8145","18-35 yosh"
"11894","8145","Tashqi ko'rinishi toza"
"11895","8146","Ish grafigi 6/1, 08:00-20:00, 09:00 - 21:00"
"11896","8146","Ovqat va yotoq taminoti, yuqori lavozimlarga rivojlanish imkoniyati"
"11897","8147","Ayol-qizlar 21 yoshdan"
"11898","8147","Erkaklar 18 yoshdan ishga qabul qilinadi"
"11899","8148","??????? ??????????? ???? ??? ?? 3 ????? ????? ????? ??????."
"11900","8149","Talabalar kerakmas"
"11901","8149","Yotoq yoq"
"11902","8150","2 kishiga 4 mln sum"
"11903","8150","3 mahal ovqati va yotogi"
"11904","8150","Toshken sh. Mirobod tumani"
"11905","8152","Faqat Zangiota, Keles, Nazarbek hudularida yashaydiganlar uchun"
"11906","8153","Kompaniya tomonidan kunlik to'lovlar va bonuslar mavjud"
"11907","8154","Ayol-Qizlar 21 yoshdan"
"11908","8154","Erkaklar 18 yoshdan ishga qabul qilinadi"
"11909","8155","??????? ??????????? ???? ??? ??????"
"11910","8156","?? ????? ??????: 10-15-??????"
"11911","8157","??????????? ????????"
"11912","8157","???? ???? ??????"
"11913","8157","???? ???????? ???????? ???????? ?????????"
"11914","8157","?????? ?? ???????"
"11915","8157","???? ????"
"11916","8157","???? ?????"
"11917","8159","?? ????? ?? ???? ???????? ????????"
"11918","8162","Candidates with a Bachelor's degree in Computer Science are preferred."
"11919","8166","Studentlar kerak emas"
"11920","8169","???????? ?? ??????????? ????? ???? ????"
"11921","8171","SKIDKA da ulgurib qoling"
"11922","8171","1 martalik kurs sotb olganzdan keyin pul olish mashxurmalari mavjud"
"11923","8172","Har oy Paten to'lovlari 50% ni to'lab beramiz"
"11924","8172","Kvartira, obed, forma, ravozka bepul"
"11925","8173","3 Maxal ovqat"
"11926","8173","Viloyatdan keganlar uchun yotoqxona"
"11927","8173","Axil jamoa"
"11928","8174","Choyxona UYDAN OCHILGAN JOY SPIRTLI ICHIMLIKLAR YOQ"
"11929","8175","Axil jamoada ishlash"
"11930","8175","O'z vaqtida oylik maosh olish"
"11931","8175","Tushlik ishxona hisobidan"
"11932","8176","Zauchniy uqiydigan talabalar faqat qabul qilinadi"
"11933","8176","Tajriba bo'lishi shart"
"11934","8177","Shinam offis"
"11935","8177","Tushlik ishhona hisobidan"
"11936","8177","KPI va bonuslar"
"11937","8177","Umra safariga sertifikatlar"
"11938","8177","MaÆlaka talab qilinmaydi"
"11939","8177","Til bilishingiz shart emas"
"11940","8177","Mijozlar kompaniya tomonidan topiladi"
"11941","8178","Barcha sharoitlarga ega shinam ofis"
"11942","8178","O'z vaqtida beriladigan oylik ish haqqi"
"11943","8178","Martaba o'sishi va kasbiy rivojlanish imkoniyatlari"
"11944","8178","CRM tizmini va rus tilini bilish afzal ko'riladi"
"11945","8178","Ishning barcha bosqichlarida o'qitish va qo'llab-quvvatlash"
"11946","8178","Do'stona jamoa va qulay ish sharoitlari"
"11947","8180","Young employees can take training courses"
"11948","8180","Bonuses for the most active employees"
"11949","8183","Bir oyda 3kun dam kuni"
"11950","8183","Ish vaqti 8:00dan 18:00gacham"
"11951","8185","Oklad 3 000 000 so'mdan boshlanadi"
"11952","8185","Ish vaqti 12.00 ?dan 21.00 ? gacha."
"11953","8185","+KPI koærsatchiga koæra bonuslar"
"11954","8185","Mazali tushlik kompaniya xisobidan"
"11955","8185","Yosh va rivojlanayotgan kompaniya a'zosi bo'lishingiz uchun zoær imkoniyat."
"11956","8188","10 ?? ??????? ?????? ????????? ????? ?????"
"11957","8188","100$ 250$ ????? ??????? ????????(???????? ?????????? ?????)"
"11958","8188","????? ??? ???? 5 ?????? ???? ????????"
"11959","8189","????????? ?????"
"11960","8189","?? ???? ??????? ?? ?????? ???????? ?????? ??????? ?????? ???? ?????? ????? 3 ??????? ?????"
"11961","8191","Candidates must be punctual and fluent in Uzbek language"
"11962","8191","Education is a crucial requirement"
"11963","8193","Nomzoddan talablar"
"11964","8193","Yoshi 18-30"
"11965","8193","Yomon odatlardan xoli (ichish, chakish)"
"11966","8193","Toza va ozoda bo'lish"
"11967","8194","Voditel darajasiga ega boælish"
"11968","8195","Ish so'raganlarga ish bor"
"11969","8195","Yigit qizlar afisantlikka kerak"
"11970","8196","???? ??????? ?????????? 3,000,000??? ????? ???? ???????? ??????"
"11971","8196","?????? ?????? ??????????"
"11972","8196","??? 12 ?? ?? ????? ???????????"
"11973","8196","????????? ?? ????? ?????????"
"11974","8198","Shinam ofis ahil yosh jamoa va o'suvchan maosh"
"11975","8198","Kompaniya pul ajratadi"
"11976","8199","Ish vaqti 6/1 Qatiy"
"11977","8199","Maosh Vaqtinchalik"
"11978","8201","Ma'laka talab qilinmaydi ozimiz orgatamiz"
"11979","8201","Til bilishingiz shart emas"
"11980","8203","Telefon orqali murojaat qilsangiz ko'rsatilgan manzilga bormoqda."
"11981","8206","10 ????? ??? ???????"
"11982","8206","????????? ?????"
"11983","8209","Ish xaqida batafsil ma'lumotlar kanallarga yuboriladi"
"11984","8210","Ish joyiga yetib borish va qaytish kompaniya tomonidan taÆminlanadi"
"11985","8210","Yashash joyi: Kompaniya hisobidan bepul, qulay sharoitlarda yashash"
"11986","8211","Bizda faqat ayollar ishlaydi"
"11987","8211","Ish vaqti 2 smena bor 08:00 dan 16:00 gacha"
"11988","8212","Qulay ish vaqti 09:00 dan 18:00 gacha"
"11989","8212","Yotoq joy yo'q"
"11990","8213","Ish soatlar: 09:00 dan 00:00 gacha"
"11991","8213","Telegram orqali murojaat uchun @Sophieee_04 ga yozing"
"11992","8215","Xushmomila b≥lishi, chaqqon va chiroyli tashqi k≥rinishga ega bolishi kere"
"11993","8215","Bonuslar va turili sayohatlar"
"11994","8216","Shinam ofis, ahil yosh jamoa va o'suvchan maosh"
"11995","8216","Kunli harajatlar uchun pul ajratiladi"
"11996","8216","Tajriba alamashilinadi"
"11997","8217","?? ????? 8:00 ??? ?????????"
"11998","8219","O'zingizga qulay rayonni tanlaysiz"
"11999","8220","?? ?????: ?? ??-??? ???"
"12000","8220","????? ????? ????: ???????-?????"
"12001","8222","Oylik maoshining miqdori salohiyatingizga va harakatingizga qarab o'sib boradi"
"12002","8222","Avval ishlagan bo'lish shart emas, o'zimiz ish o'rgatamiz"
"12003","8222","Ish vaqti 8:00 dan 20:00 gacha"
"12004","8222","3mahal issiq ovqat ishxona hisobidan"
"12005","8222","40ga yaqin ahil jamoa bilan ishlash imkoniyati"
"12006","8222","Yotoqxonalar mavjud"
"12007","8222","QoÆshimcha bonuslar, 4 mavsumda ham doimiy ish"
"12008","8223","Kuryerlikni tanlashda o'zingizga qulay rayonni tanlang"
"12009","8224","Oylik maoshining miqdori salohiyatingizga va harakatingizga qarab o'sib boradi"
"12010","8224","Yotib ishlaydiganlar uchun yotoqhona ham mavjud"
"12011","8224","4 mavsumda ham doimiy ish"
"12012","8224","QoÆshimcha bonuslarga ega boÆlish imkoniyati"
"12013","8225","Tezroq ro'yxatdan o'ting, ish boshlanadi"
"12014","8225","Yaqinlarga ham ulashing"
"12015","8226","40ga yaqin ahil jamoa bilan ishlash imkoniyati"
"12016","8226","Yotib ishlaydiganlar uchun yotoqhona mavjud"
"12017","8226","QoÆshimcha bonuslarga ega boÆlish imkoniyati"
"12018","8226","4 mavsumda ham doimiy ish"
"12019","8227","Ish jadvali: 6/1"
"12020","8227","Transport: Uy va ish joyingiz orasidagi transport kompaniya hisobidan qoplanadi"
"12021","8230","3ta ishchiga ehtiyoj bor"
"12022","8230","Oyli maosh 150.000dan"
"12023","8232","Instagram sahifamiz uchun videolaga tusholidigan!"
"12024","8232","Ish vaqti: 8:30dan 18:30gacha, Dam kuni: Duwanbi, Obed beriladi"
"12025","8233","???? ??? ??????"
"12026","8235","Ish o'rinlari Toshkentda joylashgan"
"12027","8235","Yotoq joy bor"
"12028","8235","Uzoq mudat ishlovchilarga bonus bor"
"12029","8235","Issiq ovqat taÆminlanadi"
"12030","8236","10:00 ??? 23:00 ???? ?? ?????."
"12031","8236","?????, ???? ?????????? ??????????? ??? ???? ???????? ??????."
"12032","8236","??????? ????????? ???? ???? ??? ????????? ????????."
"12033","8237","Bepul tushlik"
"12034","8237","Vaqtida toÆlanadigan oylik"
"12035","8238","????????? (??????? ????? ????????) ?? ????????? ????? ??????????"
"12036","8239","Uzoqdan kelganlar uchun joy va oziq ovqat bilan taminlab berish mavjud."
"12037","8240","Aybom ishlamoqchi bolganlarga xarakatga bogliq oylik"
"12038","8242","Erkin ish grafigi"
"12039","8243","??????????? ???????????????"
"12040","8243","????????????? ???? + ???????? - ?????"
"12041","8243","????????????? ??????? ?????????? ?????"
"12042","8243","??????????? ?????????? ?????"
"12043","8243","???????? ????????????"
"12044","8243","?????????, ????????????? ?????????"
"12045","8245","Uydan ishgacha- ishdan uygacha Tekin aftobuz bor"
"12046","8246","?????? ??????? ?????? ????"
"12047","8246","????? ????????, ???????? ????????? ?????????? ????? ?????????? ?????"
"12048","8246","?????? ?????"
"12049","8246","??? ???? ?????? ??"
"12050","8246","????????"
"12051","8246","?????????"
"12052","8246","????? ???????"
"12053","8246","50%???????????"
"12054","8246","????? ?????? ????????? ????????? ?????????"
"12055","8247","????? ????? ????????? ??????? ??????"
"12056","8248","Yotoq joimiz yoq"
"12057","8248","Tushlik: 2 maxal ishxona hisobidan"
"12058","8249","Kunduzgi bo'limda o'qiydigan talabalar nomzodi ko'rib chiqilmaydi."
"12059","8250","????? ?????? ??? ?? ???"
"12060","8251","Jamoaviy sayohatlar"
"12061","8251","Qoshimcha bonuslar"
"12062","8253","Ish joyi haqqida batafsil ma'lumotlarni havola orqali olishingiz mumkin"
"12063","8255","Ishni bilmaganlarga 3 kunlik o'quv kursi"
