"id","job_id","occupation"
"5172","4372","Mebel ustasi"
"5173","4374","Sotuvchi"
"5174","4375","????????"
"5175","4376","Sotuv manageri"
"5176","4377","????????"
"5177","4378","Operator"
"5178","4381","???????? ?? ????????"
"5179","4382","Operator"
"5180","4383","Dazmolchi"
"5181","4384","Sehga ishchi"
"5182","4385","Sotuvchi"
"5183","4386","Ishchi"
"5184","4387","??????????"
"5185","4389","?????"
"5186","4389","??????????"
"5187","4390","Xaydovchi"
"5188","4390","Xushmuomala qiz"
"5189","4391","??????"
"5190","4391","???? ??????"
"5191","4392","Gilam usto"
"5192","4393","Shukurkachi"
"5193","4393","Korpus Mebel Ustasi"
"5194","4394","?????? ?????????"
"5195","4395","????? ???????"
"5196","4395","??????? ???? ???????"
"5197","4395","?????? (??????)"
"5198","4396","????? ?????????"
"5199","4397","?siyis chanal"
"5200","4398","Gilam yuvishchi"
"5201","4399","Call Center Operator"
"5202","4401","Operator"
"5203","4402","Skladchi"
"5204","4403","Logistika menedjeri"
"5205","4404","Operator"
"5206","4405","Xaydovchi"
"5207","4406","????? ????????"
"5208","4408","Montajchi"
"5209","4408","Plastik sexiga ishchi"
"5210","4408","Dokonga sotuvchi"
"5211","4408","Oshxona yordamchisi"
"5212","4410","Kuryer"
"5213","4411","Software Development"
"5214","4411","IT"
"5215","4412","Software Development"
"5216","4413","????? ?????????"
"5217","4413","????????"
"5218","4417","Sales Consultant"
"5219","4418","Pirofil zavoti"
"5220","4419","Montajchi"
"5221","4419","Oshxona yordamchisi"
"5222","4419","Stanok operatori"
"5223","4419","Sotuvchi"
"5224","4420","Chaqqon xodimi"
"5225","4421","Sotuv operatori"
"5226","4422","?????????"
"5227","4423","Administrator reception"
"5228","4424","Avto-kuryer"
"5229","4425","Sharoitli shaxobcha ishlashiga qarab"
"5230","4426","Sotuvchilik"
"5231","4427","????????? ?????? ????"
"5232","4428","????? ???"
"5233","4428","????? ???"
"5234","4429","Call Operator"
"5235","4430","???????"
"5236","4431","Video operator"
"5237","4432","Developer"
"5238","4432","Designer"
"5239","4433","Viza₧ist"
"5240","4434","Sotuvchi operator"
"5241","4435","??????"
"5242","4435","???????"
"5243","4437","Sroyka ishchi"
"5244","4438","Oziq ovqatchi"
"5245","4439","Savdo Menegeri"
"5246","4440","Sotuv bulimi xodimi"
"5247","4441","Savdo xodimi"
"5248","4443","????? ??????"
"5249","4447","????? ???????"
"5250","4448","????????"
"5251","4448","????????"
"5252","4449","?????"
"5253","4450","Afisant"
"5254","4450","Bolarni ishiga taklif qilish"
"5255","4451","Menejer"
"5256","4452","????? ????????"
"5257","4454","Tikuvchi"
"5258","4455","Ishchi"
"5259","4456","Restoran ishchi"
"5260","4457","????? ??????"
"5261","4458","Call Center Operator"
"5262","4459","Menedjer"
"5263","4459","Sotuvchi"
"5264","4460","???? ???????"
"5265","4461","Mebel ustaxonasi"
"5266","4461","Duradgor talablar"
"5267","4462","????? ????????"
"5268","4463","Malyar"
"5269","4464","Gilam yuviishchi"
"5270","4465","Kuryer"
"5271","4466","Suv filtir kompaniyasi ishchisi"
"5272","4467","Ofitsant"
"5273","4467","Ranner"
"5274","4467","Texnichka"
"5275","4468","Videografer"
"5276","4469","Online ishchi"
"5277","4470","Moslovchi"
"5278","4470","Ishchilar"
"5279","4471","Operator"
"5280","4472","Sotuvchi"
"5281","4474","Savdo menedjeri"
"5282","4475","Sotuvchi"
"5283","4475","Menedjer"
"5284","4478","Ayol kishi"
"5285","4479","O'qituvchi"
"5286","4480","ADMINISTRATOR"
"5287","4481","Sotuv Menejeri"
"5288","4482","Shokalad fabrikasi"
"5289","4482","Kofe zavodda upakovka"
"5290","4482","PARNIK ISH"
"5291","4482","Zavodda ishlar"
"5292","4482","Haydovchilik"
"5293","4482","FURA Haydovchi"
"5294","4482","Mashinasozlik"
"5295","4483","Marketing"
"5296","4484","???????? ????"
"5297","4485","Software Development"
"5298","4485","Information Technology"
"5299","4486","IT Specialist"
"5300","4486","Software Engineer"
"5301","4487","O'quv Markazi Darschisi"
"5302","4488","Call Center Operator"
"5303","4489","HR Specialist"
"5304","4489","Business Owner"
"5305","4490","????? ????????"
"5306","4491","svarshik"
"5307","4491","slesar"
"5308","4491","elektriklik qiladigan"
"5309","4492","????? ?????????"
"5310","4492","???????? ?? ????????"
"5311","4493","Operator"
"5312","4494","???????????"
"5313","4494","??????????"
"5314","4494","???????"
"5315","4494","????????"
"5316","4494","?????????"
"5317","4494","???????"
"5318","4496","Xona tozalovchi"
"5319","4497","Operator"
"5320","4498","Press Rover Kraska Mutaxasisi"
"5321","4499","Sotuv menejeri"
"5322","4500","Avtoservis ishi"
"5323","4501","Fitoterapevt"
"5324","4502","Motion Designer"
"5325","4502","Graphic Designer"
"5326","4502","Sound Designer"
"5327","4503","Kuryer"
"5328","4504","????????"
"5329","4505","?????"
"5330","4505","????? ??????? ???????"
"5331","4507","Ishchi"
"5332","4509","??????"
"5333","4509","??????????"
"5334","4510","?????"
"5335","4510","?????????"
"5336","4511","???????"
"5337","4511","???????"
"5338","4513","??????"
"5339","4513","?????????"
"5340","4513","22 ????? ?????"
"5341","4513","????????"
"5342","4513","???????? ?????"
"5343","4513","??? ?????? ????? ????? ????"
"5344","4513","????????"
"5345","4514","Manager"
"5346","4515","?????"
"5347","4516","Remote worker"
"5348","4518","HR"
"5349","4518","Marketing"
"5350","4518","IT"
"5351","4519","Ish sohalar"
"5352","4520","?????"
"5353","4521","Mudir"
"5354","4522","O?qituvchi"
"5355","4523","????? ?????????"
"5356","4524","????? ????????"
"5357","4525","Operator"
"5358","4527","????? ???????"
"5359","4528","Ish yuritish"
"5360","4529","????????"
"5361","4530","??????? ????"
"5362","4531","Driver"
"5363","4533","??????"
"5364","4533","???????"
"5365","4534","Pishiriq"
"5366","4534","Sehi"
"5367","4535","Ishchi"
"5368","4536","Fas-fud tayorlashi bladigan povir"
"5369","4536","Lavash va fasfud tayorlashi bladigan"
"5370","4537","Sotuvchi-konsultant"
"5371","4538","Call Center Operator"
"5372","4539","Injener-Texnolog"
"5373","4540","?????? ??????"
"5374","4541","Bosh povar"
"5375","4541","Shashlikchi"
"5376","4542","Tarjimon"
"5377","4543","Mebel ishlab chiqaruvchi"
"5378","4544","Kontrol Menenjer"
"5379","4545","Call Center Operator"
"5380","4546","???? (???????)"
"5381","4546","???????? ?????????"
"5382","4546","??????????"
"5383","4547","Gofra ishlab chiqaruvchi"
"5384","4548","????????"
"5385","4548","????? ?????????"
"5386","4550","Avto-kuryer"
"5387","4552","Bumaga ishlash"
"5388","4553","Kuryer"
"5389","4554","??????"
"5390","4555","Injener- texnolog"
"5391","4556","Sotuvchi"
"5392","4556","Agent"
"5393","4557","Call Center Operator"
"5394","4559","Sotuvchi"
"5395","4560","Skladchi"
"5396","4561","Sotuv operatori"
"5397","4562","Injener-Texnolog"
"5398","4563","Operator"
"5399","4565","Operator xodim"
"5400","4565","Mudir yordamchisi"
"5401","4566","Opa-Singillar ishchisi"
"5402","4568","Software Development"
"5403","4568","IT"
"5404","4569","Data Analyst"
"5405","4570","Software Developer"
"5406","4570","Full Stack Developer"
"5407","4570","Backend Developer"
"5408","4571","Passuda moyka"
"5409","4571","Ofitsiantka"
"5410","4571","Uborkachi"
"5411","4572","Personal driver"
"5412","4573","Kassir"
"5413","4573","Sotuvchi"
"5414","4573","Universal xodim"
"5415","4574","Call Center Operator"
"5416","4575","?????????"
"5417","4577","T⌡quvchi-Operator"
"5418","4578","Administrator"
"5419","4580","Gilam ustasi"
"5420","4583","Sotuvchi Operator"
"5421","4584","??????????"
"5422","4585","Call Center Operator"
"5423","4586","Call Operator"
"5424","4586","Customer Service"
"5425","4587","????????"
"5426","4588","Ishbilarmon"
"5427","4588","Ishchi"
"5428","4589","Software Development"
"5429","4589","Web Development"
"5430","4590","Software Developer"
"5431","4590","Software Engineer"
"5432","4591","Sotuv Menedjeri"
"5433","4591","Operator"
"5434","4592","Tuy liboslari ishlab chiqarish"
"5435","4592","Sotuvchi konsultant"
"5436","4593","????? ????????"
"5437","4593","????? ???????"
"5438","4593","????????? ??????"
"5439","4595","Oshpaz (?????)"
"5440","4595","Kassir (??????)"
"5441","4596","ToÆy liboslari ishlab chiqaruvchi"
"5442","4597","Chaqqon xodimi"
"5443","4598","Sotuvchi konsultant"
"5444","4599","Sotuv menejeri"
"5445","4600","????????"
"5446","4601","??????? ????????"
"5447","4602","????-????? ?????????"
"5448","4602","??????? ????????"
"5449","4603","???????? ?? ????????"
"5450","4604","???????"
"5451","4605","???????"
"5452","4605","?????"
"5453","4606","??????? ?? ?????"
"5454","4606","????????"
"5455","4607","???????"
"5456","4608","Usuqlik kandolatichilik"
"5457","4608","Kizlar"
"5458","4608","Pikar"
"5459","4609","Gilam yuvuvchi"
"5460","4610","Zavsklad sotuvchi"
"5461","4611","Konditer"
"5462","4611","Konditer yordamchisi"
"5463","4611","Oshpaz"
"5464","4611","Oddiy ishchi"
"5465","4611","Farrosh-tozalik hodimi"
"5466","4613","Sotuvchi"
"5467","4614","Sotuv Manageri"
"5468","4615","Gilam yuvuvchi"
"5469","4616","Oziq ovqat do'koni ishchisi"
"5470","4617","Sotuv menejeri"
"5471","4618","??????? ??????"
"5472","4619","Call Center Operator"
"5473","4619","Receptionist"
"5474","4619","Salesperson"
"5475","4620","Massajchi"
"5476","4621","Ustankachi"
"5477","4622","Shogirt Master Ustalar"
"5478","4623","Povar"
"5479","4625","targetologman"
"5480","4626","Posudamoyka"
"5481","4626","Sotuvchi"
"5482","4626","Somsapaz"
"5483","4626","Povor"
"5484","4626","Ofitsiantka"
"5485","4626","Oshpaz"
"5486","4626","Raznorobochiy"
"5487","4627","??????????"
"5488","4627","?????? ?????????"
"5489","4627","???????"
"5490","4628","Sizning so'zlngiz"
"5491","4629","???? ??????"
"5492","4629","????????"
"5493","4630","Prachka kafedrasi"
"5494","4631","Agent"
"5495","4631","Savdo Vakili"
"5496","4632","Call center operator"
"5497","4633","Sotuv operatori"
"5498","4634","Xususiy Klinika Ishchisi"
"5499","4635","Kraskachilar"
"5500","4635","Malakali blokchilar"
"5501","4635","Svarchiklar"
"5502","4635","Ishchi xodimlar"
"5503","4636","??????? ?????????? ???????????"
"5504","4637","????????????"
"5505","4637","??????"
"5506","4638","Ishchi"
"5507","4639","Operator"
"5508","4639","Sotuv menedjeri"
"5509","4640","Receptionist"
"5510","4640","Hamshira"
"5511","4640","Call operator"
"5512","4641","????????"
"5513","4641","???????"
"5514","4641","????????"
"5515","4641","??????"
"5516","4641","??????"
"5517","4642","Sotuv menejeri"
"5518","4643","????????"
"5519","4643","???????????"
"5520","4645","Takhta kesib tahlanadi"
"5521","4646","Avtomobil tikuvchi"
"5522","4647","Ishchilar"
"5523","4648","Oshpaz"
"5524","4649","Sotuvchi Operator"
"5525","4650","Call Center Operator"
"5526","4651","Ishlab chiqarish ustoz"
"5527","4652","???????"
"5528","4653","Oshxonachi"
"5529","4653","Afisant"
"5530","4653","Bola ishchisi"
"5531","4654","Universal xodim"
"5532","4654","Sotuvchi-kassir"
"5533","4655","??????????"
"5534","4656","??????????"
"5535","4657","Kumir ishchisi"
"5536","4659","Maxsulotlar ishlab chiqaruvchi"
"5537","4660","Haydovchi"
"5538","4660","Gruzchik"
"5539","4660","Mexanik"
"5540","4660","Tayyorlovchi"
"5541","4661","Salatchi"
"5542","4661","Ofitsantka"
"5543","4662","Ofitsantka"
"5544","4662","Salatchi"
"5545","4663","Mebel ustasi"
"5546","4664","??????? ?? ??????? ???? ????????"
"5547","4665","Mebel ishlab chiqaruvchisi"
"5548","4666","Sotuv"
"5549","4666","Universal xodim"
"5550","4666","Kassir"
"5551","4667","?????? ????????"
"5552","4668","Operator"
"5553","4668","Mudir yordamchisi"
"5554","4669","Sotuvchi"
"5555","4671","Kassir"
"5556","4671","Menenger"
"5557","4671","Sotuvchi"
"5558","4672","To'y liboslari ishlab chiqarish"
"5559","4673","???????????"
"5560","4673","???????"
"5561","4673","????????"
"5562","4673","?????????"
"5563","4673","??????????"
"5564","4673","???????"
"5565","4674","Ishchilar"
"5566","4675","???????"
"5567","4676","Distributsiya Savdo Agentlari"
"5568","4677","Dakument Yolkir"
"5569","4677","Skladga ishchi"
"5570","4678","Farrosh"
"5571","4679","Call Center Operator"
"5572","4680","Software Development"
"5573","4680","Web Development"
"5574","4681","Frontend Developer"
"5575","4682","POPKORN ???????"
"5576","4683","????? ?????????"
"5577","4683","????????"
"5578","4684","????? ????????"
"5579","4685","Tikuvchi"
"5580","4686","?????"
"5581","4687","???????"
"5582","4688","Barista"
"5583","4689","Model"
"5584","4690","Sotuvchi"
"5585","4690","Kassir"
"5586","4691","Sotuvchi-buyurtma tayyorlovchi"
"5587","4692","Oshpaz"
"5588","4692","Ofitsiant"
"5589","4693","Qarzdorlikni undirish mutaxassisi"
"5590","4694","?????"
"5591","4695","????? ???????"
"5592","4696","Do'kon sotuvi"
"5593","4697","Sotuv menedjeri"
"5594","4698","????????-???????????"
"5595","4699","Ovqat qiluvchi"
"5596","4700","Chevarchilikchi"
"5597","4700","Qoplashchi"
"5598","4702","Dizayner"
"5599","4702","Montajchi"
"5600","4703","???? ??? ??????"
"5601","4705","Ofitsiant"
"5602","4706","????? ?????"
"5603","4707","???????"
"5604","4709","Hamshira"
"5605","4710","Sotuv menejeri"
"5606","4711","Afisant qiz va bolar ishlari"
"5607","4715","Laborant"
"5608","4715","Marketolog"
"5609","4716","????"
"5610","4717","Mebel ustasi"
"5611","4718","Ofitsant"
"5612","4718","Povuralar ustasi"
"5613","4719","Pastel ishchisi"
"5614","4719","Stanok operatori"
"5615","4720","????? ???????"
"5616","4720","??????? ??????"
"5617","4721","Ishlab chiqaruvchi"
"5618","4721","Ishchi"
"5619","4722","Operator"
"5620","4723","Kuryer"
"5621","4725","Social Media Specialist"
"5622","4725","Business Owner"
"5623","4726","Sales"
"5624","4726","Consultant"
"5625","4727","?????????? ????????? ??????"
"5626","4728","Call operator"
"5627","4729","Marketing Specialist"
"5628","4729","Driver"
"5629","4729","Sales Representative"
"5630","4729","Warehouse Worker"
"5631","4729","Cook"
"5632","4729","Seller"
"5633","4729","Furniture Maker"
"5634","4730","Waiter"
"5635","4730","Electrician"
"5636","4730","Manager"
"5637","4730","Cashier"
"5638","4730","Dishwasher"
"5639","4730","Plumber"
"5640","4730","Cook"
"5641","4731","Call Center Operator"
"5642","4732","Oshpaz"
"5643","4732","Operator"
"5644","4732","Salat tayyorlovchi"
"5645","4732","Kassir"
"5646","4732","Zavod kantrolchisi"
"5647","4732","Ofitsiant"
"5648","4732","Uborka ishlari"
"5649","4732","Posuda moykalash"
"5650","4732","Sotuvchi"
"5651","4735","Operator"
"5652","4736","Moto kuryer"
"5653","4736","Velokuryer"
"5654","4738","Ustoz (Teacher)"
"5655","4739","Sotuv specialisti"
"5656","4740","Tikuvchi"
"5657","4741","Maishiy Texnika va Elektronika Do'konlar Tarmog'i Xodimi"
"5658","4742","Tikuvchi"
"5659","4742","Qo'l ishchisi"
"5660","4742","Upakovkachi"
"5661","4743","???? ???? ?????????"
"5662","4744","Sotuv Manager"
"5663","4745","?????????? ????? ???????"
"5664","4746","Xaydovchi"
"5665","4747","Sotuv Menejeri"
"5666","4749","?????????"
"5667","4749","???????? ????-?????"
"5668","4749","?????????????"
"5669","4750","Trikotaj ishchi"
"5670","4751","Ishchi"
"5671","4752","????????"
"5672","4753","Kassir"
"5673","4753","Sat?c?"
"5674","4754","Logistika"
"5675","4755","Call Operator"
"5676","4756","Osib boruchi daromat ish"
"5677","4757","Marketing"
"5678","4757","Sales"
"5679","4757","Customer Service"
"5680","4757","Cook"
"5681","4757","Retail Sales"
"5682","4757","Driver"
"5683","4757","Warehouse"
"5684","4757","Carpenter"
"5685","4757","Salesperson"
"5686","4758","Human Resources"
"5687","4759","Software Development"
"5688","4760","????? ?????????"
"5689","4760","????????"
"5690","4761","?????"
"5691","4762","??????"
"5692","4763","Yig'ilish"
"5693","4763","Qizlar"
"5694","4763","Talabalar"
"5695","4763","Maktab o'quvchilari"
"5696","4763","Uy bekalar"
"5697","4765","Sotuvchi"
"5698","4766","??????? ???? ???????"
"5699","4766","?????? (??????)"
"5700","4766","????? ???????"
"5701","4767","Idish yuvgani"
"5702","4767","Dasturxonchi"
"5703","4767","Ofisiant"
"5704","4768","????? ??????? ?????????"
"5705","4770","Sotuv menedjeri"
"5706","4771","Software Development Engineer"
"5707","4772","?????"
"5708","4772","??????? ??????????"
"5709","4772","???????? (??)"
"5710","4773","Fermador"
"5711","4774","Kompyuter mutaxassis"
"5712","4774","Referator"
"5713","4775","Hamshira"
"5714","4776","Gusht cexgada ishchi"
"5715","4779","????? ????????"
"5716","4781","?? ???????"
"5717","4781","??????"
"5718","4781","??????"
"5719","4781","????? ????"
"5720","4781","?????????? ???????????"
"5721","4782","Ish o'rnida ishlovchi"
"5722","4783","?????????????"
"5723","4783","???????? ????????"
"5724","4783","????????(??)"
"5725","4783","???????"
"5726","4784","Sotuvchi"
"5727","4785","HR mutaxassisi"
"5728","4785","Sotuvchi"
"5729","4785","Gruzchik"
"5730","4786","Sotuv menejeri"
"5731","4787","Sotuv menejeri"
"5732","4788","???????"
"5733","4789","Sotuv Menjeri"
"5734","4790","Kuryer"
"5735","4791","Dekorator"
"5736","4792","??????????"
"5737","4792","????? ?????"
"5738","4793","Ayollar Masteri"
"5739","4793","Manikur - Pediqyur"
"5740","4793","Erkaklar Masteri"
"5741","4794","Tikuvchi"
"5742","4796","Operatorlik"
"5743","4797","Oddiy ishchilar"
"5744","4798","???? ???? ??????"
"5745","4800","Plastik Dabilka Operatori"
"5746","4801","Bezakchi"
"5747","4801","Tikuvchi"
"5748","4802","VIP Partnyor"
"5749","4803","Sotuvchi"
"5750","4805","QUTI YIGÆSH"
"5751","4806","??????? ??????????? ?????????"
"5752","4807","Soxalar"
"5753","4809","Sales Manager"
"5754","4810","Sotuv Menejeri"
"5755","4811","Merchendayzer"
"5756","4811","Kassir"
"5757","4812","Uyg'ur oshpaz"
"5758","4813","???????? / ??????????"
"5759","4815","Information Technology"
"5760","4816","Online Marketing"
"5761","4816","Advertising"
"5762","4817","????? ????????"
"5763","4819","Call Center Operator"
"5764","4822","Ayollar"
"5765","4823","Call operator"
"5766","4824","???????? ?????????"
"5767","4825","?????????????"
"5768","4826","Dokon ishchisi"
"5769","4826","Mollari uslubchisi"
"5770","4827","Mebel ishlab chiqarish mutaxasisi"
"5771","4828","Kuryer"
"5772","4829","Spa terapevti"
"5773","4829","Makiyajchi"
"5774","4830","??????? ??????????"
"5775","4831","Pokiza Ayolar"
"5776","4832","?????????????"
"5777","4833","Konsultant"
"5778","4833","Sotuvchi"
"5779","4834","????????"
"5780","4834","??????????"
"5781","4835","?????? ????????"
"5782","4836","Ish sohasi"
"5783","4837","Ishchilar"
"5784","4838","????????"
"5785","4839","??????"
"5786","4839","????????"
"5787","4839","?????????"
"5788","4840","????"
"5789","4841","??????"
"5790","4841","???????? ?????"
"5791","4841","?????????"
"5792","4841","22 ????? ?????"
"5793","4841","????????"
"5794","4841","????????"
"5795","4841","??? ??????"
"5796","4842","???????? ????-??????"
"5797","4843","Mebel ishlab chiqaruvchi"
"5798","4845","Kur?er"
"5799","4846","?????? ????????"
"5800","4846","????? ????????"
"5801","4847","Operator"
"5802","4849","Savdo va marketing"
"5803","4850","?????"
"5804","4850","???????"
"5805","4850","?????????????"
"5806","4850","????????"
"5807","4850","?????? ???????"
"5808","4850","??????? ??????????"
"5809","4851","SMM specialist"
"5810","4852","Avtomobil sohasi"
"5811","4853","Pishiriqchi"
"5812","4854","?????? ??????"
"5813","4855","Uborkachi"
"5814","4855","O'shpaz"
"5815","4855","Ofitsiant"
"5816","4858","?????-?????????? ??????"
"5817","4859","Savdo Vakili"
"5818","4860","?????????"
"5819","4861","Call Center Operator"
"5820","4862","???????????"
"5821","4863","Operator"
"5822","4864","????"
"5823","4864","??????????"
"5824","4864","???????? ???????"
"5825","4865","Call Center Operator"
"5826","4866","Tozalik Xizmatlari"
"5827","4867","Assistant cook"
"5828","4867","Waiter"
"5829","4867","Cashier"
"5830","4867","Electrician"
"5831","4867","Dishwasher"
"5832","4867","Plumber"
"5833","4867","Salesperson"
"5834","4867","Cook"
"5835","4868","Sotuvchi qizlar"
"5836","4868","Shartnoma bo'limi"
"5837","4868","Yuk tashuvchi"
"5838","4868","Marketing"
"5839","4868","Mebelchi"
"5840","4868","Shaxsiy Labo moshinasi bor haydovchi"
"5841","4868","Omborchi"
"5842","4868","Oshpaz"
"5843","4868","Farrosh"
"5844","4869","????? ???????"
"5845","4869","??? ??????"
"5846","4870","Operator"
"5847","4871","Oddiy ishchi"
"5848","4872","Call Operator"
"5849","4873","Trikotaj ustasi"
"5850","4874","Reklama"
"5851","4874","Sotuv"
"5852","4875","Fabrikat ishchisi"
"5853","4876","Call Centr Operator"
"5854","4877","Sotuvchi"
"5855","4877","Konsultant"
"5856","4878","Bumaga ishlab chiqarish"
"5857","4878","Tayyorlovchi"
"5858","4878","Mashin to'lash"
"5859","4879","Injener-Texnolog"
"5860","4880","?????????????"
"5861","4881","??????"
"5862","4882","????? ????????"
"5863","4883","Sotuvchi-kassir"
"5864","4883","Universal xodim"
"5865","4884","Kuryer"
"5866","4886","??? ???? ???? ?????????"
"5867","4887","Call Centr Operator"
"5868","4889","Tikuvchi"
"5869","4890","Bojxona rasmiylashtiruvi mutaxassisligi"
"5870","4891","Sotuv menejeri"
"5871","4892","???????"
"5872","4892","????? ??????"
"5873","4892","?????????? ??? ?? ????????"
"5874","4892","???????? ??? ?? ????????"
"5875","4892","????? ???????????? ????????"
"5876","4893","Avto-kuryer"
"5877","4894","Call Center ?????????"
"5878","4895","Yurist"
"5879","4896","Kompyuter ishlari"
"5880","4896","Mahsulot to'plash"
"5881","4898","Paxta Gul Chizish Ustasi"
"5882","4898","Moykachi"
"5883","4899","?????"
"5884","4899","????"
"5885","4900","Videographer"
"5886","4900","Social Media Manager"
"5887","4901","Chuchvara ishchi"
"5888","4901","Yarim tayyor maxsulotlar ishchi"
"5889","4903","Various"
"5890","4904","????"
"5891","4906","Sotuvchi"
"5892","4907","Operator"
"5893","4908","Konditer"
"5894","4908","Oshpaz"
"5895","4908","Ishchi"
"5896","4908","Farrosh"
"5897","4909","Uborkachi"
"5898","4911","???????"
"5899","4911","????"
"5900","4912","Chips va Suxarik ishlab chiqarish"
"5901","4913","Sotuv Menjeri"
"5902","4914","Sotuvchi operator"
"5903","4915","????? ?????????"
"5904","4915","????????"
"5905","4916","Administrator"
"5906","4917","Gruzchik"
"5907","4917","Sotuvchi"
"5908","4917","HR mutaxassisi"
"5909","4919","Call Center Operator"
"5910","4920","???????"
"5911","4921","Marketing Specialist"
"5912","4923","Administrator"
"5913","4924","Moykachi"
"5914","4924","Somsa qiruvchi"
"5915","4925","Customer Service"
"5916","4925","Fast Food Worker"
"5917","4926","Ustanovkachi"
"5918","4927","Yuk ortuvchi"
"5919","4927","Hamshira"
"5920","4927","Yig'uvchi"
"5921","4928","Sotuv operatori"
"5922","4929","Sotuv"
"5923","4929","Agent"
"5924","4930","Penablok ???? ??????"
"5925","4931","Tarjimon"
"5926","4932","Savdo menedjeri"
"5927","4933","????????"
"5928","4934","Savdo va xizmat"
"5929","4934","Ishchi"
"5930","4935","Sotuvchi"
"5931","4936","Sotuv menejeri"
"5932","4937","Ishchi"
"5933","4938","Do'kon ishchisi"
"5934","4939","Administrator"
"5935","4940","??????? ?????? ??????"
"5936","4941","Marketing"
"5937","4942","Programming"
"5938","4942","Software Development"
"5939","4943","Ishgar"
"5940","4944","????????"
"5941","4944","????? ?????????"
"5942","4945","Call centr ????????"
"5943","4945","??????? (?????????????)"
"5944","4945","Farrosh"
"5945","4946","Chuchvara ishga taklif"
"5946","4947","Menejer"
"5947","4948","Raznirabochi"
"5948","4950","Burchatka sexga"
"5949","4951","Yotoqxona ishchi"
"5950","4952","Shartnoma bo'limi ishga yaroqli shaxslar"
"5951","4952","Marketing mutaxassis"
"5952","4952","Sotuvchi qizlar va erkaklar"
"5953","4952","Yuk tashuvchi"
"5954","4952","Omborchi"
"5955","4952","Mebelchi"
"5956","4952","Oshpaz"
"5957","4952","Farrosh"
"5958","4954","Rayner"
"5959","4954","Ofitsiant"
"5960","4954","Uborka"
"5961","4955","Front-End Developer"
"5962","4955","Web Developer"
"5963","4956","Haydovchi"
"5964","4956","Gilam yuvishchi"
"5965","4956","Gilam pardozlashchi"
"5966","4956","Ekspeditor"
"5967","4957","Sotuvchi operator"
"5968","4958","Brand face mutaxassis"
"5969","4960","Ishchi"
"5970","4961","Shogirt"
"5971","4961","Master Ustasi"
"5972","4962","Kassir"
"5973","4962","Sotuvchi"
"5974","4963","Operator"
"5975","4963","Mudir yordamchisi"
"5976","4964","Karkaz"
"5977","4964","Lobzikchi"
"5978","4964","Texnolog yordamchisi"
"5979","4964","Machalka"
"5980","4964","Abivka"
"5981","4965","Bosh povar"
"5982","4965","Shashlikchi"
"5983","4966","Ofitsantka"
"5984","4966","Salatchi"
"5985","4967","Savdo agenti"
"5986","4968","???????"
"5987","4968","???????????"
"5988","4969","????????"
"5989","4969","????????"
"5990","4971","????????-2"
"5991","4972","Erkaklar"
"5992","4972","Ayollar"
"5993","4974","Software Developer"
"5994","4975","Programming"
"5995","4975","Software Development"
"5996","4976","Human Resources"
"5997","4977","Marketing Specialist"
"5998","4979","Operator"
"5999","4980","Sotuv menejer"
"6000","4980","Operator"
"6001","4981","?????"
"6002","4982","???????? ?? ????????"
"6003","4985","?????????"
"6004","4985","????? ?????????"
"6005","4985","???????"
"6006","4986","Sotuv"
"6007","4986","Konsultant"
"6008","4987","Call Center Operator"
"6009","4990","Farrosh"
"6010","4991","Upakovka xizmatlar"
"6011","4992","Sklad xodimi"
"6012","4993","Xizmat ko'rsatish"
"6013","4993","Sotuv"
"6014","4995","Java Development"
"6015","4995","Software Development"
"6016","4996","Marketing"
"6017","4997","????????"
"6018","4997","????? ?????????"
"6019","4998","Gilam yuvuvchi"
"6020","4999","Xonadonchi"
"6021","5000","Operator"
"6022","5001","Pikar ishchisi"
"6023","5001","Kandolatchi"
"6024","5002","Sotuv Menjeri"
"6025","5003","BEZAK yoÆnalishi"
"6026","5004","Maxsulotlar ishchi"
"6027","5006","????"
"6028","5007","Sotuv"
"6029","5007","Kassir"
"6030","5008","BEZAK yoÆnalishi(?????????)"
"6031","5009","Sotuv operatori"
"6032","5011","??????????"
"6033","5013","Sotuvchi - kassir"
"6034","5013","Sotuvchi"
"6035","5014","Sotuvchi"
"6036","5014","Kassir"
"6037","5016","Oziq ovqat dokoni hodimi"
"6038","5018","?????"
"6039","5020","Sotuvchi"
"6040","5021","IT Specialist"
"6041","5021","Network Administrator"
"6042","5021","Technical Support Specialist"
"6043","5022","Massajchi"
"6044","5023","Ishchi"
"6045","5023","Davrchi"
"6046","5024","????????"
"6047","5024","????? ?????????"
"6048","5025","Sotuv Manager"
"6049","5027","Ishchilar"
"6050","5028","????????"
"6051","5028","???????????"
"6052","5029","Mebel ishlab chiqarish"
"6053","5030","Yordamchi"
"6054","5030","Halol Sotuvchi"
"6055","5031","Kraskachi"
"6056","5031","Svarchilar"
"6057","5031","Blokchi"
"6058","5032","????? ????"
"6059","5033","Qarzdorlikni undirish bo'yicha mutaxassis"
"6060","5034","Oshpaz"
"6061","5035","Hostel Receptionist"
"6062","5036","Oshxona ishchisi"
"6063","5036","Buyum ishlab chiqaruvchi"
"6064","5038","???????"
"6065","5038","???????????"
"6066","5038","????????"
"6067","5038","?????????"
"6068","5038","???????"
"6069","5038","??????????"
"6070","5039","Sotuv operatori"
"6071","5040","?????? ?????????"
"6072","5040","???????"
