"id","is_job_vacancy","message_id","job_name","company_name","job_type","job_salary","job_descriptions","input_language","job_date","is_active","is_verified","created_at","updated_at"
"1140","1","577100","???????? ?????","?? ? ????? ????? ???? ???????","Full-Time","????? ???? ?????????","????? ???? ????????? ???????? ?????","uz","2024-09-21 15:49:27","1","0","2024-09-21 15:49:27","2024-09-21 15:49:27"
"1141","1","578100","Operator","Shinam offic","Full-Time","5.000.000 - 20.000.000 monthly","Operator position in call center with sales incentives.","uz","2024-09-21 15:49:27","1","0","2024-09-21 15:49:27","2024-09-21 15:49:27"
"1142","1","579100","Boboy Uzbek Eatery","Boboy Uzbek Eatery","Full-Time","250,000 - 350,000 UZS daily","Join our team at Boboy Uzbek Eatery as we are looking for talented and ambitious staff for various positions.","uz","2024-09-21 15:49:28","1","0","2024-09-21 15:49:28","2024-09-21 15:49:28"
"1144","1","581100","????? ??????????","????? ??????????","Full-Time","3.000.000 - 6.000.000 OYIGA + ????????","?? ?????? ??????? ?????? ????","uz","2024-09-21 15:49:29","1","0","2024-09-21 15:49:29","2024-09-21 15:49:29"
"1146","1","583100","Video kuzatuv kameralarini sotuvchilikka call center va xisob kitob biladigan excel chunadigan xodimlar","N/A","Full-Time","3.000.000dan 10.000.000gacha","Sotuvchilik va xisob kitob kerakli chunadigan xodimlar uchun bo'sh ish o'rinlari mavjud","uz","2024-09-21 15:49:30","1","0","2024-09-21 15:49:30","2024-09-21 15:49:30"
"1147","1","584100","Super Eco Cleaning - Haydovchilikga ish","Super Eco Cleaning GILAM YUVISH KORXONASI","Full-Time","2,500,000dan 4,000,000gacha","O'gil bolalarni æÆ Super eco cleaningö GILAM YUVISH KORXONASIGA haydovchilikga ishga taklif qilamiz. Ish tajribasi bolishi shart 5 yildan kop staj bo'lishi shart. Yoshlari 25dan 40 gacha bo'lishi kerak. 3 Mahal ovqat, Yoqtoq joy, chomilish uchun sharoitlar ish xona hisobidan. Mehmatkash bollar kerak. Ish vahti 8:00dan 20:00 gacha, 13:00dan 14:00 gacha abed. OYLIK 2.500.000 dan 4.000.000 gacha.","uz","2024-09-21 15:49:30","1","0","2024-09-21 15:49:30","2024-09-21 15:49:30"
"1148","1","585100","Mebel ishchi","not defined","Full-Time","Kelinayotgan","MDF va LDSP bilan ishlash, mebel yig'ish, materiallarni tayyorlash va ularni yig'ish","uz","2024-09-21 15:49:30","1","0","2024-09-21 15:49:30","2024-09-21 17:06:09"
"1149","1","586100","??????","HR Effect","Full-Time","5.000.000 dan 10.000.000 gacha","20 ?????? 35 ??????? ???? ?? ?????? ???? ?????, ??????? ??????????","uz","2024-09-21 15:49:31","1","0","2024-09-21 15:49:31","2024-09-21 15:49:31"
"1151","1","588100","Tibbiyot Sohasidagi Yetakchi Lavozimlar","N/A","Full-Time","4 000 000 soæmdan 15 000 000 soæmgacha + Bonuslar","Tibbiyot sohasidagi yangi qahramonlar qatoriga qo'shiling va o'z karyerangizni biz bilan yuksaltiring!","uz","2024-09-21 15:49:31","1","0","2024-09-21 15:49:31","2024-09-21 15:49:31"
"1152","1","589100","Koæylakka yopishtiradigan toshlar ishchisi","Opa-Singillar","Full-Time","DOIMIY ISH VA OYLIK ╥Z VAQTIDA BERILADI","Ko'ylak toshlari tsexiga 30 yoshgacha boælgan harakati chaqqon b≥lgan opa-singillarimizni ishga taklif qilamiz.","uz","2024-09-21 15:49:32","1","0","2024-09-21 15:49:32","2024-09-21 15:49:32"
"1153","1","590100","Yandex eats kuryer","Yandex eats","Full-Time","4.000.000 dan -10.000.000 gacha","Kafe restoranlardan ovqat yetkazib berish xizmati.","uz","2024-09-21 15:49:32","1","0","2024-09-21 15:49:32","2024-09-21 15:49:32"
"1155","1","592100","Komir Briket Ishlab Chiqarish Korxonasi","not defined","Full-Time","800-900$","Shashlik uchun komir briket ishlab chiqarish korxonasi","uz","2024-09-21 15:49:33","1","0","2024-09-21 15:49:33","2024-09-21 17:06:09"
"1156","1","593100","Call Center Operator","Xususiy Universitet","Full-Time","3.000.000 - 5.000.000 so'm","Xususiy Universitetga call sentrga ishga taklif qilamiz","uz","2024-09-21 15:49:34","1","0","2024-09-21 15:49:34","2024-09-21 15:49:34"
"1157","1","594100","Fresh Anor Brand Trade Agent","Only Fresh ?????","Full-Time","6.000.000 - 12.000.000 monthly","Trade agent needed for Fresh Anor brand","uz","2024-09-21 15:49:34","1","0","2024-09-21 15:49:34","2024-09-21 15:49:34"
"1159","1","596100","Sotuv Operatori","not defined","Full-Time","3.000.000dan 20.000.000 gacha (sotuvdan % + bonus)","Sotuv menedjeri lavozimiga ishga taklif etamiz.","uz","2024-09-21 15:49:35","1","0","2024-09-21 15:49:35","2024-09-21 17:06:09"
"1161","1","598100","Moykaga ish","not defined","Full-Time","120.000","Yaxshi ishlaganlarga yotoqhona qilib beramiz bepul. 70 mingdan 120 minggacha moshina yuvish narxlari 60/40 ishlanadi.","uz","2024-09-21 15:49:36","1","0","2024-09-21 15:49:36","2024-09-21 17:06:09"
"1164","1","601100","ADMINSTRATOR RECEPTION","not defined","Full-Time","3.500.000-4.000.000","Faqat qizlar uchun, 20-27 yoshdagi qizlar uchun.","uz","2024-09-21 15:49:37","1","0","2024-09-21 15:49:37","2024-09-21 17:06:09"
"1165","1","602100","Gilam yuvish fabrikasi ishga","not defined","Full-Time","3.500.000 - 7.000.000 soæm","Osiyob boruchidaromat ish","uz","2024-09-21 15:49:38","1","0","2024-09-21 15:49:38","2024-09-21 17:06:09"
"1166","1","603100","Chuchvara ishlab chiqarish korxonasi","not defined","Full-Time","Oylik 3.500.000 so'm va undan yuqori","Faqatgina Toshkent shahri aholisini ishga taklif kilamiz!! Chuchvara ishlab chiqarish korxonasiga 18 yoshdan 35 yoshgacha bolgan aδllarini ishga taklif kilamiz!! Bizning jamoaga: ozoda saramjon hush muomala chakon aδllar kerak. Ish vaqti kelishuv asosida. Etiboring ishga faqat Toshkent shahrida istiqomat kiluvchi aδllariga taklif qilinadi!! Yotoq joyi yo'q!!!","uz","2024-09-21 15:49:38","1","0","2024-09-21 15:49:38","2024-09-21 17:06:09"
"1168","1","605100","Savdo Menejeri","IT faoliyat olib boradigan firma","Full-Time","3.5mln+","IT sohasida faoliyat olib boradigan firmaga o'z xizmatlarini sotish maqsadida savdo menejerlari kerak.","uz","2024-09-21 15:49:38","1","0","2024-09-21 15:49:38","2024-09-21 15:49:38"
"1169","1","606100","Chorva fermaga ishchi","not defined","Full-Time","2 000 000 so'mdan boshlanadi","Yosh: 35-50. Kunlik ovqat va yotoqxona ishxona hisobidan","uz","2024-09-21 15:49:39","1","0","2024-09-21 15:49:39","2024-09-21 17:06:09"
"1170","1","607100","?????? ????? ??????? ?????????","not defined","Full-Time","3 000 000 ??? 10 000 000 ????","?? ????????  18 ????? 40 ?????? ?????? ?????????? ???? ?????? ?????.","uz","2024-09-21 15:49:39","1","0","2024-09-21 15:49:39","2024-09-21 17:06:09"
"1171","1","608100","?????????????????/????-????????","Vestco","Full-Time","?? 3.500.000 ???","?????????????????/????-????????","uz","2024-09-21 15:49:40","1","0","2024-09-21 15:49:40","2024-09-21 15:49:40"
"1172","1","609100","Prodyuser, Senarist / Piar menejer","Siddikova Muxlisa","Full-Time","+ 500$","Men Siddikova Muxlisadan bo'lgan ish imkoniyati haqida ma'lumot beraman.","uz","2024-09-21 15:49:40","1","0","2024-09-21 15:49:40","2024-09-21 15:49:40"
"1173","1","610100","Kafe xodimi","Manzil Kafe","Full-Time","180 000 so'm","Kafe xodimi lavozimi","uz","2024-09-21 15:49:40","1","0","2024-09-21 15:49:40","2024-09-21 15:49:40"
"1174","1","611100","QANDOLOT VA TESHKULCHA SEHIGA O'G'IL VA QIZLARNI ISHGA TAKLIF QILAMIZ","Not specified","Full-Time","2 000 000 - 5 000 000 (O'zbek sum)","18 yoshdan 35 yoshgacha qandolot va teshkulcha sehilarga ish imkoniyati.","uz","2024-09-21 15:49:41","1","0","2024-09-21 15:49:41","2024-09-21 15:49:41"
"1176","1","613100","Oshpaz and Officiant positions","Yashnobod tumanida mexmonxona","Full-Time","Oshpaz: 8.000.000 som, Officiant: 4.000.000 som","Yashnobod tumanida joylashgan mexmonxonaga","uz","2024-09-21 15:49:42","1","0","2024-09-21 15:49:42","2024-09-21 15:49:42"
"1177","1","614100","????? ????????? ???? ??????","not defined","Full-Time","Kelishamiz","????? ????????? ???? ?????? ????????.","uz","2024-09-21 15:49:42","1","0","2024-09-21 15:49:42","2024-09-21 17:06:09"
"1178","1","615100","??? ??????? ????? ?????????","@alboomtour","Full-Time","2,500,000 - 10,000,000 so'm","???????????, ????? ????????, ??????????","uz","2024-09-21 15:49:43","1","0","2024-09-21 15:49:43","2024-09-21 15:49:43"
"1179","1","616100","To'y liboslari ishlab chiqarish Fabrikasi ish o'rinlari","not defined","Full-Time","2.000.000 dan 6.000.000gacha","BEZAK yoÆnalishi(?????????) bo'yicha ish oÆrinlariga ishga taklif etamiz","uz","2024-09-21 15:49:43","1","0","2024-09-21 15:49:43","2024-09-21 17:06:09"
"1180","1","617100","Eshik va Mebel sehiga shkurkachi","not defined","Full-Time","2.500.000-4.000.000","Erkaklar va Ayollar uchun ish","uz","2024-09-21 15:49:44","1","0","2024-09-21 15:49:44","2024-09-21 17:06:09"
"1182","1","619100","Davlat ishidan foydalanish uchun imkoniyat","TeriumPRO","Full-Time","140 min sum bilan 53 million daromad","Kompaniyamizda 18 yoshdan yuqori bolgan ayol kizlarimiz uchun ish imkoniyati mavjud. Qulay yunalishlar, exsonlar fondi, bepul sayohatlar, turizm, investitsiyalar, aroma va korporativ tovarlar kabi sohalarda hurmatli mavqelarni topish imkoniyati.","uz","2024-09-21 15:49:45","1","0","2024-09-21 15:49:45","2024-09-21 15:49:45"
"1183","1","620100","Avto chexol sehiga tikuvchi","not defined","Full-Time","2.000.000 dan 4.000.000 gacha","Tikuvchilar malakalik bolishi shart. Yosh chegarasi 20 yoshdan 35 yoshgacha. Ayol va qizlarni taklif qiladi. Yotib ishlashga joy yoq. 1 maxal ovqat.","uz","2024-09-21 15:49:45","1","0","2024-09-21 15:49:45","2024-09-21 17:06:09"
"1184","1","621100","AD*Star ??????????? ???????????? ???????? ???????? ???? ???? ?????????","OOOôUzPolitex Holdingö","Full-Time","????? 3,000,000 ?????? ?????????","????????, ?????????, ???????, ??????? ???????? ?????????, ??????? ???????????? ????? ??????? ??????.","uz","2024-09-21 15:49:45","1","0","2024-09-21 15:49:45","2024-09-21 15:49:45"
"1186","1","623100","????????????","???? ???????????","Full-Time","3500 ??????? ???????","?? ????: ?????? ??????, ?????-?????????. ???? ???????????","uz","2024-09-21 15:49:46","1","0","2024-09-21 15:49:46","2024-09-21 15:49:46"
"1187","1","624100","Firmaga Kredit oÆlimi uchun ish","not defined","Full-Time","7.500.000","Firmaga Kredit oÆlimi uchun ishga taklif qilamiz","uz","2024-09-21 15:49:46","1","0","2024-09-21 15:49:46","2024-09-21 17:06:09"
"1188","1","625100","Parus oilaviy kafe uchun ofitsantlik, idish yuvish, farroshlik ishlar","Parus oilaviy kafe","Full-Time","kelishamiz","Hudud: Andijon, Yosh: 18-45","uz","2024-09-21 15:49:47","1","0","2024-09-21 15:49:47","2024-09-21 15:49:47"
"1189","1","626100","????????-??????????? ? ???????? MEGAPLANET AVVA","MEGAPLANET AVVA","Full-Time","3.500.000 - 4.500.000 so'm oylik","18 ???? ?????? ??? ??????? ?????? ?????!  ????? ??????????, ??????an1% ?????? ???????? 0,5%.","uz","2024-09-21 15:49:47","1","0","2024-09-21 15:49:47","2024-09-21 15:49:47"
"1190","1","627100","Various Positions at ENTER Engineering Pte.Ltd and ENTER MACHINERIES SERVICE","ENTER Engineering Pte.Ltd and ENTER MACHINERIES SERVICE","Full-Time","Depends on position","Various positions available for operators, mechanics, electricians, and other technical roles.","uz","2024-09-21 15:49:48","1","0","2024-09-21 15:49:48","2024-09-21 15:49:48"
"1191","1","628100","Oziq ovqat do'koni sotuvchi","not defined","Full-Time","3.000.000","To'ng'ich taomlar bo'yicha do'kondagi bandarlar ustida ishlash.","uz","2024-09-21 15:49:48","1","0","2024-09-21 15:49:48","2024-09-21 17:06:09"
"1192","1","629100","????? ?? ??????? ?????????","not defined","Full-Time","3.500.000 dan boshlanadi","????? ?? ??????? ????????????? ??","uz","2024-09-21 15:49:49","1","0","2024-09-21 15:49:49","2024-09-21 17:06:09"
"1193","1","630100","Call centre operator","Yunusobod Call Centre","Full-Time","4.000.000 dan 10.000.000 gacha","Full-time position for a call centre operator","uz","2024-09-21 15:49:49","1","0","2024-09-21 15:49:49","2024-09-21 15:49:49"
"1194","1","631100","SMM Manager","Tashkent Motors avtosaloni","Full-Time","2.000.000","SMM Manager kerak!","uz","2024-09-21 15:49:50","1","0","2024-09-21 15:49:50","2024-09-21 15:49:50"
"1195","1","632100","Milliy Taomlar ish taklifi","not defined","Full-Time","3.000.000 + % 9.000.000 gacham","Yo'nalish: Afy'siyonlar, barman, zav-zal, ish yurutuvchilar","uz","2024-09-21 15:49:50","1","0","2024-09-21 15:49:50","2024-09-21 17:06:09"
"1196","1","633100","Kanditerskiy sexga bulichkachi","Kurasan","Full-Time","3.000.000 - 5.000.000 UZS","Kanditerskiy bulichkachi kerak. Ish vaqti noch. Pitaniya bor.","uz","2024-09-21 15:49:51","1","0","2024-09-21 15:49:51","2024-09-21 15:49:51"
"1197","1","634100","Savdo agentlari","BIZNES AZIYA korxonasi","Full-Time","Oylik: Ishga qarab","BIZNES AZIYA korxonasi savdo agentlarini ishga taklif etadi.","uz","2024-09-21 15:49:51","1","0","2024-09-21 15:49:51","2024-09-21 15:49:51"
"1198","1","635100","Oziq ovqat dokoni ishchisi","not defined","Full-Time","2.400.000 - 3.500.000 UZS","25-35 yoshdagi ayol kishi uchun oziq ovqat dokonida ish","uz","2024-09-21 15:49:51","1","0","2024-09-21 15:49:51","2024-09-21 17:06:09"
"1200","1","637100","????????-??????????? (??????? ??????? ??????)","in.Avanti","Full-Time","4.000.000 ???","????????-??????????? ? ???????? ??????? ?????? in.Avanti","uz","2024-09-21 15:49:53","1","0","2024-09-21 15:49:53","2024-09-21 15:49:53"
"1201","1","638100","Ustalar ishiga taklif!","Ishonch viza markazi","Full-Time","Oylik 2000$-2200$","Fasad ishchisi, Laminat ustasi, G'ish teruvchi ustalar","uz","2024-09-21 15:49:53","1","0","2024-09-21 15:49:53","2024-09-21 15:49:53"
"1202","1","639100","Operator","not defined","Full-Time","2.000.000-15.000.000 soÆm","QAYNOQ ISH O`RNI OCHILDI Aperator (Toshkent)","uz","2024-09-21 15:49:53","1","0","2024-09-21 15:49:53","2024-09-21 17:06:09"
"1203","1","640100","METALL GRID ????????? ????? ??????? ?????? ?????????? ???? ?????? ??????","METALL GRID ?????????","Full-Time","3.000.000 so'm","METALL GRID korhonasi ishlab chikarish cehiga 25-40 yoshdagi erkaklarni ishga taklif kiladi.","uz","2024-09-21 15:49:54","1","0","2024-09-21 15:49:54","2024-09-21 15:49:54"
"1204","1","641100","Kiyim Kechak Omboriga Ishga Olamiz","not defined","Full-Time","2.500.000 - 3.500.000 so'm","Turar joy bor! Qiladigan ishlar tovarlarni tushurish, ortish, taqsimlash, upakovka qilishdan iborat","uz","2024-09-21 15:49:54","1","0","2024-09-21 15:49:54","2024-09-21 17:06:09"
"1205","1","642100","Meat King (oila restorani) ish joylari","Meat King (Oila Restorani)","Full-Time","6 mln UZS gacha oylik","Meat King (oila restorani) ga ishga taklif qilinadi.","uz","2024-09-21 15:49:54","1","0","2024-09-21 15:49:54","2024-09-21 15:49:54"
"1206","1","643100","????????","?????? ???????","Full-Time","3.500.000 O'zbek so'm","???????? ???? ?????? 25-40 ??? ?????","uz","2024-09-21 15:49:55","1","0","2024-09-21 15:49:55","2024-09-21 15:49:55"
"1209","1","646100","Gilam yuvish sehiga ish","not defined","Full-Time","3.000.000-5.000.000 so'm","3 kun stajirovka(ishlab ketsa usha 3 kun stajirovkagaham pul qoshib beriladi)","uz","2024-09-21 15:49:56","1","0","2024-09-21 15:49:56","2024-09-21 17:06:09"
"1210","1","647100","?? ????????","not defined","Full-Time","5.000.000dan 10.000.000 gacha","?????? ?? ????????","uz","2024-09-21 15:49:56","1","0","2024-09-21 15:49:56","2024-09-21 17:06:09"
"1212","1","649100","ISH TURI - MASON","ONLINE ISH OLISH BORISH","Remote","Berging vasifalarini bajarishning zararlari bilan bog'liq","Ish o'rgatiladi 0 dan diplom shart emas. Iltimos ishlash niyatida bo'lganlar murojaat qilsin. Ish staj ketadi.","uz","2024-09-21 15:49:57","1","0","2024-09-21 15:49:57","2024-09-21 15:49:57"
"1213","1","650100","???????? ?? ???????? ???????????? ????????????? ???????????? ? ?????????","not defined","Full-Time","5.000.000 so'm oylik","???????? ?? ???????? ???????????? ????????????? ???????????? ? ?????????.","uz","2024-09-21 15:49:57","1","0","2024-09-21 15:49:57","2024-09-21 17:06:09"
"1214","1","651100","?????????????","not defined","Full-Time","15000 ????","??????? ????? ????? ???? ????????? ?????? ?????.","uz","2024-09-21 15:49:58","1","0","2024-09-21 15:49:58","2024-09-21 17:06:09"
"1215","1","652100","Kassir va choy/coffee tayyorlash uchun ishchi","Tea cafe","Full-Time","$300+","Bizga qo'shiling va ish tajribasiga ega bo'ling","uz","2024-09-21 15:49:58","1","0","2024-09-21 15:49:58","2024-09-21 15:49:58"
"1216","1","653100","Shustri yigit qizlarniá (targoviy agent ) sotuvchilikga ish","not defined","Full-Time","3.000.000 boshlanadi","KAMERA VIDEO NABLUDENIYA savdogarlarga bolib tolashga sotamiz","uz","2024-09-21 15:49:58","1","0","2024-09-21 15:49:58","2024-09-21 17:06:09"
"1217","1","654100","Grand Excellent poyafzal ishlab chiqaruvchi ko'rxona","Grand Excellent","Full-Time","100,000 so'm kuniga","Grand Excellent ko'rxonasi ranglarni yaxshi tushinadigon kolorist, kauchuk podoshva stanoki va EVA podoshva stanoki uchun ishga qabul qiladi.","uz","2024-09-21 15:49:59","1","0","2024-09-21 15:49:59","2024-09-21 15:49:59"
"1219","1","656100","Salfetka sexga ish","not defined","Full-Time","","8:00 dan 19:00 gacha ish vaqtini taqdim etamiz. Faqat qizlarni ishga olamiz.","uz","2024-09-21 15:50:00","1","0","2024-09-21 15:50:00","2024-09-21 17:06:09"
"1220","1","657100","Sotuv operatori","not defined","Full-Time","3.000.000 - 20.000.000 so'm oylik","Call-markazda sotuv menedjeri bo'lish. Call-markaz orqali sotuvlarni amalga oshirish.","uz","2024-09-21 15:50:00","1","0","2024-09-21 15:50:00","2024-09-21 17:06:09"
"1221","1","658100","Sotuv operatori","MaÆdaniyat instituti","Full-Time","3.000.000 - 20.000.000 so'm oylik","Sotuv menedjeri lavozimiga ish joyi","uz","2024-09-21 15:50:01","1","0","2024-09-21 15:50:01","2024-09-21 15:50:01"
"1222","1","659100","Qizlarni Massaj Salonga Ish","Sog?lomlashtirish markazi","Full-Time","600$ boshlanadi","Qizlarni massaj salonga ishga taklif qilamiz","uz","2024-09-21 15:50:01","1","0","2024-09-21 15:50:01","2024-09-21 15:50:01"
"1223","1","660100","GILAM YUVISH FABRIKASI ISHI","not defined","Full-Time","3.000.000 - 5.000.000 so'm oylik","Yotoq joy, 3 mahal ovqat, ko'rpa to'shak, cho'milish uchun shart sharoitlar.","uz","2024-09-21 15:50:02","1","0","2024-09-21 15:50:02","2024-09-21 17:06:09"
"1224","1","661100","Sotuvchi Ovqat Sotish Boyicha","Comfort Catering Jamoasi","Full-Time","3.000.000 UZS boshlanadi","Ayolarni Ishga taklif Etadi","uz","2024-09-21 15:50:02","1","0","2024-09-21 15:50:02","2024-09-21 15:50:02"
"1226","1","663100","Call Center Sales Manager","Company Name not provided","Full-Time","4000.000-9.000.000 UZS monthly","We are looking to hire female sales operators for the Call Center Sales Manager position.","uz","2024-09-21 15:50:03","1","0","2024-09-21 15:50:03","2024-09-21 15:50:03"
"1227","1","664100","Aplikatsa koz tershga sehga","not defined","Full-Time","3.000.000dan 6.000.000gacha","18-35 yoshdagi ayollar uchun ish imkoniyati.","uz","2024-09-21 15:50:03","1","0","2024-09-21 15:50:03","2024-09-21 17:06:09"
"1229","1","666100","Sotuvchi Ovqat Sotish Boyicha","Comfort Catering Jamoasi","Full-Time","3.000.000 so'm boshlanadi","Comfort Catering Jamoasi Ayolarni Ishga taklif Etadi","uz","2024-09-21 15:50:04","1","0","2024-09-21 15:50:04","2024-09-21 15:50:04"
"1230","1","667100","International Job Opportunities","scattravel","Full-Time","2500-5000$","Various job opportunities available in Russia, Dubai, England, Poland, Germany, etc.","uz","2024-09-21 15:50:04","1","0","2024-09-21 15:50:04","2024-09-21 15:50:04"
"1233","1","670100","Sotuvchi va Gruznik Lavozimi","not defined","Full-Time","3.200.000 so'mdan boshlanadi","Sotuvchi va Gruznik Lavozimiga ishga taklif qilamiz. Bloger ham kerak","uz","2024-09-21 15:50:05","1","0","2024-09-21 15:50:05","2024-09-21 17:06:09"
"1234","1","671100","Savdo agenti va merchendayzer","not defined","Full-Time","4.000.000 dan+%dan 20.000.000 gacha","Dillerlik firmaga savdo agenti va merchendayzer lavozimiga ishga taklif qilamiz","uz","2024-09-21 15:50:05","1","0","2024-09-21 15:50:05","2024-09-21 17:06:09"
"1235","1","672100","Tur-Mijozlar bilan ishlash olis borishi","SHOXISTAFL","Full-Time","Ishlashga qarab","Mijozlar bilan ishlash olis borishi","uz","2024-09-21 15:50:06","1","0","2024-09-21 15:50:06","2024-09-21 15:50:06"
"1236","1","673100","Sotuvchi","Aboy firmasi","Full-Time","3.000.000 - 8.000.000","Orikzor Jomiy Bektopi Qoyliqda magazinlarimiz bor","uz","2024-09-21 15:50:06","1","0","2024-09-21 15:50:06","2024-09-21 15:50:06"
"1237","1","674100","Tikuvchilarni ishga qabul qilish","not defined","Full-Time","Kelishiladi","Tikuvchi sifatida ish qilish imkoniyati","uz","2024-09-21 15:50:06","1","0","2024-09-21 15:50:06","2024-09-21 17:06:09"
"1240","1","677100","Student Promoter at Turon Telecom","Turon Telecom","Part-Time","Starting from 2,000,000 UZS","Promoting internet and TV services, canvassing the assigned area, and encouraging connections to the company's internet.","uz","2024-09-21 15:50:08","1","0","2024-09-21 15:50:08","2024-09-21 15:50:08"
"1241","1","678100","Online daromadga taklif","not defined","Freelance","Kunlik daromad 100minggacha","Online daromadga taklif qilinadi uyda o'tirgan holda pul ishlash uchun.","uz","2024-09-21 15:50:08","1","0","2024-09-21 15:50:08","2024-09-21 17:06:09"
"1242","1","679100","Massage Therapist, Cleaner, Cosmetologist, Nail Technician","Semeyno-ozdorovitelnaya klinika","Full-Time","Negotiable","Various positions available in a family health clinic in Tashkent. Seeking massage therapists, cleaners, cosmetologists, and nail technicians.","uz","2024-09-21 15:50:09","1","0","2024-09-21 15:50:09","2024-09-21 15:50:09"
"1243","1","680100","Povir dastafchik","Orzu burger","Full-Time","100.000 - 150.000 Oylik","Afitsand va afitsanka povir dastafchik","uz","2024-09-21 15:50:09","1","0","2024-09-21 15:50:09","2024-09-21 15:50:09"
"1244","1","681100","Kafel zavodi (Mosaicka) qizlar uchun ish o'rinlari","Kafel zavodi (Mosaicka)","Full-Time","Kelishiladi","Kafel zavodi (Mosaicka) qizlar uchun ish o'rinlari","uz","2024-09-21 15:50:10","1","0","2024-09-21 15:50:10","2024-09-21 15:50:10"
"1245","1","682100","Yosh parda dizayneri","not defined","Full-Time","2 500 000 so'm oylik","18-25 yoshlarda boÆlgan, dizayn sohasida ish tajribasi boÆlgan yoki tajribasi boÆmagan nozik didli va dizayn sohasida tafsil olgan yosh qizlarni ishga taklif qilamiz!","uz","2024-09-21 15:50:10","1","0","2024-09-21 15:50:10","2024-09-21 17:06:09"
"1246","1","683100","Remote Data Scientist for RFA company","RFA company","Remote","Starting from $3,500","Lead the design and development of an AI portal that integrates with SharePoint, enabling querying and interaction with stored data using natural language processing.","uz","2024-09-21 15:50:11","1","0","2024-09-21 15:50:11","2024-09-21 15:50:11"
"1247","1","684100","Sotuv menejer","Numa nutrition","Full-Time","5.000.000dan 17.000.000gacha","Sotuv menejerning vazifalari","uz","2024-09-21 15:50:11","1","0","2024-09-21 15:50:11","2024-09-21 15:50:11"
"1248","1","685100","Grato ??????????? ???????? ?????","Grato","Full-Time","2.0-3.0 mln. so'm","Hudud: Buxoro, Erkaklar uchun. Yosh: 18 dan. Oylik: Kelishiladi.","uz","2024-09-21 15:50:12","1","0","2024-09-21 15:50:12","2024-09-21 15:50:12"
"1250","1","687100","Reklama agentligiga texnik muhandislikga ish","not defined","Full-Time","2.000.000 - 4.000.000","Texnik muhandislik sohasida reklama agentligida ish","uz","2024-09-21 15:50:13","1","0","2024-09-21 15:50:13","2024-09-21 17:06:09"
"1251","1","688100","Offitsiantlik","Salom choyhona","Full-Time","160.000 - 250.000","Xorazm kafesiga ishchi Qizlar taklif qilinadi","uz","2024-09-21 15:50:13","1","0","2024-09-21 15:50:13","2024-09-21 15:50:13"
"1252","1","689100","SOTUV VAKILLARI","not defined","Full-Time","3.000.000 - 12.000.000 UZS","QIZLAR VA BOLLARNI ISHGA TAKLIF QILISH","uz","2024-09-21 15:50:14","1","0","2024-09-21 15:50:14","2024-09-21 17:06:09"
"1253","1","690100","?? ????? ????????","not defined","Full-Time","55000?-100000?(600$??? -1000$) ????? ??????","?? ????? ??? ( ????? ???)","uz","2024-09-21 15:50:14","1","0","2024-09-21 15:50:14","2024-09-21 17:06:09"
"1254","1","691100","Sotuv menejeri","SETAVOY MARKETING","Full-Time","Sotuvdan 20% gacha (Bonus+Fiksa)","Kelayotgan mijozlarga xizmat ko'rsatish va sotishni boshqarish","uz","2024-09-21 15:50:14","1","0","2024-09-21 15:50:14","2024-09-21 15:50:14"
"1255","1","692100","Manager ?? ???????? ???????????","OOO ½FAMILY GROUP╗","Full-Time","3.000.000 ??? + ????? ?????","???????? ?? ???????? ??????????? ½SUMI╗","uz","2024-09-21 15:50:15","1","0","2024-09-21 15:50:15","2024-09-21 15:50:15"
"1256","1","693100","Kassir va sotuvchi","Suvenir magazin","Full-Time","300$","Suvenir magazin uchun ishchi qidirilmoqda","uz","2024-09-21 15:50:16","1","0","2024-09-21 15:50:16","2024-09-21 15:50:16"
"1257","1","694100","Bolaga qarash va uy ishlariga yordamchi","not defined","Full-Time","3.000.000 - 4.000.000","25-35 yoshgacha bolgan ayol kishi ishga olaman","uz","2024-09-21 15:50:16","1","0","2024-09-21 15:50:16","2024-09-21 17:06:09"
"1258","1","695100","Online Social Media Manager","not defined","Part-Time","Daily pay","Managing online social media platforms for income generation.","uz","2024-09-21 15:50:16","1","0","2024-09-21 15:50:16","2024-09-21 17:06:09"
"1259","1","696100","Operator","not defined","Full-Time","5.000.000 - 20.000.000 monthly","Operator position available in Tashkent. Must have 100% proficiency in Uzbek language.","uz","2024-09-21 15:50:17","1","0","2024-09-21 15:50:17","2024-09-21 17:06:09"
"1260","1","697100","Menedjer po prodazham","not defined","Full-Time","3.800.000-19.800.000 so'm","Menedjer po prodazham lavozimiga ishga taklif qilamiz","uz","2024-09-21 15:50:17","1","0","2024-09-21 15:50:17","2024-09-21 17:06:09"
"1261","1","698100","Sotuv Operatori","not defined","Full-Time","3.000.000dan 20.000.000gacha ( sotuvdan % + bonus)","Bu lavozimga 19-30 yoshdagi yigit qizlari taklif etiladi.","uz","2024-09-21 15:50:18","1","0","2024-09-21 15:50:18","2024-09-21 17:06:09"
"1262","1","699100","Operator sotuvchi qizlar uchun ish","ASKO kompaniyasi","Full-Time","3.000.000 - 5.000.000 so'm","Operator sotuvchi qizlarni ishga taklif etuvchi ish","uz","2024-09-21 15:50:18","1","0","2024-09-21 15:50:18","2024-09-21 15:50:18"
