"id","job_id","country_code","country","city","full_address","is_remote_work"
"3102","3621","UZ","O?zbekiston","Toshkent","Toshkent shahar yangi Toshmi","0"
"3103","3622","UZ","O'zbekiston","Toshkent","","0"
"3104","3623","UZ","O'zbekiston","","Jome bozori, Usta shirin ko'chasi","0"
"3105","3624","UZ","O'zbekiston","Angren, Bo`stonliq, Almazar, Yangihayot, Yunusobod, Chilonzor, Yakkasaroy","Soyliq qishloqchasi","0"
"3106","3625","UZ","O'zbekiston","Toshkent","?? ???? ??????, ?????? ???????? ????? ?????","0"
"3107","3626","UZ","O'zbekiston","","","0"
"3108","3627","UZ","Oæzbekiston","Toshkent","Yakkasaroy tumani","0"
"3109","3628","UZ","O'zbekiston","Buxoro","G'ijduvon Buxoro","0"
"3110","3629","UZ","O'zbekiston","Toshkent","Toshkent shahar Olmazor tumani Qorasaroy ko'chasi","0"
"3111","3630","UZ","O'zbekiston","Toshkent","Sklad Sirgali (Xonobod)","0"
"3112","3631","UZ","O'zbekiston","Toshkent","metro Novza Oltin markazi 3-qavat","0"
"3113","3632","UZ","O?zbekiston","Andijon","???? ????? ??????","0"
"3114","3633","UZ","O'zbekiston","Oltiariq tumani","Zilha qishlog'i","0"
"3115","3634","UZ","O'zbekiston","Toshkent","Toshkent shahri","0"
"3116","3635","UZ","O'zbekiston","","Algaritm 31kv","0"
"3117","3636","UZ","Oæzbekiston","Toshkent","Shayhontohur tumani Koækcha dahasi","0"
"3118","3637","UZ","O'zbekiston","Toshkent","Toshkent viloyati, Toshkent tumani, E'zoz MFY, MEHNAT GROUP zavodi ko'chasidan kiriladi. Betonkadan 2,5-3 km ichkarida.","0"
"3119","3638","UZ","O'zbekiston","Buxoro","","0"
"3120","3639","UZ","O'zbekiston","Buxoro","","0"
"3121","3640","UZ","O'zbekiston","Toshkent","Yunsobod tumani 19-kvartal, Mirandi restaurant","0"
"3122","3641","UZ","??????????","Andijon","??????? ???? 1 ?? ???????? ???????? ?????? ??????","0"
"3123","3642","UZ","O'zbekiston","","","0"
"3124","3643","UZ","O'zbekiston","Toshkent","??????? ?????, ????? ??????? ?????,??????? 6 ??????? ????? ??????","0"
"3125","3644","UZ","O'zbekiston","Toshkent","Toshkent Keles Yoli","0"
"3126","3645","UZ","??????????","Toshkent","?. ???????, ???????, ???????? 4 ? ????? ???????","0"
"3127","3646","UZ","O'zbekiston","Toshkent","Chilonzor Shuxrat Andalus / Eco bozor TTZ","0"
"3128","3647","UZ","??????????","??????? ?????","?????? ??????? 6 ?????? ?????? ???????","0"
"3129","3648","UZ","O'zbekiston","Toshkent","","0"
"3130","3649","UZ","O'zbekiston","Samarqand","","0"
"3131","3650","UZ","O'zbekiston","Toshkent","Zangiota tumani Nazarbek hududa","0"
"3132","3651","UZ","O'zbekiston","Toshkent","Zangiota tumani Nazarbek xarakt","0"
"3133","3652","UZ","O'zbekiston","Toshkent","Toshkent sh., Yashnobod tumani, Aviasozlar-2. 9-uy 'Baraka' marketi yonida","0"
"3134","3653","UZ","O?zbekiston","Toshkent","Yunusobod","0"
"3135","3654","UZ","O'zbekiston","","Nazarbek","0"
"3136","3655","UZ","O'zbekiston","Toshkent","","0"
"3137","3656","RU","Rossiya","Vladivostok","Port Vera, Vladivostok, Rossiya","0"
"3138","3657","UZ","O'zbekiston","Toshkent","Eshonguzar nur hayot toyhona","0"
"3139","3658","UZ","O'zbekiston","Toshkent","????????? ??????","0"
"3140","3659","UZ","O'zbekiston","Toshkent","","0"
"3141","3660","UZ","O'zbekiston","Toshkent","Shayhontoxur tumani beltepa mavzesi","0"
"3142","3661","UZ","O'zbekiston","Toshkent","Yunusobod tumani Anorzor mahallasi Orientir Velara Mehmonhonasi","0"
"3143","3662","UZ","O'zbekiston","Toshkent","Sergeli-4, Quddusi Sharif masjid yonida","0"
"3144","3663","UZ","O'zbekiston","Toshkent","Mustaqillik Avenue 123","0"
"3145","3664","UZ","O'zbekiston","Toshkent","Alisher Navoiy St, 123","0"
"3146","3665","UZ","O'zbekiston","Toshkent","????????? ??????","0"
"3147","3666","UZ","??????????","Toshkent","??? ????? ??????","0"
"3148","3667","UZ","O'zbekiston","Toshkent","Toshkent shahar Yunsobod tumani Shahriston metro korzinka 2 etaj","0"
"3149","3668","UZ","O'zbekiston","Toshkent","Chilonzor Promzona Samarqand Pitakdan oÆngga kirgandagi koÆcha","0"
"3150","3669","UZ","O'zbekiston","Andijon","???? ?????","0"
"3151","3670","UZ","O'zbekiston","","","0"
"3152","3671","UZ","O'zbekiston","Toshkent","N/A","0"
"3153","3672","UZ","O'zbekiston","Toshkent","O'rikzor","0"
"3154","3673","UZ","O'zbekiston","Toshkent","Mirobod tumani, Orientir: NBD karzinka","0"
"3155","3674","UZ","O'zbekiston","Toshkent","Uchtepa tumani, TXAY ko`chasi 9 A uy (Nazarbek, Temir Bozor yonida)","0"
"3156","3675","UZ","O'zbekiston","Toshkent","","0"
"3157","3676","UZ","O'zbekiston","Toshkent","Yashnabod tumani, Go'zal ko'cha 9-tor, Olmos metro","0"
"3158","3677","RU","?????????? ?????????","??????","????????? ???????, ????? ??????","0"
"3159","3678","UZ","O'zbekiston","Andijon","","0"
"3160","3679","UZ","O'zbekiston","Andijon","Joxon bozor eski disk zavod ichida","0"
"3161","3680","UZ","O'zbekiston","Buxoro","Gala Osiyo","0"
"3162","3681","UZ","O'zbekiston","Toshkent","????? ??????? ??????, ??? ???? ????","0"
"3163","3682","UZ","O'zbekiston","Toshkent","??????? ????? ????? ??????? ??????, ??????? ???????, ??? 2 ?????","0"
"3164","3683","UZ","O'zbekiston","Toshkent","Uchtepa tumani Chilonzor-12","0"
"3165","3684","UZ","O'zbekiston","Toshkent","","0"
"3166","3685","UZ","O'zbekiston","Toshkent","Yakkasaroy tumani, Yakkasaroy ko'chasi 20-uy","0"
"3167","3686","UZ","??????????","Andijon","??????? (???? ???????? 19 ?????)","0"
"3168","3687","UZ","O'zbekiston","Toshkent","????????? ??????","0"
"3169","3688","UZ","O'zbekiston","Toshkent","??????? (????????)","0"
"3170","3689","UZ","O'zbekiston","Toshkent","??????? ???????? 300 ????","0"
"3171","3690","UZ","O'zbekiston","Toshkent","Yashnabod tumani, Parkentskiy bozor","0"
"3172","3691","UZ","O'zbekiston","Toshkent","Yangiyo'l shahar, QIBRAY TUMANI, Yangihayot Tumani, Yunusobod Tumani, Chilonzor tumani, Yakkasaroy tumani","0"
"3173","3693","UZ","O zbekiston","","","0"
"3174","3692","UZ","O'zbekiston","Toshkent","Bozorlar o'rikzori","0"
"3175","3694","UZ","O'zbekiston","Andijon","","0"
"3176","3695","UZ","O'zbekiston","","","1"
"3177","3696","UZ","??????????","Toshkent","??????? ?????, ????? ??????? ??????, ??? ????????","0"
"3178","3697","UZ","O'zbekiston","Toshkent","Beruniy metrodon 300 metr","0"
"3179","3698","UZ","O'zbekiston","Toshkent","Tashkent shahri, Yakka-Saroy, Mirobod, Mirzo Ulugbek, Olmazor, Yashnabod","0"
"3180","3699","UZ","O'zbekiston","Toshkent","??????? ?????","0"
"3181","3700","UZ","O'zbekiston","Toshkent","O'rikzor bozor","0"
"3182","3701","UZ","O'zbekiston","Toshkent","","0"
"3183","3702","UZ","O'zbekiston","","","0"
"3184","3703","UZ","O`zbekiston","Toshkent","Toshkent sh. Shayxontohur tumani","0"
"3185","3704","UZ","O'zbekiston","Nazarbek","Nazarbek Tarnov reprom kochada joylashgan 237 marshrut","0"
"3186","3705","UZ","O'zbekiston","","Olmazor tumani betonka boyida joylashgan chig'atoy kafe moljal keles mostdan utgandan","0"
"3187","3706","UZ","??????????","Toshkent","???????????? ?????","0"
"3188","3707","UZ","??????????","Toshkent","?????-??????? ?????","0"
"3189","3708","UZ","O'zbekiston","Qashqadaryo","????? ??????, ??????? ?????","0"
"3190","3709","RU","Rossiya","","","0"
"3191","3710","UZ","O'zbekiston","Xorazm","55 doækon va SMB koæcha roæparasi","0"
"3192","3711","UZ","O'zbekiston","Qarshi","Beshkent shahri, Qarshi tumani, Qashqadaryo viloyati","0"
"3193","3712","UZ","O'zbekiston","Toshkent","Angren shahar, Bo`stonliq tumani Soyliq qishloqchasi, Almazar shahar, Yangihayot Tumani, Yunusobod Tumani, Chilonzor tumani, Yakkasaroy tumani","0"
"3194","3713","UZ","O'zbekiston","Toshkent","Olmazor tumani, Nurafshon k≤chasida","0"
"3195","3714","UZ","O'zbekiston","Toshkent","??????? ??????, ????? ??????? ???????, ??? ????? ??????","0"
"3196","3715","UZ","O'zbekiston","","","0"
"3197","3716","UZ","??????????","Andijon","????????? ????????","0"
"3198","3717","UZ","O'zbekiston","Andijon","2-ki qo'chaga, Anor kafesining yonida, Muzayyana beauty services","0"
"3199","3718","UZ","O'zbekiston","Namangan","","0"
"3200","3719","UZ","O'zbekiston","Toshkent","Toshkent, Yakkasaroy","0"
"3201","3720","UZ","O'zbekiston","Toshkent","??????? ??????? ?????? 5-????? ?????? ?????","0"
"3202","3721","UZ","O'zbekiston","Toshkent","Toshkent shahri","0"
"3203","3722","UZ","Oæzbekiston","","","1"
"3204","3723","UZ","O'zbekiston","Toshkent","Olmazor tumani Qorasaroy ko'chasi","0"
"3205","3724","UZ","O'zbekiston","Andijon","???? ????? ?????","0"
"3206","3725","Online","O'zbekiston","","","1"
"3207","3726","UZ","O'zbekiston","Buxoro vil JONDOR tumani","Buxoro vil JONDOR tumani (yotoq bor)","0"
"3208","3727","RU","Rossiya","Maskva","Maskiva shaxrida ????????","0"
"3209","3728","UZ","O'zbekiston","Toshkent","Yangiyol betonkada","0"
"3210","3729","UZ","O'zbekiston","Farg'ona","","0"
"3211","3730","UZ","O'zbekiston","Buxoro va Navoi","","0"
"3212","3731","UZ","O'zbekiston","Toshkent","","0"
"3213","3732","UZ","O'zbekiston","Toshkent","Toshkent Sergeli","0"
"3214","3733","UZ","??????????","Andijon","3 - ????? ???? 5 ??? 9 ????????","0"
"3215","3734","UZ","O'zbekiston","Toshkent","Afrosiyob ko'chasi (6/1)","0"
"3216","3735","UZ","??????????","Andijon","???????????","0"
"3217","3736","UZ","O'zbekiston","","Parus 1-etaj (Orientir Optoviy Qatortol)","0"
"3218","3737","UZ","O'zbekiston","Buxoro","Buxoro sharq kalso","0"
"3219","3738","UZ","O'zbekiston","Toshkent","Toshkent tumani, Raygaz","0"
"3220","3739","UZ","O'zbekiston","Toshkent","","0"
"3221","3740","UZ","O'zbekiston","Andijon","???? ????? ?????","0"
"3222","3741","UZ","O'zbekiston","Xorazm","55 doækon va SMB koæcha roæparasi","0"
"3223","3742","UZ","O'zbekiston","Toshkent","Not specified","0"
"3224","3743","UZ","O'zbekiston","Andijon","N/A","0"
"3225","3744","UZ","O'zbekiston","Toshkent","Not specified","0"
"3226","3745","UZ","O'zbekiston","Toshkent","Hamid Olimjon metro yonida","0"
"3227","3746","UZ","O'zbekiston","Andijon","","0"
"3228","3747","UZ","??????????","Andijon","????? ???????? ????? ????????","0"
"3229","3748","UZ","O'zbekiston","Toshkent","N/A","0"
"3230","3749","UZ","O'zbekiston","Farg'ona","Oftob ko'chasi 3-uy","0"
"3231","3750","UZ","??????????","Toshkent","????? ??????? ?????? ?????? ?????? 27 ??","0"
"3232","3751","UZ","O'zbekiston","Toshkent","Toshkent viloyati, OÆrta chirchiq tumani Qorasuvda joylashgan.","0"
"3233","3752","UZ","O'zbekiston","Toshkent","Toshkent Chilonzor Promzona Samarqand Pitakdan oÆngga kirgandagi koÆcha","0"
"3234","3753","UZ","??????????","Toshkent","??????? ????? ??????? ?????? ????? ????? ???? ????? ?????? 31","0"
"3235","3754","UZ","O'zbekiston","Andijon","Andijon, 2 chi kichik daxa","0"
"3236","3755","UZ","O'zbekiston","","","1"
"3237","3756","UZ","O'zbekiston","Namangan","Namangan gozal ezoz lavash","0"
"3238","3757","UZ","O'zbekiston","Toshkent","Toshkent shahri, Qorasaroy kochasi 263-A","0"
"3239","3758","UZ","O'zbekiston","Navoiy","?????? ????? ???","0"
"3240","3759","UZ","O'zbekiston","Toshkent","???????? ????? (??????? ?????) 9-????? 66-??????????? ???????? ???? ?????? ????????","0"
"3241","3760","NULL","O'zbekiston","Namangan va Pop turaqorgon filiallari","","0"
"3242","3761","UZ","O'zbekiston","Toshkent","??????? ??????, Uzbum, ??????? ?????? ?????????","0"
"3243","3762","UZ","O'zbekiston","Toshkent","","0"
"3244","3763","UZ","O'zbekiston","Toshkent","???????? ????? ?????","0"
"3245","3764","UZ","O?zbekiston","Toshkent","??????? ?????? ??????????? ?????? 170","0"
"3246","3765","UZ","O'zbekiston","Toshkent","","0"
"3247","3766","UZ","O?zbekiston","Toshkent","Toshkent sh.","0"
"3248","3767","UZ","O'zbekiston","Toshkent","??????? ????? ??????? ?????? ????? ????? ???? ????? ?????? 31","0"
"3249","3768","UZ","O'zbekiston","Buxoro","JONDOR tumani","0"
"3250","3769","UZ","O'zbekiston","Toshkent","Bo'stonliq tumani","0"
"3251","3770","UZ","O'zbekiston","Toshkent","Metro 3 bekat sergeli xumo med korzinka","0"
"3252","3771","UZ","??????????","","","0"
"3253","3772","UZ","O'zbekiston","Toshkent","Toshmi 2-koksaroy chorraxadan ongg","0"
"3254","3773","ONLINE","O'zbekiston","","","1"
"3255","3774","UZ","O'zbekiston","Toshkent","Keles hokimiyat","0"
"3256","3775","UZ","Ozbekiston","Toshkent","Not specified","0"
"3257","3776","UZ","O'zbekiston","Andijon","Leninskiy","0"
"3258","3777","UZ","O'zbekiston","Toshkent","Toshkent","0"
"3259","3778","UZ","O'zbekiston","Toshkent","??????? ????? ???????? ??????","0"
"3260","3779","UZ","O'zbekiston","Toshkent","Sergeli tumani","0"
"3261","3780","UZ","O'zbekiston","Toshkent","Metro 3 bekat sergeli xumo med korzinka","0"
"3262","3781","UZ","O'zbekiston","Toshkent","Yakkasaroy tumani Bobur ko?chada","0"
"3263","3782","UZ","O'zbekiston","Andijon","Andijon shaxar, Istiqlol toyxonasi moldjal 9 etaj togrisi","0"
"3264","3783","UZ","O'zbekiston","Termiz va Denov filiallari","Termiz shahri Zolotoy bochka yaqini, O'zbegim to'yxonasi chap tomoni","0"
"3265","3784","UZ","O'zbekiston","","","0"
"3266","3785","UZ","O'zbekiston","","","0"
"3267","3786","UZ","O'zbekiston","Jizzax","Jizzax shahri","0"
"3268","3787","UZ","O'zbekiston","Jizzax","ARNASOY Tuman","0"
"3269","3788","UZ","O'zbekiston","Farg'ona","Farg'ona tumani, Log'on QFY","0"
"3270","3789","UZ","O'zbekiston","Toshkent","Sergeli tumani","0"
"3271","3790","UZ","O'zbekiston","Buxoro","N/A","0"
"3272","3791","UZ","??????????","Andijon","??????: ?????? ????????, ???????? ??????","0"
"3273","3792","UZ","O'zbekiston","Toshkent","","0"
"3274","3793","UZ","O'zbekiston","Toshkent","Yakkasaroy tumani","0"
"3275","3794","UZ","O'zbekiston","Toshkent","Hamid Olimjon metrodan 200 metr","0"
"3276","3795","UZ","O'zbekiston","","","0"
"3277","3796","UZ","O'zbekiston","","","0"
"3278","3797","UZ","O'zbekiston","Buxoro","","0"
"3279","3798","UZ","O'zbekiston","Urganch","Urganch shahar","0"
"3280","3799","UZ","O'zbekiston","Andijon","???? ?????","0"
"3281","3800","UZ","??????????","???????","","0"
"3282","3801","","","","","0"
"3283","3802","","","","","0"
"3284","3803","UZ","O'zbekiston","Toshkent","Mustaqillik Avenue 56","0"
"3285","3804","UZ","O'zbekiston","Andijon","","0"
"3286","3805","UZ","??????????","Andijon","","1"
"3287","3806","UZ","O'zbekiston","","Novza metro bekati (Moæljal: ôGolden Houseö roæparasida)","0"
"3288","3807","UZ","??????????","Toshkent","??????? ????? ????? ??????? ??????, ?????? ?????????, ???????? ?????? 3/5 ??","0"
"3289","3808","ONLINE","Onlayn","","","1"
"3290","3809","UZ","??????????","Toshkent","??????? ????? ????? ??????? ??????, ?????? ?????????, ???????? ?????? 3/5 ??","0"
"3291","3810","UZ","O'zbekiston","Toshkent","Keles hokimiyat","0"
"3292","3811","UZ","O'zbekiston","Jizzax","Jizzax shahri","0"
"3293","3812","UZ","O'zbekiston","Toshkent","Toshkent shahri Chilonzor metro, Yunusobod 4 mavze Shifo nur orqa tarafi","0"
"3294","3813","UZ","O'zbekiston","Urganch","Dorital filial","0"
"3295","3814","UZ","O'zbekiston","Toshkent","Chilonzor 17-kvartl yagona gastnitsasi yonida 39 dom 1-chi qavat","0"
"3296","3815","UZ","O'zbekiston","Toshkent","Toshkent shahar, Chilonzor tumani, kuhunur karzinka ichida","0"
"3297","3816","UZ","O'zbekiston","Andijon","Andijon shahar yoki Shaharga yaqin bo'lishi kerak","0"
"3298","3817","UZ","O'zbekiston","","","0"
"3299","3818","UZ","O'zbekiston","Jizzax","BUNYUODKOR MAhaLLASI A-SANOAT KO'ChaSI-90- V UY MULJAL: METAN ZAPRAVKASI","0"
"3300","3819","UZ","O'zbekiston","","","1"
"3301","3820","UZ","O'zbekiston","Toshkent","Yunusobod","0"
"3302","3821","UZ","O'zbekiston","Buxoro","Buxoro shahri va tumani, Kogon shahri, Galaosiyo","0"
"3303","3822","UZ","O'zbekiston","Toshkent","Sergeli, Tashkent Index savdo kompleksi","0"
"3304","3823","UZ","O'zbekiston","Toshkent","Yunusobod tumani","0"
"3305","3824","UZ","O'zbekiston","Toshkent","Sobir Rahimov prom-zona","0"
"3306","3825","UZ","O'zbekiston","Toshkent","Sobir Rahimov prom-zona","0"
"3307","3826","UZ","O'zbekiston","","","0"
"3308","3827","UZ","O'zbekiston","Toshkent","","0"
"3309","3828","UZ","O'zbekiston","Toshkent","??????? ??????, ????? ??????? ???????, ??? ????? ??????","0"
"3310","3829","RU","Rossiya","Kazan","","0"
"3311","3830","UZ","O'zbekiston","Toshkent","","0"
"3312","3831","UZ","O'zbekiston","","","0"
"3313","3832","UZ","O'zbekiston","Toshkent","Amir Temur shoh ko'chasi, 123","0"
"3314","3833","UZ","O'zbekiston","Toshkent","Some Street, Tashkent","0"
"3315","3834","UZ","O?zbekiston","Toshkent","Chilonzor ,Uchtepa  O?rikzor","0"
"3316","3835","UZ","O'zbekiston","Toshkent","Mustaqillik Avenue","0"
"3317","3836","","","","","0"
"3318","3837","","","","","0"
"3319","3838","UZ","O'zbekiston","Toshkent","Toshkent shahri, Olmazor tumani","0"
"3320","3839","UZ","O'zbekiston","Toshkent","Chilonzor tumani, Alisher Navoiy ko'chasi 123","0"
"3321","3840","UZ","O'zbekiston","Toshkent","Mustaqillik Avenue, 123","0"
"3322","3841","UZ","O'zbekiston","Toshkent","Mustaqillik Avenue, 123","0"
"3323","3842","UZ","O'zbekiston","Toshkent","","0"
"3324","3843","","","","","0"
"3325","3844","UZ","O'zbekiston","","NULL","0"
"3326","3845","RU","Rossiya","Maskva","Podolsk, Maskiva shaxri","0"
"3327","3846","UZ","O'zbekiston","Toshkent","???? ?????? ????? 6 ?????? 10 ????? (???????)","0"
"3328","3847","UZ","O'zbekiston","","","0"
"3329","3848","UZ","O'zbekiston","","","0"
"3330","3849","Online","Uzbekistan","","","1"
"3331","3850","UZ","Oæzbekiston","","","0"
"3332","3851","UZ","O'zbekiston","Toshkent","Toshkent shahar, Chilonzor tumani, Targoviy sentr, Metro Mirzo Ulug'bek, Moæljal Rohat mehmonxonasi","0"
"3333","3852","UZ","O'zbekiston","Toshkent","","0"
"3334","3853","UZ","O'zbekiston","Toshkent","Uchtepa tumani Beshqayrag'och ko'chasi","0"
"3335","3854","UZ","O'zbekiston","","Ipoteka olami, Andijon shahri","0"
"3336","3855","UZ","??????????","Toshkent","??????? ?????","0"
"3337","3856","UZ","??????????","Andijon","????????","0"
"3338","3857","UZ","??????????","Andijon","???? ????? ??????","0"
"3339","3858","UZ","O'zbekiston","Far?ona","Far?ona shaxar temir yul kuchasi 39 a uy","0"
"3340","3859","UZ","O'zbekiston","Namangan","Namangan shahar, Amur Temus ko`chasi, 97-uy (Mo'ljal - Oydin Plaza mehmonxonasi)","0"
"3341","3860","UZ","O'zbekiston","","","0"
"3342","3861","RU","Rossiya","Podolsk","Pod Moskva ????????","0"
"3343","3862","UZ","??????????","Andijon","???????, ???????","0"
"3344","3863","UZ","O'zbekiston","Toshkent","Hamid Olimjon metro yonida","0"
"3345","3864","UZ","??????????","???????? ??????","????? ???????","0"
"3346","3865","UZ","??????????","Andijon","????? ???? ??? ????? ???? ?????","0"
"3347","3866","UZ","O'zbekiston","","","0"
"3348","3867","UZ","O'zbekiston","Toshkent","Sergeli","0"
"3349","3868","UZ","??????????","Andijon","??????? ????????? ????","0"
"3350","3869","RU","??????","??????, ?????-?????????","?????? ??????, ?????-?????????","0"
"3351","3870","UZ","O'zbekiston","Toshkent","??????? ??????, ????? ??????? ???????, ??? ????? ??????","0"
"3352","3871","UZ","O'zbekiston","????????","?????? ?????? ??????????","0"
"3353","3872","UZ","O'zbekiston","Toshkent","Toshkent Chilonzor Promzona Samarqand Pitakdan oÆngga kirgandagi koÆcha","0"
"3354","3873","UZ","O'zbekiston","Toshkent","Belgilangan joy","0"
"3355","3874","UZ","O'zbekiston","Toshkent","O'rikzor Maxallasi","0"
"3356","3875","UZ","O'zbekiston","Toshkent","Toshkent viloyati, Toshkent tumani, E'zoz MFY, MEHNAT GROUP zavodi ko'chasidan kiriladi. Betonkadan 2,5-3 km ichkarida.","0"
"3357","3876","UZ","O'zbekiston","Toshkent","Toshkent shahar Sergeli tumani, Imzo zavodi yonida","0"
"3358","3877","RU","??????","???????????","???? ????","0"
"3359","3878","UZ","O'zbekiston","Bossuv","Yotog joyi bor","0"
"3360","3879","UZ","O'zbekiston","Toshkent","??????? ????? ????? ??????? ??????, ?????? ?????????, ???????? ?????? 3/5 ??","0"
"3361","3880","UZ","O'zbekiston","Toshkent","Sergeli tumani, Imzo zavodi yonida","0"
"3362","3881","UZ","O'zbekiston","Andijon","","0"
"3363","3882","UZ","O'zbekiston","Buxoro","Sharq kalso nurafshon restaurant oldida","0"
"3364","3883","UZ","O'zbekiston","Andijon","Joxon bozor eski disk zavod ichida","0"
"3365","3884","UZ","O'zbekiston","Buxoro","Jondor tumani","0"
"3366","3885","UZ","O'zbekiston","Toshkent","Yakkasaroy tumani, Toshkent to'qimachilik va yengil sanoat instituti mo'ljal.","0"
"3367","3886","UZ","O'zbekiston","Toshkent","Yunusobod","0"
"3368","3887","UZ","O'zbekiston","Buxoro","ISHONCH doÆkoni yon tomoni","0"
"3369","3888","UZ","O'zbekiston","Toshkent","?. ???????, ?????? ?????? 1-??. ??????? ???????? ????????? ?????","0"
"3370","3889","UZ","??????????","Toshkent","????????? ??????","0"
"3371","3890","UZ","O'zbekiston","Toshkent","Not specified","0"
"3372","3891","UZ","O'zbekiston","Toshkent","Shota Rustaveli ko'chasi (59-poliklinika ro'parasida) yoki Buyuk ipak yo'li ko'chasi 160-uy (Salom choyxona yonida)","0"
"3373","3892","","","","","0"
"3374","3893","UZ","O'zbekiston","","Biktimir rayon","0"
"3375","3894","UZ","O'zbekiston","","","0"
"3376","3895","UZ","??????????","Toshkent","???????? ??????, 17 ??","0"
"3377","3896","UZ","O'zbekiston","","Jome bozori, Usta shirin ko'chasi","0"
"3378","3897","UZ","O'zbekiston","Toshkent","Toshkent shahar, Yashnabod tumani, Parkentskiy bozor","0"
"3379","3898","UZ","??????????","Andijon","???? ????? 56 ?????? ??????","0"
"3380","3899","UZ","O'zbekiston","","","0"
"3381","3900","UZ","O'zbekiston","Toshkent","Shimoliy vokzal, Toshkent metro bekat","0"
"3382","3901","UZ","O'zbekiston","Toshkent","","0"
"3383","3902","UZ","O'zbekiston","Toshkent","N/A","0"
"3384","3903","UZ","O'zbekiston","Toshkent","??????? ??????? ?????? 5-????? ?????? ?????","0"
"3385","3904","UZ","O'zbekiston","Toshkent","","0"
"3386","3905","UZ","O'zbekiston","","Algaritm 31kv","0"
"3387","3906","UZ","??????????","???????","???????, ??????????? ?????","0"
"3388","3907","UZ","O'zbekiston","????????","????????, ???? ????? ??????","0"
"3389","3908","UZ","O'zbekiston","Toshkent","Toshkent shahri","0"
"3390","3909","UZ","O'zbekiston","Toshkent","Toshkent shahri","0"
"3391","3910","UZ","O'zbekiston","Farg'ona","Farg'ona Ish. Mo'ljal Artel binosi","0"
"3392","3911","UZ","O'zbekiston","Toshkent","??????? ????? ???????? ?????? ???? ?????? ????? 6 ?????? 10 ?????","0"
"3393","3912","UZ","O'zbekiston","Toshkent","Toshkent shahar, Mirzo Ulug'bek tumani, Korasuv 6 tapovich mosti oldida","0"
"3394","3913","UZ","O'zbekiston","Toshkent","Yunsobod tumani 19-kvartal, Mirandi restaurant","0"
"3395","3914","UZ","O'zbekiston","Toshkent","","0"
"3396","3915","UZ","O'zbekiston","Toshkent","Chilonzor tumani 3-kvartal, Torgovyy tsentr","0"
"3397","3916","RU","??????","??????","","0"
"3398","3917","UZ","O'zbekiston","Toshkent","Afrosiyob ko'chasi (6/1)","0"
"3399","3918","UZ","O'zbekiston","","","0"
"3400","3919","UZ","??????????","Andijon","????????? ?????? 9-? ??, ??????: 4-????? ????","0"
"3401","3920","UZ","??????????","Andijon","??????? ?????????? ???????","0"
"3402","3921","UZ","O'zbekiston","Urganch","Urganch shahar","0"
"3403","3922","UZ","O'zbekiston","Namangan","Namangan shahri, Turon universitet","0"
"3404","3923","UZ","O'zbekiston","Namangan","Namangan shahar Davlatobod tumani, Elabod siti","0"
"3405","3924","UZ","O'zbekiston","Toshkent","Toshkent viloyati Zangiota tumani Nazarbek hududa","0"
"3406","3925","UZ","O'zbekiston","Toshkent","Sergeli tumani","0"
"3407","3926","KG","???????????","??????","","0"
"3408","3927","UZ","O'zbekiston","Toshkent","??????? ????? ???? ?????","0"
"3409","3928","UZ","O'zbekiston","Toshkent","Olmazor tumani, Qorasaroy ko'chasi (Jomiy bozori orqali)","0"
"3410","3929","UZ","Oæzbekiston","Toshkent","Metro 3 bekat sergeli xumo med korzinka","0"
"3411","3930","UZ","O'zbekiston","","","0"
"3412","3931","RU","Rossiya","","","0"
"3413","3932","UZ","??????????","?????????","?????? ????? ????? ????? ???????","0"
"3414","3933","UZ","O'zbekiston","Toshkent","","0"
"3415","3934","UZ","O'zbekiston","Buxoro","?. ??????, ???????? ??? ????, ??? 42","0"
"3416","3935","UZ","O'zbekiston","Toshkent","??????? ????? ?????? ??????","0"
"3417","3936","UZ","O'zbekiston","Toshkent","Yuqori Chirchiq, Yangibozorda joylashgan fabrikasi va Toshkent shahar, Yashnobod tumani","0"
"3418","3937","UZ","O'zbekiston","Toshkent","Toshkent va Guluston","0"
"3419","3938","UZ","O?zbekiston","Toshkent","","0"
"3420","3939","UZ","O'zbekiston","Toshkent","Sergeli-4, Quddusi Sharif masjid yonida","0"
"3421","3940","UZ","O'zbekiston","Toshkent","Shayhontoxur tumani beltepa mavzesi","0"
"3422","3941","UZ","??????????","Toshkent","???????? ?????? 3-???????,???????? ??????","0"
"3423","3942","UZ","??????????","","O'zbekiston ko'chasi, Sarbon to'yxona oldida.","0"
"3424","3943","UZ","O'zbekiston","Toshkent","Zangiota tumani","0"
"3425","3944","UZ","O'zbekiston","Toshkent","Chilonzor tumani, Abu Saxiy savdo markazi; Mirobod tumani, Alfraganus savdo markazi; Shayxontohur tumani, Qoratosh Mediapark savdo markazi","0"
"3426","3945","UZ","O'zbekiston","Farg?ona","","1"
"3427","3946","UZ","O?zbekiston","Toshkent","Yunusobod","0"
"3428","3947","UZ","O'zbekiston","Toshkent","Zangiota tumani","0"
"3429","3948","RU","??????","??????","","0"
"3430","3949","RU","Rossiya","Ufa","","0"
"3431","3950","UZ","O'zbekiston","Toshkent","Mirzo Ulugbek tumani Sampi Korzinka","0"
"3432","3951","UZ","Oæzbekiston","Andijon","Shahrixon tumani","0"
